Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O2_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHOCHO_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H5OH_PFRC2_(), Mole_fraction_C2H4O1-2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H8_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_CC3H6_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_CC3H4_PFRC2_(), Mole_fraction_C2HCHO_PFRC2_(), Mole_fraction_C3H5OH_PFRC2_(), Mole_fraction_SC3H5OH_PFRC2_(), Mole_fraction_IC3H5OH_PFRC2_(), Mole_fraction_CH3COCH3_PFRC2_(), Mole_fraction_C2H3CHO_PFRC2_(), Mole_fraction_C2H5CHO_PFRC2_(), Mole_fraction_C4H10_PFRC2_(), Mole_fraction_IC4H10_PFRC2_(), Mole_fraction_IC4H8_PFRC2_(), Mole_fraction_IC4H7_PFRC2_(), Mole_fraction_CVCYCCOC_PFRC2_(), Mole_fraction_CCYCCO-T1_PFRC2_(), Mole_fraction_C4H8-1_PFRC2_(), Mole_fraction_C4H71-3_PFRC2_(), Mole_fraction_SC3H5CHO_PFRC2_(), Mole_fraction_C4H8-2_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H5-2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H3-I_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_CHCC(CH2)CHCH2_PFRC2_(), Mole_fraction_CH2CHCHCHCCH_PFRC2_(), Mole_fraction_CYHEXDN13_PFRC2_(), Mole_fraction_CYHEXDN14_PFRC2_(), Mole_fraction_C6H8_PFRC2_(), Mole_fraction_CYPENTN-4MTHNE_PFRC2_(), Mole_fraction_C4H612_PFRC2_(), Mole_fraction_C4H6-2_PFRC2_(), Mole_fraction_H2C4O_PFRC2_(), Mole_fraction_C2H3COCH3_PFRC2_(), Mole_fraction_C5H10-1_PFRC2_(), Mole_fraction_C5H10-2_PFRC2_(), Mole_fraction_C5H81-3_PFRC2_(), Mole_fraction_BC5H10_PFRC2_(), Mole_fraction_CC5H10_PFRC2_(), Mole_fraction_AC5H10_PFRC2_(), Mole_fraction_B13DE2M_PFRC2_(), Mole_fraction_B12DE3M_PFRC2_(), Mole_fraction_L-C6H4_PFRC2_(), Mole_fraction_C-C6H4_PFRC2_(), Mole_fraction_C6H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_FULVENE_PFRC2_(), Mole_fraction_C6H5OH_PFRC2_(), Mole_fraction_C6H5O_PFRC2_(), Mole_fraction_C5H6_PFRC2_(), Mole_fraction_C5H5_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_CVCCJCVC_PFRC2_(), Mole_fraction_CVCCVCCJ_PFRC2_(), Mole_fraction_C5H5OH_PFRC2_(), Mole_fraction_C5H4O_PFRC2_(), Mole_fraction_OC5H7O_PFRC2_(), Mole_fraction_C7H6_PFRC2_(), Mole_fraction_C7H5_PFRC2_(), Mole_fraction_IND_PFRC2_(), Mole_fraction_C5H5CH3_PFRC2_(), Mole_fraction_C9H7_PFRC2_(), Mole_fraction_C9H6O_PFRC2_(), Mole_fraction_NAPH_PFRC2_(), Mole_fraction_FLUORENE_PFRC2_(), Mole_fraction_C14H10_PFRC2_(), Mole_fraction_C16H10_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
7.350000e-01, 3.099767e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.198220e-01, 1.314957e-01, -2.556360e+06, 1.539674e+03, -3.279871e+05, 1.539674e+03, 4.700009e+06, 4.072450e-03, 3.570391e-01, 2.421099e-06, 3.678109e-08, 2.675933e-01, 6.922231e-08, 5.394560e-12, 4.552412e-11, 2.230062e-01, 6.104522e-02, 8.595079e-02, 1.198199e-05, 1.553446e-06, 2.235224e-06, 3.510544e-08, 2.062067e-07, 7.618137e-05, 9.336252e-08, 6.982864e-04, 3.419487e-08, 1.383093e-09, 2.645076e-04, 2.148828e-04, 2.369831e-08, 2.706802e-12, 4.892072e-07, 2.576512e-07, 1.450917e-06, 1.872501e-08, 1.949012e-07, 4.757585e-06, 2.480272e-08, 1.592340e-08, 2.170693e-08, 3.823262e-06, 1.405395e-06, 5.066130e-08, 1.367958e-09, 2.702324e-09, 4.129906e-10, 1.566199e-10, 2.070265e-09, 1.399476e-09, 2.960307e-09, 3.283865e-10, 5.033577e-10, 2.059754e-10, 1.494310e-08, 2.235104e-10, 2.558205e-08, 2.135388e-07, 1.494388e-08, 3.732646e-10, 2.132158e-11, 9.952263e-09, 1.999505e-07, 3.088182e-10, 3.115072e-07, 2.409057e-10, 3.107437e-08, 3.291081e-11, 2.252463e-11, 2.088504e-11, 8.528856e-12, 3.611694e-11, 2.488046e-11, 1.185083e-08, 1.012252e-08, 8.603447e-11, 1.289215e-10, 3.746464e-11, 3.890250e-11, 9.508137e-10, 3.957828e-11, 2.549351e-11, 6.016590e-11, 8.803902e-10, 2.158259e-11, 1.849093e-11, 1.267059e-11, 2.333705e-12, 1.856961e-06, 1.937486e-09, 5.748954e-09, 2.167024e-11, 3.298482e-08, 9.006783e-10, 1.201661e-07, 3.061142e-11, 9.416483e-11, 2.685034e-11, 4.087975e-12, 1.271907e-06, 7.029537e-12, 2.143420e-12, 1.282885e-09, 1.247563e-10, 4.521619e-11, 1.175012e-12, 1.864956e-06, 7.950970e-07, 3.992625e-07, 7.152915e-07, 1.600702e-02, 5.876863e+00, 8.803295e+04, 8.857775e+04
7.470000e-01, 3.154227e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.208664e-01, 1.314957e-01, -2.554573e+06, 1.541931e+03, -3.279871e+05, 1.541931e+03, 4.700009e+06, 4.059134e-03, 3.601708e-01, 2.495790e-06, 3.561739e-08, 2.656492e-01, 7.071556e-08, 5.208509e-12, 4.417469e-11, 2.245179e-01, 6.026365e-02, 8.408847e-02, 1.197987e-05, 1.527063e-06, 2.251865e-06, 3.612702e-08, 2.057744e-07, 7.294983e-05, 9.118588e-08, 6.737743e-04, 3.380532e-08, 1.319466e-09, 2.558776e-04, 2.099824e-04, 2.255983e-08, 2.633404e-12, 4.704409e-07, 2.487282e-07, 1.434925e-06, 1.826502e-08, 1.824490e-07, 4.481753e-06, 2.369362e-08, 1.505127e-08, 2.079706e-08, 3.639557e-06, 1.338845e-06, 4.899012e-08, 1.315885e-09, 2.653955e-09, 3.872843e-10, 1.469847e-10, 1.946860e-09, 1.328804e-09, 2.840247e-09, 3.099161e-10, 4.606616e-10, 1.882859e-10, 1.372480e-08, 2.081090e-10, 2.549838e-08, 2.128406e-07, 1.375354e-08, 3.475882e-10, 1.994616e-11, 9.145260e-09, 1.850322e-07, 2.911097e-10, 2.918319e-07, 2.305376e-10, 2.948467e-08, 2.952927e-11, 2.025783e-11, 1.836687e-11, 7.505613e-12, 3.201844e-11, 2.198235e-11, 1.101945e-08, 9.391755e-09, 8.045182e-11, 1.209115e-10, 3.371943e-11, 3.495102e-11, 8.595149e-10, 3.547992e-11, 2.290903e-11, 5.401066e-11, 7.946826e-10, 1.959227e-11, 1.681401e-11, 1.139939e-11, 2.151418e-12, 1.626820e-06, 1.721110e-09, 5.000842e-09, 1.909433e-11, 2.969742e-08, 8.196467e-10, 1.180960e-07, 2.792719e-11, 8.593990e-11, 2.405323e-11, 3.744562e-12, 1.267674e-06, 6.138232e-12, 1.890788e-12, 1.055238e-09, 1.099225e-10, 3.772456e-11, 9.562489e-13, 1.839317e-06, 7.955161e-07, 3.980090e-07, 7.130364e-07, 1.595468e-02, 5.849072e+00, 8.610183e+04, 8.662923e+04
7.590000e-01, 3.208430e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.219136e-01, 1.314957e-01, -2.544155e+06, 1.544198e+03, -3.279871e+05, 1.544198e+03, 4.700009e+06, 4.045917e-03, 3.632841e-01, 2.572675e-06, 3.349940e-08, 2.637155e-01, 7.224654e-08, 5.056065e-12, 4.303942e-11, 2.260136e-01, 5.949220e-02, 8.223895e-02, 1.197472e-05, 1.500798e-06, 2.268537e-06, 3.717208e-08, 2.053163e-07, 6.981593e-05, 8.901741e-08, 6.498471e-04, 3.340918e-08, 1.255155e-09, 2.474393e-04, 2.051381e-04, 2.146663e-08, 2.569389e-12, 4.523120e-07, 2.400305e-07, 1.418838e-06, 1.781368e-08, 1.706574e-07, 4.219480e-06, 2.262228e-08, 1.421861e-08, 1.991965e-08, 3.462945e-06, 1.274817e-06, 4.735511e-08, 1.265192e-09, 2.605451e-09, 3.630179e-10, 1.378853e-10, 1.829819e-09, 1.261192e-09, 2.724398e-09, 2.924695e-10, 4.211402e-10, 1.719886e-10, 1.259630e-08, 1.936150e-10, 2.541532e-08, 2.121476e-07, 1.264875e-08, 3.234499e-10, 1.865738e-11, 8.398682e-09, 1.711448e-07, 2.742542e-10, 2.732286e-07, 2.205091e-10, 2.796366e-08, 2.647854e-11, 1.819981e-11, 1.620191e-11, 6.623374e-12, 2.843707e-11, 1.946129e-11, 1.023912e-08, 8.707824e-09, 7.520191e-11, 1.133337e-10, 3.032512e-11, 3.138993e-11, 7.768787e-10, 3.178775e-11, 2.057775e-11, 4.844389e-11, 7.167727e-10, 1.776994e-11, 1.527757e-11, 1.025102e-11, 1.982239e-12, 1.424351e-06, 1.528248e-09, 4.346654e-09, 1.681681e-11, 2.673217e-08, 7.456723e-10, 1.160331e-07, 2.546191e-11, 7.838282e-11, 2.158912e-11, 3.407294e-12, 1.263470e-06, 5.356590e-12, 1.666183e-12, 8.651965e-10, 9.691321e-11, 3.146603e-11, 7.982109e-13, 1.813246e-06, 7.958176e-07, 3.967600e-07, 7.107887e-07, 1.590273e-02, 5.821471e+00, 8.418522e+04, 8.469562e+04
7.710000e-01, 3.262378e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.229636e-01, 1.314957e-01, -2.546049e+06, 1.546474e+03, -3.279871e+05, 1.546474e+03, 4.700009e+06, 4.032799e-03, 3.663788e-01, 2.651834e-06, 3.279676e-08, 2.617924e-01, 7.381677e-08, 4.873082e-12, 4.170244e-11, 2.274934e-01, 5.873076e-02, 8.040226e-02, 1.196644e-05, 1.474650e-06, 2.285221e-06, 3.824130e-08, 2.048326e-07, 6.677816e-05, 8.685631e-08, 6.264939e-04, 3.300573e-08, 1.197700e-09, 2.391908e-04, 2.003463e-04, 2.041772e-08, 2.498956e-12, 4.348064e-07, 2.315524e-07, 1.402657e-06, 1.737074e-08, 1.595023e-07, 3.969663e-06, 2.158613e-08, 1.342251e-08, 1.907394e-08, 3.293306e-06, 1.213254e-06, 4.575481e-08, 1.215857e-09, 2.556774e-09, 3.400597e-10, 1.292645e-10, 1.718911e-09, 1.196514e-09, 2.612607e-09, 2.758538e-10, 3.846472e-10, 1.568893e-10, 1.154928e-08, 1.799964e-10, 2.533289e-08, 2.114597e-07, 1.162074e-08, 3.007161e-10, 1.744007e-11, 7.703794e-09, 1.581344e-07, 2.582000e-10, 2.556712e-07, 2.108042e-10, 2.650971e-08, 2.371207e-11, 1.633931e-11, 1.420028e-11, 5.809696e-12, 2.513337e-11, 1.714112e-11, 9.507296e-09, 8.067665e-09, 7.027652e-11, 1.061750e-10, 2.723108e-11, 2.813383e-11, 7.007757e-10, 2.843137e-11, 1.844774e-11, 4.339272e-11, 6.457565e-10, 1.610106e-11, 1.387645e-11, 9.221816e-12, 1.825722e-12, 1.246239e-06, 1.355533e-09, 3.777217e-09, 1.480372e-11, 2.402592e-08, 6.775461e-10, 1.139778e-07, 2.318832e-11, 7.141060e-11, 1.929502e-11, 3.128419e-12, 1.259295e-06, 4.667948e-12, 1.467216e-12, 7.126935e-10, 8.519007e-11, 2.632388e-11, 6.456998e-13, 1.787141e-06, 7.960055e-07, 3.955159e-07, 7.085495e-07, 1.585117e-02, 5.794057e+00, 8.228311e+04, 8.277689e+04
7.830000e-01, 3.316072e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.240164e-01, 1.314957e-01, -2.544088e+06, 1.548760e+03, -3.279871e+05, 1.548760e+03, 4.700009e+06, 4.019780e-03, 3.694547e-01, 2.733355e-06, 3.171896e-08, 2.598799e-01, 7.542804e-08, 4.700914e-12, 4.041746e-11, 2.289577e-01, 5.797917e-02, 7.857843e-02, 1.195498e-05, 1.448617e-06, 2.301917e-06, 3.933533e-08, 2.043242e-07, 6.383370e-05, 8.470373e-08, 6.036986e-04, 3.259521e-08, 1.141060e-09, 2.311299e-04, 1.956056e-04, 1.941084e-08, 2.433350e-12, 4.178909e-07, 2.232876e-07, 1.386362e-06, 1.693574e-08, 1.489492e-07, 3.732110e-06, 2.058505e-08, 1.266245e-08, 1.825804e-08, 3.130248e-06, 1.154031e-06, 4.418835e-08, 1.167827e-09, 2.507949e-09, 3.183787e-10, 1.211179e-10, 1.613765e-09, 1.134629e-09, 2.504666e-09, 2.601205e-10, 3.509235e-10, 1.429737e-10, 1.057975e-08, 1.671921e-10, 2.525107e-08, 2.107771e-07, 1.066671e-08, 2.793467e-10, 1.629666e-11, 7.060446e-09, 1.460093e-07, 2.429186e-10, 2.390794e-07, 2.014130e-10, 2.511839e-08, 2.121534e-11, 1.465295e-11, 1.245178e-11, 5.097719e-12, 2.221521e-11, 1.509970e-11, 8.820825e-09, 7.468754e-09, 6.564545e-11, 9.940526e-11, 2.442638e-11, 2.519241e-11, 6.316796e-10, 2.540416e-11, 1.652260e-11, 3.882565e-11, 5.812116e-10, 1.457420e-11, 1.259386e-11, 8.292559e-12, 1.680494e-12, 1.089491e-06, 1.201403e-09, 3.279529e-09, 1.302261e-11, 2.157913e-08, 6.152372e-10, 1.119306e-07, 2.109929e-11, 6.500177e-11, 1.724976e-11, 2.862937e-12, 1.255148e-06, 4.063935e-12, 1.290601e-12, 5.864970e-10, 7.484826e-11, 2.204375e-11, 5.281110e-13, 1.760912e-06, 7.960839e-07, 3.942771e-07, 7.063199e-07, 1.579999e-02, 5.766827e+00, 8.039547e+04, 8.087300e+04
7.950000e-01, 3.369514e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.250720e-01, 1.314957e-01, -2.541869e+06, 1.551056e+03, -3.279871e+05, 1.551056e+03, 4.700009e+06, 4.006859e-03, 3.725118e-01, 2.817322e-06, 3.068178e-08, 2.579781e-01, 7.708203e-08, 4.532397e-12, 3.915022e-11, 2.304064e-01, 5.723731e-02, 7.676750e-02, 1.194026e-05, 1.422696e-06, 2.318617e-06, 4.045484e-08, 2.037915e-07, 6.098066e-05, 8.255978e-08, 5.814494e-04, 3.217736e-08, 1.086613e-09, 2.232543e-04, 1.909139e-04, 1.844461e-08, 2.369801e-12, 4.015453e-07, 2.152307e-07, 1.369949e-06, 1.650838e-08, 1.389729e-07, 3.506231e-06, 1.961783e-08, 1.193684e-08, 1.747087e-08, 2.973559e-06, 1.097072e-06, 4.265478e-08, 1.121072e-09, 2.458972e-09, 2.979025e-10, 1.134179e-10, 1.514127e-09, 1.075426e-09, 2.400423e-09, 2.452028e-10, 3.198021e-10, 1.301488e-10, 9.682414e-09, 1.551630e-10, 2.516988e-08, 2.100996e-07, 9.781624e-09, 2.592643e-10, 1.522127e-11, 6.464649e-09, 1.347032e-07, 2.283754e-10, 2.234099e-07, 1.923247e-10, 2.378726e-08, 1.896217e-11, 1.312708e-11, 1.090680e-11, 4.468157e-12, 1.961486e-11, 1.328719e-11, 8.177301e-09, 6.908721e-09, 6.129341e-11, 9.300665e-11, 2.188435e-11, 2.253186e-11, 5.688093e-10, 2.267309e-11, 1.478088e-11, 3.469905e-11, 5.225796e-10, 1.317848e-11, 1.142160e-11, 7.455369e-12, 1.545871e-12, 9.518424e-07, 1.063980e-09, 2.845883e-09, 1.145004e-11, 1.936441e-08, 5.582019e-10, 1.098917e-07, 1.917993e-11, 5.911107e-11, 1.540945e-11, 2.619021e-12, 1.251029e-06, 3.534476e-12, 1.134113e-12, 4.832535e-10, 6.569641e-11, 1.850585e-11, 4.329360e-13, 1.734506e-06, 7.960565e-07, 3.930440e-07, 7.041006e-07, 1.574921e-02, 5.739779e+00, 7.852227e+04, 7.898393e+04
8.070000e-01, 3.422706e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.261306e-01, 1.314957e-01, -2.537070e+06, 1.553365e+03, -3.279871e+05, 1.553365e+03, 4.700009e+06, 3.994038e-03, 3.755498e-01, 2.903855e-06, 2.950914e-08, 2.560873e-01, 7.878142e-08, 4.376550e-12, 3.796630e-11, 2.318397e-01, 5.650502e-02, 7.496952e-02, 1.192226e-05, 1.396892e-06, 2.335315e-06, 4.160080e-08, 2.032351e-07, 5.821693e-05, 8.042551e-08, 5.597366e-04, 3.175243e-08, 1.033898e-09, 2.155617e-04, 1.862712e-04, 1.751742e-08, 2.309450e-12, 3.857475e-07, 2.073777e-07, 1.353412e-06, 1.608854e-08, 1.295448e-07, 3.291553e-06, 1.868373e-08, 1.124446e-08, 1.671125e-08, 2.823013e-06, 1.042299e-06, 4.115382e-08, 1.075568e-09, 2.409870e-09, 2.785693e-10, 1.061423e-10, 1.419719e-09, 1.018780e-09, 2.299726e-09, 2.310602e-10, 2.910872e-10, 1.183374e-10, 8.852032e-09, 1.438647e-10, 2.508930e-08, 2.094273e-07, 8.960836e-09, 2.403997e-10, 1.420962e-11, 5.913171e-09, 1.241643e-07, 2.145378e-10, 2.086125e-07, 1.835322e-10, 2.251380e-08, 1.692840e-11, 1.174596e-11, 9.544542e-12, 3.912556e-12, 1.729987e-11, 1.167961e-11, 7.574101e-09, 6.385080e-09, 5.720217e-11, 8.695828e-11, 1.958151e-11, 2.012691e-11, 5.116292e-10, 2.020933e-11, 1.320600e-11, 3.096984e-11, 4.693127e-10, 1.190266e-11, 1.034890e-11, 6.697986e-12, 1.420967e-12, 8.305471e-07, 9.411564e-10, 2.466604e-09, 1.005647e-11, 1.736077e-08, 5.060182e-10, 1.078618e-07, 1.741731e-11, 5.369921e-11, 1.375811e-11, 2.392703e-12, 1.246939e-06, 3.069774e-12, 9.953241e-13, 3.983074e-10, 5.759944e-11, 1.557051e-11, 3.570839e-13, 1.707867e-06, 7.959278e-07, 3.918172e-07, 7.018927e-07, 1.569881e-02, 5.712908e+00, 7.666355e+04, 7.710970e+04
8.190000e-01, 3.475650e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.271922e-01, 1.314956e-01, -2.532456e+06, 1.555686e+03, -3.279871e+05, 1.555686e+03, 4.700009e+06, 3.981315e-03, 3.785686e-01, 2.993031e-06, 2.835520e-08, 2.542074e-01, 8.052756e-08, 4.226025e-12, 3.681231e-11, 2.332579e-01, 5.578218e-02, 7.318453e-02, 1.190084e-05, 1.371195e-06, 2.352001e-06, 4.277377e-08, 2.026558e-07, 5.554038e-05, 7.830084e-08, 5.385453e-04, 3.131992e-08, 9.832205e-10, 2.080499e-04, 1.816735e-04, 1.662777e-08, 2.251110e-12, 3.704746e-07, 1.997217e-07, 1.336738e-06, 1.567567e-08, 1.206388e-07, 3.087505e-06, 1.778144e-08, 1.058374e-08, 1.597792e-08, 2.678339e-06, 9.896167e-07, 3.968383e-08, 1.031266e-09, 2.360619e-09, 2.603109e-10, 9.926641e-11, 1.330265e-09, 9.645788e-10, 2.202408e-09, 2.176438e-10, 2.646128e-10, 1.074617e-10, 8.083836e-09, 1.332555e-10, 2.500935e-08, 2.087602e-07, 8.199811e-09, 2.226819e-10, 1.325743e-11, 5.402718e-09, 1.143397e-07, 2.013711e-10, 1.946381e-07, 1.750215e-10, 2.129494e-08, 1.509296e-11, 1.049646e-11, 8.340567e-12, 3.421168e-12, 1.523643e-11, 1.025184e-11, 7.008778e-09, 5.895529e-09, 5.335468e-11, 8.124120e-11, 1.749601e-11, 1.795298e-11, 4.596143e-10, 1.798735e-11, 1.178207e-11, 2.760169e-11, 4.209364e-10, 1.073688e-11, 9.368112e-12, 6.014714e-12, 1.305127e-12, 7.240402e-07, 8.317066e-10, 2.135977e-09, 8.826117e-12, 1.554729e-08, 4.582586e-10, 1.058409e-07, 1.579873e-11, 4.872756e-11, 1.227221e-11, 2.184373e-12, 1.242877e-06, 2.662060e-12, 8.722956e-13, 3.286396e-10, 5.043657e-11, 1.314261e-11, 2.957105e-13, 1.680992e-06, 7.957007e-07, 3.905968e-07, 6.996968e-07, 1.564881e-02, 5.686214e+00, 7.481926e+04, 7.525027e+04
8.310000e-01, 3.528346e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.282568e-01, 1.314956e-01, -2.530586e+06, 1.558020e+03, -3.279871e+05, 1.558020e+03, 4.700009e+06, 3.968691e-03, 3.815681e-01, 3.084926e-06, 2.730312e-08, 2.523387e-01, 8.232182e-08, 4.076299e-12, 3.565482e-11, 2.346610e-01, 5.506870e-02, 7.141254e-02, 1.187588e-05, 1.345600e-06, 2.368668e-06, 4.397429e-08, 2.020542e-07, 5.294916e-05, 7.618579e-08, 5.178634e-04, 3.087950e-08, 9.347236e-10, 2.007168e-04, 1.771183e-04, 1.577436e-08, 2.194045e-12, 3.557081e-07, 1.922574e-07, 1.319916e-06, 1.526940e-08, 1.122332e-07, 2.893636e-06, 1.690992e-08, 9.953441e-09, 1.526986e-08, 2.539328e-06, 9.389504e-07, 3.824367e-08, 9.881281e-10, 2.311204e-09, 2.430734e-10, 9.277041e-11, 1.245544e-09, 9.127281e-10, 2.108338e-09, 2.049148e-10, 2.402422e-10, 9.745983e-11, 7.374000e-09, 1.233014e-10, 2.493001e-08, 2.080983e-07, 7.494917e-09, 2.060532e-10, 1.236132e-11, 4.930681e-09, 1.051871e-07, 1.888470e-10, 1.814469e-07, 1.667820e-10, 2.012827e-08, 1.343930e-11, 9.368112e-12, 7.276469e-12, 2.986632e-12, 1.339871e-11, 8.984745e-12, 6.479364e-09, 5.438219e-09, 4.973743e-11, 7.584010e-11, 1.561048e-11, 1.599076e-11, 4.123533e-10, 1.598711e-11, 1.049658e-11, 2.456576e-11, 3.770745e-10, 9.673295e-12, 8.472741e-12, 5.399961e-12, 1.197784e-12, 6.308838e-07, 7.344725e-10, 1.848958e-09, 7.743896e-12, 1.390758e-08, 4.145817e-10, 1.038293e-07, 1.431395e-11, 4.416499e-11, 1.093405e-11, 1.994026e-12, 1.238843e-06, 2.305369e-12, 7.635118e-13, 2.719531e-10, 4.411047e-11, 1.114766e-11, 2.454218e-13, 1.653870e-06, 7.953782e-07, 3.893830e-07, 6.975131e-07, 1.559919e-02, 5.659695e+00, 7.298939e+04, 7.340562e+04
8.430000e-01, 3.580797e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.293243e-01, 1.314956e-01, -2.529612e+06, 1.560366e+03, -3.279871e+05, 1.560366e+03, 4.700009e+06, 3.956167e-03, 3.845480e-01, 3.179652e-06, 2.620081e-08, 2.504812e-01, 8.416648e-08, 3.934011e-12, 3.454251e-11, 2.360491e-01, 5.436444e-02, 6.965364e-02, 1.184729e-05, 1.320105e-06, 2.385307e-06, 4.520322e-08, 2.014308e-07, 5.044137e-05, 7.408077e-08, 4.976805e-04, 3.043096e-08, 8.879849e-10, 1.935599e-04, 1.726037e-04, 1.495585e-08, 2.139083e-12, 3.414286e-07, 1.849799e-07, 1.302937e-06, 1.486942e-08, 1.043045e-07, 2.709561e-06, 1.606847e-08, 9.352529e-09, 1.458609e-08, 2.405780e-06, 8.902324e-07, 3.683268e-08, 9.461300e-10, 2.261629e-09, 2.268087e-10, 8.663690e-11, 1.165330e-09, 8.631310e-10, 2.017387e-09, 1.928430e-10, 2.178250e-10, 8.827445e-11, 6.718648e-09, 1.139675e-10, 2.485130e-08, 2.074416e-07, 6.842660e-09, 1.904580e-10, 1.151819e-11, 4.494690e-09, 9.666792e-08, 1.769388e-10, 1.689982e-07, 1.588055e-10, 1.901156e-08, 1.195097e-11, 8.349783e-12, 6.340448e-12, 2.604085e-12, 1.176718e-11, 7.864071e-12, 5.983827e-09, 5.011260e-09, 4.633634e-11, 7.073873e-11, 1.390821e-11, 1.422290e-11, 3.694796e-10, 1.418909e-11, 9.338111e-12, 2.183224e-11, 3.373429e-10, 8.703731e-12, 7.655209e-12, 4.845718e-12, 1.098294e-12, 5.492835e-07, 6.480168e-10, 1.599382e-09, 6.790262e-12, 1.242735e-08, 3.746847e-10, 1.018274e-07, 1.295331e-11, 3.998215e-11, 9.734149e-12, 1.818444e-12, 1.234838e-06, 1.993629e-12, 6.673795e-13, 2.257209e-10, 3.853621e-11, 9.506545e-12, 2.054505e-13, 1.626464e-06, 7.949638e-07, 3.881763e-07, 6.953426e-07, 1.554996e-02, 5.633350e+00, 7.117397e+04, 7.157577e+04
