Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
4.350000e-01, 1.038110e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.873909e-01, 1.766800e-01, 9.962148e+03, 1.746300e+03, 2.501106e+04, 1.746300e+03, 4.700009e+06, 2.968557e-03, 2.995318e-01, 1.808309e-05, 2.190540e-11, 2.948402e-01, 1.190445e-06, 1.306674e-13, 3.162516e-01, 8.636471e-02, 2.142522e-05, 2.647329e-08, 8.358382e-09, 1.930537e-06, 1.877567e-07, 2.997144e-07, 1.184808e-11, 1.125673e-13, 4.958826e-10, 2.663653e-13, 7.722245e-10, 1.028615e-09, 4.717085e-11, 2.824219e-12, 2.045186e-09, 5.115305e-13, 1.747377e-15, 7.834663e-15, 3.058610e-15, 5.653193e-16, 3.754745e-18, 2.506034e-18, 1.865839e-02, 6.039757e+00, 2.145477e+01, 2.389053e+01
4.470000e-01, 1.079874e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.872688e-01, 1.766800e-01, 9.280855e+03, 1.745558e+03, 2.501106e+04, 1.745558e+03, 4.700009e+06, 2.968558e-03, 2.995702e-01, 1.796513e-05, 2.152443e-11, 2.948017e-01, 1.180288e-06, 1.285555e-13, 3.162129e-01, 8.640345e-02, 2.157035e-05, 2.647691e-08, 8.384381e-09, 1.930808e-06, 1.869127e-07, 2.999079e-07, 1.197820e-11, 1.130688e-13, 4.989962e-10, 2.660773e-13, 6.311430e-10, 1.029259e-09, 4.745161e-11, 2.836380e-12, 2.049633e-09, 5.101348e-13, 1.765196e-15, 7.879058e-15, 3.075035e-15, 5.658169e-16, 3.418505e-18, 2.276604e-18, 1.865840e-02, 6.042324e+00, 2.159991e+01, 2.403503e+01
4.590000e-01, 1.121656e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.871467e-01, 1.766800e-01, 8.528220e+03, 1.744817e+03, 2.501106e+04, 1.744817e+03, 4.700009e+06, 2.968559e-03, 2.996087e-01, 1.784783e-05, 2.116391e-11, 2.947632e-01, 1.170207e-06, 1.265098e-13, 3.161741e-01, 8.644223e-02, 2.171669e-05, 2.648054e-08, 8.410492e-09, 1.931080e-06, 1.860718e-07, 3.001015e-07, 1.211047e-11, 1.135960e-13, 5.022347e-10, 2.658574e-13, 5.293952e-10, 1.030164e-09, 4.773459e-11, 2.848762e-12, 2.054098e-09, 5.088411e-13, 1.777982e-15, 7.918398e-15, 3.090170e-15, 5.667703e-16, 3.165392e-18, 2.095961e-18, 1.865841e-02, 6.044894e+00, 2.174626e+01, 2.418082e+01
4.710000e-01, 1.163455e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.870245e-01, 1.766800e-01, 6.767479e+03, 1.744075e+03, 2.501106e+04, 1.744075e+03, 4.700009e+06, 2.968560e-03, 2.996472e-01, 1.773119e-05, 2.080425e-11, 2.947247e-01, 1.160203e-06, 1.244837e-13, 3.161353e-01, 8.648108e-02, 2.186402e-05, 2.648397e-08, 8.436693e-09, 1.931352e-06, 1.852338e-07, 3.002954e-07, 1.224256e-11, 1.141175e-13, 5.054491e-10, 2.656221e-13, 4.178745e-10, 1.031009e-09, 4.801931e-11, 2.861169e-12, 2.058564e-09, 5.075357e-13, 1.777914e-15, 7.938069e-15, 3.098947e-15, 5.683671e-16, 2.996841e-18, 1.963287e-18, 1.865841e-02, 6.047467e+00, 2.189361e+01, 2.432759e+01
4.830000e-01, 1.205272e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.869024e-01, 1.766800e-01, 6.903511e+03, 1.743334e+03, 2.501106e+04, 1.743334e+03, 4.700009e+06, 2.968561e-03, 2.996858e-01, 1.761522e-05, 2.046197e-11, 2.946861e-01, 1.150277e-06, 1.225153e-13, 3.160964e-01, 8.651997e-02, 2.201259e-05, 2.648748e-08, 8.463007e-09, 1.931624e-06, 1.843990e-07, 3.004894e-07, 1.237860e-11, 1.146641e-13, 5.087997e-10, 2.654346e-13, 3.398313e-10, 1.032050e-09, 4.830618e-11, 2.873757e-12, 2.063049e-09, 5.062887e-13, 1.789311e-15, 7.976474e-15, 3.114025e-15, 5.695336e-16, 2.835381e-18, 1.842487e-18, 1.865842e-02, 6.050042e+00, 2.204219e+01, 2.447566e+01
4.950000e-01, 1.247107e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.867802e-01, 1.766800e-01, 8.554214e+03, 1.742592e+03, 2.501106e+04, 1.742592e+03, 4.700009e+06, 2.968562e-03, 2.997244e-01, 1.749991e-05, 2.012715e-11, 2.946474e-01, 1.140426e-06, 1.205808e-13, 3.160574e-01, 8.655891e-02, 2.216244e-05, 2.649109e-08, 8.489439e-09, 1.931897e-06, 1.835671e-07, 3.006836e-07, 1.251759e-11, 1.152211e-13, 5.122183e-10, 2.652551e-13, 2.704454e-10, 1.033136e-09, 4.859527e-11, 2.886450e-12, 2.067556e-09, 5.050472e-13, 1.808384e-15, 8.027162e-15, 3.133218e-15, 5.703619e-16, 2.675409e-18, 1.726499e-18, 1.865843e-02, 6.052619e+00, 2.219205e+01, 2.462503e+01
5.070000e-01, 1.288960e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.866580e-01, 1.766800e-01, 1.134580e+04, 1.741850e+03, 2.501106e+04, 1.741850e+03, 4.700009e+06, 2.968563e-03, 2.997631e-01, 1.738525e-05, 1.979872e-11, 2.946087e-01, 1.130652e-06, 1.186774e-13, 3.160184e-01, 8.659791e-02, 2.231358e-05, 2.649482e-08, 8.515992e-09, 1.932170e-06, 1.827383e-07, 3.008781e-07, 1.265941e-11, 1.157871e-13, 5.156969e-10, 2.650802e-13, 2.071081e-10, 1.034254e-09, 4.888661e-11, 2.899241e-12, 2.072087e-09, 5.038071e-13, 1.834412e-15, 8.088822e-15, 3.156075e-15, 5.708800e-16, 2.514272e-18, 1.613238e-18, 1.865843e-02, 6.055198e+00, 2.234320e+01, 2.477571e+01
5.190000e-01, 1.330831e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.865359e-01, 1.766800e-01, 1.306962e+04, 1.741109e+03, 2.501106e+04, 1.741109e+03, 4.700009e+06, 2.968564e-03, 2.998018e-01, 1.727125e-05, 1.948198e-11, 2.945700e-01, 1.120953e-06, 1.168183e-13, 3.159794e-01, 8.663695e-02, 2.246579e-05, 2.649849e-08, 8.542645e-09, 1.932444e-06, 1.819126e-07, 3.010727e-07, 1.280303e-11, 1.163658e-13, 5.192428e-10, 2.649355e-13, 1.623061e-10, 1.035484e-09, 4.917983e-11, 2.912155e-12, 2.076625e-09, 5.026131e-13, 1.857689e-15, 8.146415e-15, 3.177673e-15, 5.716464e-16, 2.399194e-18, 1.530203e-18, 1.865844e-02, 6.057780e+00, 2.249543e+01, 2.492751e+01
5.310000e-01, 1.372719e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.864137e-01, 1.766800e-01, 1.416684e+04, 1.740367e+03, 2.501106e+04, 1.740367e+03, 4.700009e+06, 2.968565e-03, 2.998406e-01, 1.715790e-05, 1.917400e-11, 2.945312e-01, 1.111328e-06, 1.149959e-13, 3.159403e-01, 8.667605e-02, 2.261918e-05, 2.650219e-08, 8.569410e-09, 1.932718e-06, 1.810898e-07, 3.012675e-07, 1.294885e-11, 1.169548e-13, 5.228484e-10, 2.648084e-13, 1.291605e-10, 1.036785e-09, 4.947511e-11, 2.925178e-12, 2.081179e-09, 5.014445e-13, 1.882032e-15, 8.205618e-15, 3.199841e-15, 5.724357e-16, 2.304779e-18, 1.462214e-18, 1.865845e-02, 6.060364e+00, 2.264883e+01, 2.508050e+01
5.430000e-01, 1.414626e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.862916e-01, 1.766800e-01, 1.417985e+04, 1.739625e+03, 2.501106e+04, 1.739625e+03, 4.700009e+06, 2.968566e-03, 2.998794e-01, 1.704520e-05, 1.887451e-11, 2.944924e-01, 1.101778e-06, 1.132095e-13, 3.159011e-01, 8.671519e-02, 2.277374e-05, 2.650593e-08, 8.596286e-09, 1.932992e-06, 1.802701e-07, 3.014624e-07, 1.309678e-11, 1.175537e-13, 5.265111e-10, 2.646988e-13, 1.071456e-10, 1.038155e-09, 4.977244e-11, 2.938307e-12, 2.085750e-09, 5.003019e-13, 1.906821e-15, 8.265311e-15, 3.222193e-15, 5.732796e-16, 2.229456e-18, 1.408092e-18, 1.865845e-02, 6.062950e+00, 2.280341e+01, 2.523470e+01
5.550000e-01, 1.456550e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.861694e-01, 1.766800e-01, 1.262936e+04, 1.738883e+03, 2.501106e+04, 1.738883e+03, 4.700009e+06, 2.968568e-03, 2.999182e-01, 1.693314e-05, 1.858329e-11, 2.944535e-01, 1.092302e-06, 1.114584e-13, 3.158619e-01, 8.675439e-02, 2.292948e-05, 2.650971e-08, 8.623274e-09, 1.933267e-06, 1.794534e-07, 3.016576e-07, 1.324676e-11, 1.181619e-13, 5.302282e-10, 2.646065e-13, 9.573578e-11, 1.039591e-09, 5.007184e-11, 2.951543e-12, 2.090336e-09, 4.991861e-13, 1.931437e-15, 8.324376e-15, 3.244342e-15, 5.742099e-16, 2.171654e-18, 1.366660e-18, 1.865846e-02, 6.065538e+00, 2.295916e+01, 2.539010e+01
5.670000e-01, 1.498492e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.860472e-01, 1.766800e-01, 9.124605e+03, 1.738142e+03, 2.501106e+04, 1.738142e+03, 4.700009e+06, 2.968569e-03, 2.999571e-01, 1.682173e-05, 1.830000e-11, 2.944145e-01, 1.082899e-06, 1.097415e-13, 3.158227e-01, 8.679364e-02, 2.308639e-05, 2.651355e-08, 8.650375e-09, 1.933542e-06, 1.786397e-07, 3.018530e-07, 1.339870e-11, 1.187790e-13, 5.339965e-10, 2.645311e-13, 9.415063e-11, 1.041089e-09, 5.037330e-11, 2.964881e-12, 2.094938e-09, 4.980972e-13, 1.955315e-15, 8.381814e-15, 3.265946e-15, 5.752537e-16, 2.129670e-18, 1.336609e-18, 1.865847e-02, 6.068129e+00, 2.311608e+01, 2.554670e+01
5.790000e-01, 1.540452e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.859250e-01, 1.766800e-01, 8.658641e+03, 1.737400e+03, 2.501106e+04, 1.737400e+03, 4.700009e+06, 2.968570e-03, 2.999961e-01, 1.671094e-05, 1.801947e-11, 2.943756e-01, 1.073568e-06, 1.080465e-13, 3.157834e-01, 8.683294e-02, 2.324455e-05, 2.651730e-08, 8.677584e-09, 1.933817e-06, 1.778290e-07, 3.020485e-07, 1.355255e-11, 1.193983e-13, 5.377899e-10, 2.644485e-13, 8.902162e-11, 1.042570e-09, 5.067686e-11, 2.978282e-12, 2.099551e-09, 4.969974e-13, 1.980711e-15, 8.442670e-15, 3.288802e-15, 5.762082e-16, 2.095340e-18, 1.310188e-18, 1.865847e-02, 6.070722e+00, 2.327426e+01, 2.570454e+01
5.910000e-01, 1.582430e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.858028e-01, 1.766800e-01, 8.235861e+03, 1.736658e+03, 2.501106e+04, 1.736658e+03, 4.700009e+06, 2.968571e-03, 3.000351e-01, 1.660079e-05, 1.774356e-11, 2.943365e-01, 1.064309e-06, 1.063777e-13, 3.157440e-01, 8.687229e-02, 2.340393e-05, 2.652105e-08, 8.704904e-09, 1.934093e-06, 1.770212e-07, 3.022443e-07, 1.370823e-11, 1.200220e-13, 5.416157e-10, 2.643687e-13, 8.528379e-11, 1.044065e-09, 5.098252e-11, 2.991759e-12, 2.104177e-09, 4.959040e-13, 2.005781e-15, 8.503203e-15, 3.311595e-15, 5.772050e-16, 2.069897e-18, 1.289014e-18, 1.865848e-02, 6.073317e+00, 2.343365e+01, 2.586361e+01
6.030000e-01, 1.624426e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.856807e-01, 1.766800e-01, 7.814350e+03, 1.735916e+03, 2.501106e+04, 1.735916e+03, 4.700009e+06, 2.968572e-03, 3.000742e-01, 1.649127e-05, 1.747149e-11, 2.942974e-01, 1.055122e-06, 1.047330e-13, 3.157046e-01, 8.691170e-02, 2.356453e-05, 2.652477e-08, 8.732334e-09, 1.934370e-06, 1.762163e-07, 3.024403e-07, 1.386567e-11, 1.206491e-13, 5.454686e-10, 2.642891e-13, 8.100709e-11, 1.045562e-09, 5.129027e-11, 3.005309e-12, 2.108816e-09, 4.948133e-13, 2.030221e-15, 8.562968e-15, 3.334178e-15, 5.782502e-16, 2.051047e-18, 1.271190e-18, 1.865849e-02, 6.075915e+00, 2.359426e+01, 2.602390e+01
6.150000e-01, 1.666440e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.855585e-01, 1.766800e-01, 7.313547e+03, 1.735174e+03, 2.501106e+04, 1.735174e+03, 4.700009e+06, 2.968573e-03, 3.001133e-01, 1.638238e-05, 1.720247e-11, 2.942583e-01, 1.046005e-06, 1.031103e-13, 3.156651e-01, 8.695116e-02, 2.372636e-05, 2.652846e-08, 8.759875e-09, 1.934647e-06, 1.754144e-07, 3.026364e-07, 1.402478e-11, 1.212783e-13, 5.493434e-10, 2.642070e-13, 7.426148e-11, 1.047053e-09, 5.160011e-11, 3.018924e-12, 2.113466e-09, 4.937219e-13, 2.053724e-15, 8.621519e-15, 3.356403e-15, 5.793497e-16, 2.036498e-18, 1.254819e-18, 1.865850e-02, 6.078515e+00, 2.375611e+01, 2.618542e+01
6.270000e-01, 1.708472e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.854362e-01, 1.766800e-01, 6.614343e+03, 1.734433e+03, 2.501106e+04, 1.734433e+03, 4.700009e+06, 2.968574e-03, 3.001524e-01, 1.627411e-05, 1.693574e-11, 2.942191e-01, 1.036960e-06, 1.015077e-13, 3.156256e-01, 8.699067e-02, 2.388942e-05, 2.653211e-08, 8.787527e-09, 1.934924e-06, 1.746154e-07, 3.028328e-07, 1.418550e-11, 1.219086e-13, 5.532348e-10, 2.641196e-13, 6.311689e-11, 1.048525e-09, 5.191207e-11, 3.032599e-12, 2.118129e-09, 4.926265e-13, 2.075986e-15, 8.678411e-15, 3.378124e-15, 5.805099e-16, 2.023959e-18, 1.238004e-18, 1.865850e-02, 6.081117e+00, 2.391919e+01, 2.634817e+01
