Distance_PFRC7_(m), Plug_flow_residence_time_PFRC7_(sec), Internal_surface_area_per_unit_distance_PFRC7_(m), Cross-section_area_PFRC7_(m2), External_surface_area_per_unit_distance_PFRC7_(m), Velocity_PFRC7_(m/sec), Exit_mass_flow_rate_PFRC7_(kg/sec), Volumetric_heat_production_rate_PFRC7_(J/m3-sec), Surface_temperature_PFRC7_(K), Temperature_PFRC7_(K), Pressure_PFRC7_(Pa), Mass_fraction_H2_PFRC7_(), Mass_fraction_H_PFRC7_(), Mass_fraction_OH_PFRC7_(), Mass_fraction_H2O_PFRC7_(), Mass_fraction_CH3_PFRC7_(), Mass_fraction_CH4_PFRC7_(), Mass_fraction_CO_PFRC7_(), Mass_fraction_CO2_PFRC7_(), Mass_fraction_HCO_PFRC7_(), Mass_fraction_CH2O_PFRC7_(), Mass_fraction_CH3OH_PFRC7_(), Mass_fraction_C2H2_PFRC7_(), Mass_fraction_C2H3_PFRC7_(), Mass_fraction_C2H4_PFRC7_(), Mass_fraction_C2H5_PFRC7_(), Mass_fraction_C2H6_PFRC7_(), Mass_fraction_CH2CO_PFRC7_(), Mass_fraction_HCCOH_PFRC7_(), Mass_fraction_N2_PFRC7_(), Mass_fraction_CH3CHO_PFRC7_(), Molecular_weight_PFRC7_(kg/mole), Mass_density_PFRC7_(kg/m3), Unburned_hydrocarbons_PFRC7_(ppm), Volatile_organic_compounds_PFRC7_(ppm)
0.000000e+00, 0.000000e+00, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952789e-01, 8.578851e-01, 3.087980e+08, 1.644510e+03, 1.644510e+03, 4.700000e+06, 2.944665e-02, 3.671718e-07, 3.157106e-07, 2.868885e-01, 6.619048e-06, 1.321839e-02, 4.306157e-01, 2.348796e-01, 1.349195e-07, 3.076554e-06, 6.449520e-07, 2.520157e-04, 3.685326e-08, 2.216012e-04, 4.604190e-08, 8.605170e-06, 2.192469e-06, 8.509738e-08, 4.455469e-03, 3.244935e-08, 1.914105e-02, 6.579494e+00, 1.646337e+04, 1.646791e+04
1.000000e-04, 5.120843e-04, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952801e-01, 8.578851e-01, -6.865023e+05, 1.644530e+03, 1.644530e+03, 4.700000e+06, 2.943640e-02, 3.516690e-07, 2.880577e-07, 2.869634e-01, 6.014147e-06, 1.322821e-02, 4.307697e-01, 2.346673e-01, 1.331860e-07, 3.028376e-06, 5.949154e-07, 2.261230e-04, 3.031766e-08, 2.316338e-04, 4.490339e-08, 9.195303e-06, 2.043391e-06, 6.588391e-08, 4.455469e-03, 3.238877e-08, 1.914117e-02, 6.579452e+00, 1.645079e+04, 1.645511e+04
2.000000e-04, 1.024172e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952775e-01, 8.578851e-01, -1.050476e+06, 1.644498e+03, 1.644498e+03, 4.700000e+06, 2.942868e-02, 3.512396e-07, 2.877854e-07, 2.870277e-01, 6.012267e-06, 1.323715e-02, 4.309067e-01, 2.344811e-01, 1.330793e-07, 3.028340e-06, 5.947757e-07, 2.164828e-04, 2.935021e-08, 2.250616e-04, 4.373608e-08, 9.045337e-06, 2.033049e-06, 6.307246e-08, 4.455469e-03, 3.223001e-08, 1.914104e-02, 6.579539e+00, 1.643801e+04, 1.644232e+04
3.000000e-04, 1.536268e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952747e-01, 8.578851e-01, -1.195851e+06, 1.644458e+03, 1.644458e+03, 4.700000e+06, 2.942247e-02, 3.507898e-07, 2.874706e-07, 2.870826e-01, 6.008620e-06, 1.324366e-02, 4.310291e-01, 2.343179e-01, 1.329631e-07, 3.028210e-06, 5.944695e-07, 2.089975e-04, 2.841913e-08, 2.183526e-04, 4.254086e-08, 8.888155e-06, 2.024301e-06, 6.089344e-08, 4.455469e-03, 3.208986e-08, 1.914085e-02, 6.579635e+00, 1.642524e+04, 1.642955e+04
4.000000e-04, 2.048371e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952717e-01, 8.578851e-01, -1.299158e+06, 1.644414e+03, 1.644414e+03, 4.700000e+06, 2.941752e-02, 3.503682e-07, 2.871590e-07, 2.871295e-01, 6.004221e-06, 1.324798e-02, 4.311387e-01, 2.341745e-01, 1.328550e-07, 3.028058e-06, 5.940889e-07, 2.025937e-04, 2.760031e-08, 2.124194e-04, 4.148343e-08, 8.748338e-06, 2.016459e-06, 5.902624e-08, 4.455469e-03, 3.196607e-08, 1.914063e-02, 6.579734e+00, 1.641251e+04, 1.641680e+04
5.000000e-04, 2.560482e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952687e-01, 8.578851e-01, -1.379755e+06, 1.644367e+03, 1.644367e+03, 4.700000e+06, 2.941365e-02, 3.499750e-07, 2.868538e-07, 2.871694e-01, 5.999253e-06, 1.325042e-02, 4.312372e-01, 2.340484e-01, 1.327554e-07, 3.027891e-06, 5.936504e-07, 1.970478e-04, 2.688466e-08, 2.072301e-04, 4.055802e-08, 8.625459e-06, 2.009374e-06, 5.740587e-08, 4.455469e-03, 3.185630e-08, 1.914038e-02, 6.579835e+00, 1.639981e+04, 1.640409e+04
6.000000e-04, 3.072600e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952657e-01, 8.578851e-01, -1.446892e+06, 1.644317e+03, 1.644317e+03, 4.700000e+06, 2.941070e-02, 3.496079e-07, 2.865558e-07, 2.872032e-01, 5.993836e-06, 1.325127e-02, 4.313262e-01, 2.339372e-01, 1.326635e-07, 3.027712e-06, 5.931654e-07, 1.922021e-04, 2.625939e-08, 2.027045e-04, 3.975025e-08, 8.517778e-06, 2.002911e-06, 5.598680e-08, 4.455469e-03, 3.175806e-08, 1.914010e-02, 6.579937e+00, 1.638713e+04, 1.639141e+04
7.000000e-04, 3.584727e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952627e-01, 8.578851e-01, -1.501864e+06, 1.644265e+03, 1.644265e+03, 4.700000e+06, 2.940858e-02, 3.492639e-07, 2.862641e-07, 2.872316e-01, 5.988028e-06, 1.325072e-02, 4.314066e-01, 2.338394e-01, 1.325785e-07, 3.027525e-06, 5.926394e-07, 1.879764e-04, 2.571340e-08, 1.987618e-04, 3.904547e-08, 8.423412e-06, 1.996995e-06, 5.474618e-08, 4.455469e-03, 3.166995e-08, 1.913979e-02, 6.580040e+00, 1.637449e+04, 1.637876e+04
8.000000e-04, 4.096862e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952596e-01, 8.578851e-01, -1.546185e+06, 1.644212e+03, 1.644212e+03, 4.700000e+06, 2.940722e-02, 3.489413e-07, 2.859783e-07, 2.872549e-01, 5.981865e-06, 1.324888e-02, 4.314791e-01, 2.337539e-01, 1.324997e-07, 3.027329e-06, 5.920761e-07, 1.843179e-04, 2.524004e-08, 1.953539e-04, 3.843505e-08, 8.341254e-06, 1.991580e-06, 5.366896e-08, 4.455469e-03, 3.159111e-08, 1.913947e-02, 6.580142e+00, 1.636187e+04, 1.636613e+04
9.000000e-04, 4.609004e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952566e-01, 8.578851e-01, -1.582409e+06, 1.644157e+03, 1.644157e+03, 4.700000e+06, 2.940647e-02, 3.486361e-07, 2.856977e-07, 2.872742e-01, 5.975431e-06, 1.324602e-02, 4.315451e-01, 2.336784e-01, 1.324261e-07, 3.027126e-06, 5.914837e-07, 1.811097e-04, 2.482454e-08, 1.923737e-04, 3.789984e-08, 8.268843e-06, 1.986564e-06, 5.272159e-08, 4.455469e-03, 3.151959e-08, 1.913913e-02, 6.580245e+00, 1.634929e+04, 1.635354e+04
1.000000e-03, 5.121155e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952535e-01, 8.578851e-01, -1.611802e+06, 1.644101e+03, 1.644101e+03, 4.700000e+06, 2.940626e-02, 3.483463e-07, 2.854216e-07, 2.872900e-01, 5.968766e-06, 1.324228e-02, 4.316054e-01, 2.336119e-01, 1.323568e-07, 3.026918e-06, 5.908663e-07, 1.782923e-04, 2.445905e-08, 1.897626e-04, 3.742957e-08, 8.204842e-06, 1.981893e-06, 5.188695e-08, 4.455469e-03, 3.145444e-08, 1.913877e-02, 6.580348e+00, 1.633673e+04, 1.634098e+04
1.100000e-03, 5.633314e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952505e-01, 8.578851e-01, -1.635165e+06, 1.644043e+03, 1.644043e+03, 4.700000e+06, 2.940654e-02, 3.480705e-07, 2.851498e-07, 2.873024e-01, 5.961894e-06, 1.323775e-02, 4.316605e-01, 2.335535e-01, 1.322916e-07, 3.026705e-06, 5.902264e-07, 1.758301e-04, 2.413894e-08, 1.874867e-04, 3.701820e-08, 8.148472e-06, 1.977538e-06, 5.115484e-08, 4.455469e-03, 3.139507e-08, 1.913840e-02, 6.580450e+00, 1.632420e+04, 1.632844e+04
1.200000e-03, 6.145480e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952475e-01, 8.578851e-01, -1.653625e+06, 1.643985e+03, 1.643985e+03, 4.700000e+06, 2.940723e-02, 3.478065e-07, 2.848816e-07, 2.873120e-01, 5.954860e-06, 1.323257e-02, 4.317111e-01, 2.335019e-01, 1.322298e-07, 3.026489e-06, 5.895685e-07, 1.736597e-04, 2.385596e-08, 1.854851e-04, 3.665496e-08, 8.098343e-06, 1.973442e-06, 5.050697e-08, 4.455469e-03, 3.134045e-08, 1.913802e-02, 6.580552e+00, 1.631170e+04, 1.631594e+04
1.300000e-03, 6.657654e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952445e-01, 8.578851e-01, -1.667789e+06, 1.643927e+03, 1.643927e+03, 4.700000e+06, 2.940829e-02, 3.475533e-07, 2.846169e-07, 2.873191e-01, 5.947683e-06, 1.322680e-02, 4.317577e-01, 2.334566e-01, 1.321709e-07, 3.026269e-06, 5.888944e-07, 1.717534e-04, 2.360658e-08, 1.837320e-04, 3.633530e-08, 8.053868e-06, 1.969582e-06, 4.993538e-08, 4.455469e-03, 3.129014e-08, 1.913764e-02, 6.580653e+00, 1.629923e+04, 1.630346e+04
1.400000e-03, 7.169837e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952415e-01, 8.578851e-01, -1.678346e+06, 1.643868e+03, 1.643868e+03, 4.700000e+06, 2.940968e-02, 3.473095e-07, 2.843554e-07, 2.873241e-01, 5.940387e-06, 1.322053e-02, 4.318008e-01, 2.334167e-01, 1.321147e-07, 3.026047e-06, 5.882069e-07, 1.700739e-04, 2.338601e-08, 1.821921e-04, 3.605300e-08, 8.014245e-06, 1.965924e-06, 4.942932e-08, 4.455469e-03, 3.124352e-08, 1.913724e-02, 6.580753e+00, 1.628679e+04, 1.629102e+04
1.500000e-03, 7.682027e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952385e-01, 8.578851e-01, -1.685884e+06, 1.643808e+03, 1.643808e+03, 4.700000e+06, 2.941134e-02, 3.470739e-07, 2.840966e-07, 2.873271e-01, 5.932995e-06, 1.321384e-02, 4.318409e-01, 2.333816e-01, 1.320608e-07, 3.025823e-06, 5.875082e-07, 1.685883e-04, 2.319003e-08, 1.808344e-04, 3.580258e-08, 7.978767e-06, 1.962441e-06, 4.897931e-08, 4.455469e-03, 3.120007e-08, 1.913684e-02, 6.580853e+00, 1.627437e+04, 1.627860e+04
1.600000e-03, 8.194225e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952356e-01, 8.578851e-01, -1.691172e+06, 1.643748e+03, 1.643748e+03, 4.700000e+06, 2.941324e-02, 3.468454e-07, 2.838404e-07, 2.873285e-01, 5.925528e-06, 1.320680e-02, 4.318783e-01, 2.333505e-01, 1.320088e-07, 3.025597e-06, 5.868005e-07, 1.672646e-04, 2.301468e-08, 1.796290e-04, 3.557887e-08, 7.946757e-06, 1.959105e-06, 4.857614e-08, 4.455469e-03, 3.115926e-08, 1.913643e-02, 6.580952e+00, 1.626199e+04, 1.626621e+04
1.700000e-03, 8.706430e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952327e-01, 8.578851e-01, -1.694787e+06, 1.643689e+03, 1.643689e+03, 4.700000e+06, 2.941533e-02, 3.466227e-07, 2.835864e-07, 2.873285e-01, 5.918009e-06, 1.319949e-02, 4.319135e-01, 2.333228e-01, 1.319584e-07, 3.025370e-06, 5.860863e-07, 1.660681e-04, 2.285547e-08, 1.785429e-04, 3.537608e-08, 7.917463e-06, 1.955885e-06, 4.820975e-08, 4.455469e-03, 3.112053e-08, 1.913602e-02, 6.581051e+00, 1.624963e+04, 1.625385e+04
1.800000e-03, 9.218643e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952298e-01, 8.578851e-01, -1.697320e+06, 1.643629e+03, 1.643629e+03, 4.700000e+06, 2.941756e-02, 3.464046e-07, 2.833343e-07, 2.873275e-01, 5.910462e-06, 1.319199e-02, 4.319470e-01, 2.332976e-01, 1.319091e-07, 3.025144e-06, 5.853680e-07, 1.649643e-04, 2.270805e-08, 1.775437e-04, 3.518852e-08, 7.890151e-06, 1.952750e-06, 4.787025e-08, 4.455469e-03, 3.108332e-08, 1.913560e-02, 6.581148e+00, 1.623730e+04, 1.624151e+04
1.900000e-03, 9.730864e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952269e-01, 8.578851e-01, -1.698999e+06, 1.643569e+03, 1.643569e+03, 4.700000e+06, 2.941990e-02, 3.461899e-07, 2.830838e-07, 2.873258e-01, 5.902900e-06, 1.318435e-02, 4.319794e-01, 2.332744e-01, 1.318608e-07, 3.024917e-06, 5.846473e-07, 1.639282e-04, 2.256921e-08, 1.766080e-04, 3.501204e-08, 7.864282e-06, 1.949680e-06, 4.755046e-08, 4.455469e-03, 3.104723e-08, 1.913519e-02, 6.581245e+00, 1.622500e+04, 1.622921e+04
2.000000e-03, 1.024309e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952240e-01, 8.578851e-01, -1.699639e+06, 1.643509e+03, 1.643509e+03, 4.700000e+06, 2.942236e-02, 3.459793e-07, 2.828350e-07, 2.873232e-01, 5.895313e-06, 1.317655e-02, 4.320102e-01, 2.332534e-01, 1.318135e-07, 3.024690e-06, 5.839229e-07, 1.629771e-04, 2.244115e-08, 1.757518e-04, 3.484949e-08, 7.840226e-06, 1.946690e-06, 4.725534e-08, 4.455469e-03, 3.101254e-08, 1.913477e-02, 6.581342e+00, 1.621272e+04, 1.621693e+04
2.100000e-03, 1.075533e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952212e-01, 8.578851e-01, -1.699253e+06, 1.643449e+03, 1.643449e+03, 4.700000e+06, 2.942495e-02, 3.457728e-07, 2.825880e-07, 2.873196e-01, 5.887701e-06, 1.316856e-02, 4.320395e-01, 2.332347e-01, 1.317672e-07, 3.024463e-06, 5.831950e-07, 1.621108e-04, 2.232385e-08, 1.749751e-04, 3.470084e-08, 7.817979e-06, 1.943779e-06, 4.698481e-08, 4.455469e-03, 3.097925e-08, 1.913435e-02, 6.581438e+00, 1.620048e+04, 1.620468e+04
2.200000e-03, 1.126757e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952184e-01, 8.578851e-01, -1.698465e+06, 1.643389e+03, 1.643389e+03, 4.700000e+06, 2.942760e-02, 3.455688e-07, 2.823423e-07, 2.873156e-01, 5.880089e-06, 1.316050e-02, 4.320679e-01, 2.332173e-01, 1.317216e-07, 3.024237e-06, 5.824665e-07, 1.612884e-04, 2.221215e-08, 1.742396e-04, 3.455945e-08, 7.796687e-06, 1.940911e-06, 4.672702e-08, 4.455469e-03, 3.094669e-08, 1.913393e-02, 6.581533e+00, 1.618826e+04, 1.619246e+04
2.300000e-03, 1.177982e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952156e-01, 8.578851e-01, -1.696963e+06, 1.643329e+03, 1.643329e+03, 4.700000e+06, 2.943035e-02, 3.453681e-07, 2.820981e-07, 2.873108e-01, 5.872465e-06, 1.315232e-02, 4.320952e-01, 2.332016e-01, 1.316769e-07, 3.024010e-06, 5.817358e-07, 1.605302e-04, 2.210861e-08, 1.735645e-04, 3.442865e-08, 7.776777e-06, 1.938106e-06, 4.648788e-08, 4.455469e-03, 3.091521e-08, 1.913351e-02, 6.581627e+00, 1.617607e+04, 1.618026e+04
2.400000e-03, 1.229208e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952128e-01, 8.578851e-01, -1.694910e+06, 1.643269e+03, 1.643269e+03, 4.700000e+06, 2.943318e-02, 3.451702e-07, 2.818553e-07, 2.873055e-01, 5.864834e-06, 1.314403e-02, 4.321215e-01, 2.331875e-01, 1.316328e-07, 3.023784e-06, 5.810037e-07, 1.598262e-04, 2.201195e-08, 1.729400e-04, 3.430674e-08, 7.758029e-06, 1.935353e-06, 4.626445e-08, 4.455469e-03, 3.088463e-08, 1.913308e-02, 6.581721e+00, 1.616390e+04, 1.616809e+04
2.500000e-03, 1.280434e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952100e-01, 8.578851e-01, -1.692659e+06, 1.643209e+03, 1.643209e+03, 4.700000e+06, 2.943605e-02, 3.449742e-07, 2.816137e-07, 2.872998e-01, 5.857210e-06, 1.313569e-02, 4.321472e-01, 2.331743e-01, 1.315893e-07, 3.023559e-06, 5.802717e-07, 1.591543e-04, 2.191942e-08, 1.723455e-04, 3.419012e-08, 7.739970e-06, 1.932634e-06, 4.605042e-08, 4.455469e-03, 3.085459e-08, 1.913266e-02, 6.581815e+00, 1.615176e+04, 1.615595e+04
2.600000e-03, 1.331662e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952072e-01, 8.578851e-01, -1.689993e+06, 1.643149e+03, 1.643149e+03, 4.700000e+06, 2.943900e-02, 3.447807e-07, 2.813733e-07, 2.872936e-01, 5.849585e-06, 1.312726e-02, 4.321719e-01, 2.331624e-01, 1.315463e-07, 3.023334e-06, 5.795388e-07, 1.585273e-04, 2.183262e-08, 1.717930e-04, 3.408090e-08, 7.722875e-06, 1.929959e-06, 4.584945e-08, 4.455469e-03, 3.082531e-08, 1.913223e-02, 6.581908e+00, 1.613965e+04, 1.614384e+04
2.700000e-03, 1.382890e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952045e-01, 8.578851e-01, -1.687120e+06, 1.643090e+03, 1.643090e+03, 4.700000e+06, 2.944198e-02, 3.445890e-07, 2.811340e-07, 2.872871e-01, 5.841967e-06, 1.311879e-02, 4.321962e-01, 2.331513e-01, 1.315038e-07, 3.023110e-06, 5.788063e-07, 1.579291e-04, 2.174950e-08, 1.712674e-04, 3.397642e-08, 7.706401e-06, 1.927315e-06, 4.565695e-08, 4.455469e-03, 3.079653e-08, 1.913181e-02, 6.582001e+00, 1.612757e+04, 1.613175e+04
2.800000e-03, 1.434118e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.952018e-01, 8.578851e-01, -1.684073e+06, 1.643030e+03, 1.643030e+03, 4.700000e+06, 2.944500e-02, 3.443989e-07, 2.808957e-07, 2.872803e-01, 5.834360e-06, 1.311029e-02, 4.322198e-01, 2.331410e-01, 1.314617e-07, 3.022886e-06, 5.780743e-07, 1.573566e-04, 2.166966e-08, 1.707656e-04, 3.387615e-08, 7.690480e-06, 1.924699e-06, 4.547196e-08, 4.455469e-03, 3.076819e-08, 1.913138e-02, 6.582093e+00, 1.611551e+04, 1.611969e+04
2.900000e-03, 1.485348e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951990e-01, 8.578851e-01, -1.680774e+06, 1.642971e+03, 1.642971e+03, 4.700000e+06, 2.944807e-02, 3.442106e-07, 2.806586e-07, 2.872732e-01, 5.826761e-06, 1.310173e-02, 4.322429e-01, 2.331316e-01, 1.314200e-07, 3.022663e-06, 5.773425e-07, 1.568148e-04, 2.159374e-08, 1.702924e-04, 3.378092e-08, 7.675219e-06, 1.922116e-06, 4.529594e-08, 4.455469e-03, 3.074038e-08, 1.913096e-02, 6.582185e+00, 1.610348e+04, 1.610765e+04
3.000000e-03, 1.536578e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951963e-01, 8.578851e-01, -1.677481e+06, 1.642911e+03, 1.642911e+03, 4.700000e+06, 2.945115e-02, 3.440234e-07, 2.804223e-07, 2.872659e-01, 5.819178e-06, 1.309317e-02, 4.322657e-01, 2.331226e-01, 1.313785e-07, 3.022442e-06, 5.766121e-07, 1.562858e-04, 2.151947e-08, 1.698310e-04, 3.368779e-08, 7.660235e-06, 1.919549e-06, 4.512374e-08, 4.455469e-03, 3.071281e-08, 1.913053e-02, 6.582276e+00, 1.609147e+04, 1.609565e+04
3.100000e-03, 1.587809e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951936e-01, 8.578851e-01, -1.674057e+06, 1.642852e+03, 1.642852e+03, 4.700000e+06, 2.945426e-02, 3.438376e-07, 2.801870e-07, 2.872583e-01, 5.811608e-06, 1.308458e-02, 4.322880e-01, 2.331143e-01, 1.313374e-07, 3.022220e-06, 5.758826e-07, 1.557777e-04, 2.144789e-08, 1.693890e-04, 3.359812e-08, 7.645704e-06, 1.917007e-06, 4.495771e-08, 4.455469e-03, 3.068561e-08, 1.913011e-02, 6.582368e+00, 1.607950e+04, 1.608366e+04
3.200000e-03, 1.639040e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951909e-01, 8.578851e-01, -1.670522e+06, 1.642793e+03, 1.642793e+03, 4.700000e+06, 2.945739e-02, 3.436532e-07, 2.799526e-07, 2.872506e-01, 5.804051e-06, 1.307596e-02, 4.323100e-01, 2.331065e-01, 1.312966e-07, 3.022000e-06, 5.751540e-07, 1.552888e-04, 2.137877e-08, 1.689647e-04, 3.351157e-08, 7.631584e-06, 1.914487e-06, 4.479731e-08, 4.455469e-03, 3.065875e-08, 1.912968e-02, 6.582458e+00, 1.606754e+04, 1.607171e+04
3.300000e-03, 1.690272e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951882e-01, 8.578851e-01, -1.666958e+06, 1.642734e+03, 1.642734e+03, 4.700000e+06, 2.946054e-02, 3.434697e-07, 2.797191e-07, 2.872427e-01, 5.796511e-06, 1.306734e-02, 4.323316e-01, 2.330991e-01, 1.312561e-07, 3.021781e-06, 5.744267e-07, 1.548130e-04, 2.131134e-08, 1.685525e-04, 3.342719e-08, 7.617749e-06, 1.911984e-06, 4.464084e-08, 4.455469e-03, 3.063213e-08, 1.912926e-02, 6.582549e+00, 1.605562e+04, 1.605978e+04
3.400000e-03, 1.741505e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951856e-01, 8.578851e-01, -1.663351e+06, 1.642675e+03, 1.642675e+03, 4.700000e+06, 2.946370e-02, 3.432874e-07, 2.794864e-07, 2.872347e-01, 5.788987e-06, 1.305871e-02, 4.323530e-01, 2.330922e-01, 1.312158e-07, 3.021562e-06, 5.737009e-07, 1.543504e-04, 2.124562e-08, 1.681525e-04, 3.334497e-08, 7.604201e-06, 1.909498e-06, 4.448830e-08, 4.455469e-03, 3.060576e-08, 1.912884e-02, 6.582639e+00, 1.604372e+04, 1.604788e+04
3.500000e-03, 1.792739e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951829e-01, 8.578851e-01, -1.659720e+06, 1.642617e+03, 1.642617e+03, 4.700000e+06, 2.946688e-02, 3.431060e-07, 2.792545e-07, 2.872266e-01, 5.781480e-06, 1.305007e-02, 4.323740e-01, 2.330855e-01, 1.311757e-07, 3.021345e-06, 5.729765e-07, 1.538991e-04, 2.118136e-08, 1.677627e-04, 3.326461e-08, 7.590898e-06, 1.907027e-06, 4.433914e-08, 4.455469e-03, 3.057961e-08, 1.912841e-02, 6.582729e+00, 1.603184e+04, 1.603600e+04
3.600000e-03, 1.843973e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951803e-01, 8.578851e-01, -1.656081e+06, 1.642558e+03, 1.642558e+03, 4.700000e+06, 2.947007e-02, 3.429254e-07, 2.790234e-07, 2.872183e-01, 5.773993e-06, 1.304144e-02, 4.323949e-01, 2.330792e-01, 1.311357e-07, 3.021128e-06, 5.722537e-07, 1.534572e-04, 2.111832e-08, 1.673815e-04, 3.318579e-08, 7.577798e-06, 1.904571e-06, 4.419280e-08, 4.455469e-03, 3.055364e-08, 1.912799e-02, 6.582818e+00, 1.602000e+04, 1.602415e+04
3.700000e-03, 1.895208e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951776e-01, 8.578851e-01, -1.652454e+06, 1.642499e+03, 1.642499e+03, 4.700000e+06, 2.947326e-02, 3.427457e-07, 2.787931e-07, 2.872100e-01, 5.766524e-06, 1.303280e-02, 4.324156e-01, 2.330731e-01, 1.310960e-07, 3.020913e-06, 5.715326e-07, 1.530225e-04, 2.105624e-08, 1.670068e-04, 3.310816e-08, 7.564859e-06, 1.902126e-06, 4.404869e-08, 4.455469e-03, 3.052782e-08, 1.912757e-02, 6.582907e+00, 1.600817e+04, 1.601232e+04
3.800000e-03, 1.946444e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951750e-01, 8.578851e-01, -1.649009e+06, 1.642441e+03, 1.642441e+03, 4.700000e+06, 2.947644e-02, 3.425661e-07, 2.785634e-07, 2.872018e-01, 5.759079e-06, 1.302420e-02, 4.324363e-01, 2.330670e-01, 1.310563e-07, 3.020698e-06, 5.708139e-07, 1.525850e-04, 2.099384e-08, 1.666290e-04, 3.303005e-08, 7.551854e-06, 1.899685e-06, 4.390392e-08, 4.455469e-03, 3.050198e-08, 1.912715e-02, 6.582997e+00, 1.599638e+04, 1.600052e+04
3.900000e-03, 1.997680e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951723e-01, 8.578851e-01, -1.645580e+06, 1.642383e+03, 1.642383e+03, 4.700000e+06, 2.947962e-02, 3.423873e-07, 2.783343e-07, 2.871935e-01, 5.751654e-06, 1.301560e-02, 4.324568e-01, 2.330610e-01, 1.310167e-07, 3.020484e-06, 5.700970e-07, 1.521532e-04, 2.093220e-08, 1.662561e-04, 3.295285e-08, 7.538970e-06, 1.897254e-06, 4.376091e-08, 4.455469e-03, 3.047627e-08, 1.912673e-02, 6.583085e+00, 1.598460e+04, 1.598875e+04
4.000000e-03, 2.048918e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951697e-01, 8.578851e-01, -1.642153e+06, 1.642325e+03, 1.642325e+03, 4.700000e+06, 2.948281e-02, 3.422091e-07, 2.781060e-07, 2.871851e-01, 5.744249e-06, 1.300700e-02, 4.324772e-01, 2.330551e-01, 1.309772e-07, 3.020272e-06, 5.693819e-07, 1.517269e-04, 2.087131e-08, 1.658882e-04, 3.287658e-08, 7.526208e-06, 1.894834e-06, 4.361965e-08, 4.455469e-03, 3.045069e-08, 1.912631e-02, 6.583174e+00, 1.597286e+04, 1.597700e+04
4.100000e-03, 2.100155e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.951671e-01, 8.578851e-01, -1.638713e+06, 1.642267e+03, 1.642267e+03, 4.700000e+06, 2.948599e-02, 3.420316e-07, 2.778784e-07, 2.871767e-01, 5.736864e-06, 1.299842e-02, 4.324975e-01, 2.330495e-01, 1.309379e-07, 3.020060e-06, 5.686687e-07, 1.513063e-04, 2.081117e-08, 1.655252e-04, 3.280122e-08, 7.513568e-06, 1.892424e-06, 4.348016e-08, 4.455469e-03, 3.042522e-08, 1.912589e-02, 6.583262e+00, 1.596114e+04, 1.596527e+04
