z_m,T_K,P_Pa,tau_s,X_CH4,X_O2,X_CO2,X_H2O,X_CO,X_H2,X_OH
0.3800000000000005,1000.0011897213772,101325.0000000003,0.012796806517011972,0.09505652611019881,0.1901136785946304,3.1365246189543133e-12,3.133976992422094e-07,5.510902577002391e-10,1.5540155832787324e-08,3.85773441575043e-11
0.38333333333333386,1000.0012238176569,101325.00000000033,0.012909059093458573,0.09505651692605509,0.1901136718183888,3.240684355836166e-12,3.200636173722908e-07,5.686296874224137e-10,1.5907387130044733e-08,3.9049507313678285e-11
0.3866666666666672,1000.0012584732085,101325.00000000035,0.013021311665979165,0.09505650764688059,0.1901136649734664,3.3473087187650892e-12,3.2681017533082973e-07,5.865849029403405e-10,1.6279804116515114e-08,3.952184887936771e-11
0.39000000000000057,1000.0012936899439,101325.00000000033,0.013133564234510944,0.09505649827269966,0.1901136580598461,3.4564272738197616e-12,3.336373913816206e-07,6.049622841995788e-10,1.665741395043943e-08,3.999429584150274e-11
0.3933333333333339,1000.0013294695582,101325.00000000029,0.013245816798990931,0.09505648880355091,0.19011365107752107,3.5680692399330517e-12,3.405452713473998e-07,6.237682390469869e-10,1.704022278198085e-08,4.046677531411465e-11
0.3966666666666673,1000.0013658137839,101325.0000000003,0.01335806935935597,0.09505647923948735,0.19011364402649505,3.682263472322551e-12,3.475338086383963e-07,6.430092019357482e-10,1.7428235755091655e-08,4.0939214579123766e-11
0.40000000000000063,1000.0014027242977,101325.0000000003,0.013470321915542736,0.09505646958057616,0.1901136369067822,3.7990384461513175e-12,3.5460298428784677e-07,6.62691632613006e-10,1.782145701004864e-08,4.141154112707347e-11
0.403333333333334,1000.0014402025218,101325.0000000003,0.013582574467487755,0.09505645982689877,0.19011362971840687,3.918422240443419e-12,3.617527669944127e-07,6.828220147890337e-10,1.821988968666587e-08,4.1883682697809036e-11
0.40666666666666734,1000.0014782499851,101325.00000000032,0.013694827015127404,0.09505644997855058,0.19011362246140365,4.0404425222622866e-12,3.6898311317150287e-07,7.034068547899889e-10,1.8623535928168605e-08,4.235556732060678e-11
0.4100000000000007,1000.001516868042,101325.00000000033,0.013807079558397925,0.09505644003564122,0.1901136151358176,4.165126531181232e-12,3.7629396700333554e-07,7.244526801953953e-10,1.9032396885730155e-08,4.2827123354172626e-11
