Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_H2CC_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.931567e-01, 1.314957e-01, 3.353349e+07, 1.814933e+03, 0.000000e+00, 1.814933e+03, 4.700000e+06, 3.599645e-03, 4.661984e-01, 4.072906e-05, 1.387080e-05, 2.014708e-01, 1.377453e-06, 3.403584e-08, 2.782880e-01, 3.099795e-02, 1.866288e-02, 3.315978e-05, 1.459122e-06, 3.385726e-06, 3.074092e-07, 1.442042e-07, 6.357282e-06, 7.321580e-08, 2.137712e-04, 1.727726e-07, 7.814902e-06, 4.531077e-04, 1.393097e-08, 1.356997e-07, 1.869084e-07, 2.109054e-06, 9.859374e-08, 4.766467e-07, 1.430538e-08, 1.033670e-08, 2.102683e-06, 8.342237e-07, 1.918708e-07, 1.996631e-08, 1.885318e-07, 1.316240e-07, 1.957809e-08, 1.414863e-02, 4.406735e+00, 2.005545e+04, 2.008152e+04
1.350160e-01, 5.472358e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.931674e-01, 1.314957e-01, -2.952841e+07, 1.814900e+03, 2.501106e+04, 1.814900e+03, 4.700009e+06, 3.599441e-03, 4.662517e-01, 4.025222e-05, 1.956292e-06, 2.014470e-01, 1.360135e-06, 4.778404e-09, 2.783071e-01, 3.099690e-02, 1.863007e-02, 3.271685e-05, 1.434141e-06, 3.364506e-06, 3.038589e-07, 1.450393e-07, 6.189532e-06, 7.187446e-08, 2.128679e-04, 1.704888e-07, 7.813033e-06, 4.525297e-04, 1.390338e-08, 1.343092e-07, 1.846219e-07, 2.084400e-06, 9.838628e-08, 4.724007e-07, 1.410386e-08, 1.030022e-08, 2.097340e-06, 8.319417e-07, 1.904220e-07, 1.982019e-08, 1.885002e-07, 1.314628e-07, 1.956962e-08, 1.414783e-02, 4.406573e+00, 2.001884e+04, 2.004480e+04
1.351744e-01, 5.949996e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.930828e-01, 1.314957e-01, -3.668766e+07, 1.813239e+03, 2.501106e+04, 1.813239e+03, 4.700009e+06, 3.597186e-03, 4.668820e-01, 3.967341e-05, 1.523224e-09, 2.010036e-01, 1.330855e-06, 3.765178e-12, 2.784816e-01, 3.096375e-02, 1.833196e-02, 3.169444e-05, 1.389794e-06, 3.342916e-06, 3.010093e-07, 1.453371e-07, 5.993264e-06, 6.935224e-08, 2.066852e-04, 1.630955e-07, 7.776898e-06, 4.351562e-04, 1.322165e-08, 1.303095e-07, 1.773924e-07, 2.014273e-06, 9.357277e-08, 4.495376e-07, 1.328477e-08, 9.786219e-09, 1.977895e-06, 7.842183e-07, 1.774819e-07, 1.859018e-08, 1.762604e-07, 1.214786e-07, 1.858263e-08, 1.413896e-02, 4.407846e+00, 1.967147e+04, 1.969712e+04
1.369824e-01, 6.772519e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.923242e-01, 1.314957e-01, -2.289337e+07, 1.798859e+03, 2.501106e+04, 1.798859e+03, 4.700009e+06, 3.577919e-03, 4.722366e-01, 3.542769e-05, 1.388256e-09, 1.971884e-01, 1.116601e-06, 3.326037e-12, 2.800248e-01, 3.065064e-02, 1.583917e-02, 2.421114e-05, 1.073858e-06, 3.210235e-06, 2.809773e-07, 1.467071e-07, 4.315059e-06, 4.524416e-08, 1.389509e-04, 9.588532e-08, 7.416814e-06, 2.625599e-04, 7.251364e-09, 9.196929e-08, 1.100064e-07, 1.460519e-06, 5.132159e-08, 2.508551e-07, 6.784978e-09, 5.443113e-09, 9.997755e-07, 3.950626e-07, 8.142015e-08, 8.145286e-09, 7.014235e-08, 4.331797e-08, 5.604941e-09, 1.406323e-02, 4.419284e+00, 1.668109e+04, 1.670411e+04
1.432669e-01, 2.833352e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.908052e-01, 1.314957e-01, -9.810319e+06, 1.773195e+03, 2.501106e+04, 1.773195e+03, 4.700009e+06, 3.545296e-03, 4.813624e-01, 2.878495e-05, 1.114349e-09, 1.908281e-01, 8.126517e-07, 2.521594e-12, 2.824570e-01, 3.016088e-02, 1.143926e-02, 1.396813e-05, 6.365297e-07, 3.056732e-06, 2.472364e-07, 1.491826e-07, 2.088595e-06, 1.805838e-08, 5.857896e-05, 3.159706e-08, 6.549594e-06, 9.082902e-05, 2.107277e-09, 4.626380e-08, 4.035896e-08, 7.993384e-07, 1.498910e-08, 7.115405e-08, 1.635379e-09, 1.727925e-09, 2.368961e-07, 9.302743e-08, 1.613048e-08, 1.388965e-09, 9.986119e-09, 5.031248e-09, 3.939291e-10, 1.393501e-02, 4.442368e+00, 1.175765e+04, 1.177667e+04
1.470000e-01, 4.118351e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.902485e-01, 1.314957e-01, -6.860615e+06, 1.764565e+03, 2.501106e+04, 1.764565e+03, 4.700009e+06, 3.534806e-03, 4.843138e-01, 2.679617e-05, 1.015766e-09, 1.887998e-01, 7.292241e-07, 2.253560e-12, 2.831970e-01, 3.001603e-02, 9.985488e-03, 1.129089e-05, 5.206795e-07, 3.024447e-06, 2.364525e-07, 1.500461e-07, 1.551547e-06, 1.255886e-08, 4.150232e-05, 2.058675e-08, 6.167323e-06, 6.014721e-05, 1.314648e-09, 3.600730e-08, 2.737556e-08, 6.424306e-07, 9.374793e-09, 4.284699e-08, 9.331352e-10, 1.132415e-09, 1.341381e-07, 5.256901e-08, 8.624901e-09, 6.782355e-10, 4.578015e-09, 2.165017e-09, 1.388168e-10, 1.389378e-02, 4.450888e+00, 1.020400e+04, 1.022172e+04
1.588853e-01, 8.222130e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.890994e-01, 1.314957e-01, -3.437495e+06, 1.747865e+03, 2.501106e+04, 1.747865e+03, 4.700009e+06, 3.515270e-03, 4.898351e-01, 2.328355e-05, 8.109408e-10, 1.850282e-01, 5.903504e-07, 1.730822e-12, 2.845296e-01, 2.976602e-02, 7.241705e-03, 7.043804e-06, 3.352062e-07, 2.984114e-06, 2.165654e-07, 1.516555e-07, 7.766228e-07, 5.515008e-09, 1.891679e-05, 7.956901e-09, 5.245151e-06, 2.403331e-05, 4.671304e-10, 2.123933e-08, 1.156471e-08, 4.020835e-07, 3.360225e-09, 1.350764e-08, 2.640030e-10, 4.568980e-10, 3.752036e-08, 1.464275e-08, 2.143039e-09, 1.367576e-10, 8.162684e-10, 3.378845e-10, 1.279162e-11, 1.381699e-02, 4.468579e+00, 7.336443e+03, 7.351505e+03
1.590000e-01, 8.261796e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.890910e-01, 1.314957e-01, -3.419772e+06, 1.747748e+03, 2.501106e+04, 1.747748e+03, 4.700009e+06, 3.515137e-03, 4.898727e-01, 2.326041e-05, 8.094304e-10, 1.850026e-01, 5.894731e-07, 1.727126e-12, 2.845385e-01, 2.976443e-02, 7.222937e-03, 7.018085e-06, 3.340750e-07, 2.983922e-06, 2.164303e-07, 1.516666e-07, 7.723353e-07, 5.479474e-09, 1.879987e-05, 7.898528e-09, 5.237706e-06, 2.386263e-05, 4.634285e-10, 2.115549e-08, 1.148783e-08, 4.006486e-07, 3.333847e-09, 1.338476e-08, 2.614045e-10, 4.537456e-10, 3.714785e-08, 1.449696e-08, 2.120027e-09, 1.350295e-10, 8.052900e-10, 3.330533e-10, 1.255485e-11, 1.381646e-02, 4.468710e+00, 7.317063e+03, 7.332106e+03
1.710000e-01, 1.241831e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.883601e-01, 1.314957e-01, -2.129425e+06, 1.737934e+03, 2.501106e+04, 1.737934e+03, 4.700009e+06, 3.504259e-03, 4.929645e-01, 2.138541e-05, 6.784401e-10, 1.828983e-01, 5.200992e-07, 1.414598e-12, 2.852540e-01, 2.964062e-02, 5.679182e-03, 5.045071e-06, 2.469444e-07, 2.971739e-06, 2.052808e-07, 1.526097e-07, 4.637363e-07, 3.042263e-09, 1.067387e-05, 4.065513e-09, 4.556688e-06, 1.253079e-05, 2.268960e-10, 1.491654e-08, 6.302796e-09, 2.907989e-07, 1.644965e-09, 5.810054e-09, 1.064263e-10, 2.439573e-10, 1.502219e-08, 5.847917e-09, 7.992901e-10, 4.271533e-11, 2.371424e-10, 9.067104e-11, 2.263015e-12, 1.377371e-02, 4.480036e+00, 5.731665e+03, 5.744987e+03
1.830000e-01, 1.658383e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.878211e-01, 1.314957e-01, -1.492880e+06, 1.731139e+03, 2.501106e+04, 1.731139e+03, 4.700009e+06, 3.497094e-03, 4.950109e-01, 2.016364e-05, 5.829572e-10, 1.815062e-01, 4.767611e-07, 1.196210e-12, 2.857127e-01, 2.956852e-02, 4.657706e-03, 3.886905e-06, 1.954565e-07, 2.967416e-06, 1.977867e-07, 1.532645e-07, 3.057012e-07, 1.898680e-09, 6.767141e-06, 2.407077e-09, 4.017159e-06, 7.524556e-06, 1.297363e-10, 1.142175e-08, 3.935753e-09, 2.261883e-07, 9.474773e-10, 2.963349e-09, 5.191017e-11, 1.500097e-10, 7.293579e-09, 2.834367e-09, 3.695774e-10, 1.696201e-11, 8.955108e-11, 3.241857e-11, 5.731493e-13, 1.374555e-02, 4.488425e+00, 4.690840e+03, 4.702877e+03
1.950000e-01, 2.075632e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.873902e-01, 1.314957e-01, -1.097223e+06, 1.726002e+03, 2.501106e+04, 1.726002e+03, 4.700009e+06, 3.491944e-03, 4.964891e-01, 1.927915e-05, 5.085552e-10, 1.804998e-01, 4.463630e-07, 1.031056e-12, 2.860341e-01, 2.952374e-02, 3.921499e-03, 3.120755e-06, 1.612425e-07, 2.966073e-06, 1.922335e-07, 1.537661e-07, 2.134550e-07, 1.271742e-09, 4.587372e-06, 1.549141e-09, 3.572502e-06, 4.895083e-06, 8.130942e-11, 9.169102e-09, 2.657321e-09, 1.831773e-07, 5.980680e-10, 1.666750e-09, 2.822513e-11, 9.974018e-11, 3.951933e-09, 1.533743e-09, 1.929660e-10, 7.719732e-12, 3.924482e-11, 1.362977e-11, 1.781280e-13, 1.372530e-02, 4.495156e+00, 3.944042e+03, 3.955055e+03
2.070000e-01, 2.493453e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.870276e-01, 1.314957e-01, -8.698439e+05, 1.721898e+03, 2.501106e+04, 1.721898e+03, 4.700009e+06, 3.488042e-03, 4.976153e-01, 1.859689e-05, 4.482651e-10, 1.797320e-01, 4.234945e-07, 9.002350e-13, 2.862713e-01, 2.949558e-02, 3.362638e-03, 2.576069e-06, 1.368424e-07, 2.966039e-06, 1.878731e-07, 1.541687e-07, 1.550992e-07, 8.937396e-10, 3.255426e-06, 1.054460e-09, 3.197123e-06, 3.361319e-06, 5.418397e-11, 7.591360e-09, 1.892241e-09, 1.523777e-07, 4.014115e-10, 1.002718e-09, 1.652344e-11, 6.985340e-11, 2.307525e-09, 8.945958e-10, 1.093567e-10, 3.862502e-12, 1.904061e-11, 6.395150e-12, 6.390009e-14, 1.370997e-02, 4.500835e+00, 3.378776e+03, 3.388943e+03
2.190000e-01, 2.911766e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.867119e-01, 1.314957e-01, -6.882232e+05, 1.718494e+03, 2.501106e+04, 1.718494e+03, 4.700009e+06, 3.484979e-03, 4.985043e-01, 1.804623e-05, 3.981376e-10, 1.791247e-01, 4.054331e-07, 7.933947e-13, 2.864522e-01, 2.947843e-02, 2.923446e-03, 2.169883e-06, 1.186055e-07, 2.966620e-06, 1.842973e-07, 1.545097e-07, 1.161020e-07, 6.507743e-10, 2.389733e-06, 7.477425e-10, 2.875063e-06, 2.401032e-06, 3.775009e-11, 6.424667e-09, 1.401515e-09, 1.292435e-07, 2.816928e-10, 6.338643e-10, 1.021245e-11, 5.079673e-11, 1.423035e-09, 5.512049e-10, 6.579420e-11, 2.068467e-12, 9.945846e-12, 3.249291e-12, 2.560852e-14, 1.369793e-02, 4.505789e+00, 2.935442e+03, 2.944893e+03
2.310000e-01, 3.330514e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.864301e-01, 1.314957e-01, -5.408035e+05, 1.715589e+03, 2.501106e+04, 1.715589e+03, 4.700009e+06, 3.482512e-03, 4.992245e-01, 1.758681e-05, 3.556945e-10, 1.786315e-01, 3.906492e-07, 7.042397e-13, 2.865933e-01, 2.946906e-02, 2.569524e-03, 1.856339e-06, 1.045071e-07, 2.967495e-06, 1.812717e-07, 1.548083e-07, 8.897647e-08, 4.871039e-10, 1.801159e-06, 5.471815e-10, 2.595484e-06, 1.767992e-06, 2.720849e-11, 5.528093e-09, 1.070330e-09, 1.112641e-07, 2.045333e-10, 4.165640e-10, 6.582208e-12, 3.801916e-11, 9.155037e-10, 3.543386e-10, 4.143530e-11, 1.173305e-12, 5.508794e-12, 1.754715e-12, 1.142602e-14, 1.368823e-02, 4.510223e+00, 2.578705e+03, 2.587543e+03
2.430000e-01, 3.749655e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.861736e-01, 1.314957e-01, -9.835383e+04, 1.713057e+03, 2.501106e+04, 1.713057e+03, 4.700009e+06, 3.480488e-03, 4.998197e-01, 1.718624e-05, 3.192503e-10, 1.782228e-01, 3.780651e-07, 6.285836e-13, 2.867049e-01, 2.946539e-02, 2.278860e-03, 1.608149e-06, 9.333566e-08, 2.968495e-06, 1.785666e-07, 1.551178e-07, 6.951391e-08, 3.731523e-10, 1.386586e-06, 4.110123e-10, 2.350609e-06, 1.333416e-06, 2.014108e-11, 4.819951e-09, 8.382774e-10, 9.693420e-08, 1.525095e-10, 2.816950e-10, 4.381125e-12, 2.911227e-11, 6.069895e-10, 2.347506e-10, 2.700305e-11, 7.003306e-13, 3.184485e-12, 9.850075e-13, 5.294819e-15, 1.368028e-02, 4.514265e+00, 2.286053e+03, 2.294358e+03
2.550000e-01, 4.169156e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.859358e-01, 1.314957e-01, -1.340732e+05, 1.710804e+03, 2.501106e+04, 1.710804e+03, 4.700009e+06, 3.478802e-03, 5.003194e-01, 1.684664e-05, 2.876718e-10, 1.778786e-01, 3.674453e-07, 5.637379e-13, 2.867941e-01, 2.946614e-02, 2.036610e-03, 1.407346e-06, 8.429405e-08, 2.969552e-06, 1.762933e-07, 1.553393e-07, 5.518839e-08, 2.908955e-10, 1.087104e-06, 3.149005e-10, 2.134622e-06, 1.026876e-06, 1.525544e-11, 4.246763e-09, 6.699255e-10, 8.528390e-08, 1.164117e-10, 1.961035e-10, 3.003607e-12, 2.273086e-11, 4.156729e-10, 1.606626e-10, 1.819726e-11, 4.323114e-13, 1.917707e-12, 5.811871e-13, 2.078116e-15, 1.367365e-02, 4.518019e+00, 2.042360e+03, 2.050198e+03
2.670000e-01, 4.588996e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.857134e-01, 1.314957e-01, -7.188141e+04, 1.708775e+03, 2.501106e+04, 1.708775e+03, 4.700009e+06, 3.477381e-03, 5.007442e-01, 1.654044e-05, 2.600461e-10, 1.775849e-01, 3.580541e-07, 5.074942e-13, 2.868656e-01, 2.947033e-02, 1.832287e-03, 1.242385e-06, 7.686689e-08, 2.970607e-06, 1.742023e-07, 1.555714e-07, 4.441347e-08, 2.304238e-10, 8.649618e-07, 2.455663e-10, 1.943040e-06, 8.038758e-07, 1.176345e-11, 3.775765e-09, 5.449003e-10, 7.566022e-08, 9.048758e-11, 1.393195e-10, 2.112052e-12, 1.803096e-11, 2.912206e-10, 1.125243e-10, 1.259769e-11, 2.642400e-13, 1.180435e-12, 3.567152e-13, 1.574532e-15, 1.366806e-02, 4.521537e+00, 1.836959e+03, 1.844385e+03
2.790000e-01, 5.009152e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.855046e-01, 1.314957e-01, -7.523486e+04, 1.706932e+03, 2.501106e+04, 1.706932e+03, 4.700009e+06, 3.476170e-03, 5.011090e-01, 1.627073e-05, 2.357495e-10, 1.773318e-01, 3.498440e-07, 4.584304e-13, 2.869234e-01, 2.947698e-02, 1.658249e-03, 1.105242e-06, 7.069270e-08, 2.971644e-06, 1.723617e-07, 1.557614e-07, 3.619606e-08, 1.850235e-10, 6.978459e-07, 1.943982e-10, 1.772308e-06, 6.391382e-07, 9.223833e-12, 3.382785e-09, 4.500467e-10, 6.762086e-08, 7.154782e-11, 1.010832e-10, 1.513055e-12, 1.450970e-11, 2.083612e-10, 8.047199e-11, 8.886964e-12, 1.690586e-13, 7.435036e-13, 2.204048e-13, 9.074417e-16, 1.366330e-02, 4.524844e+00, 1.662104e+03, 1.669164e+03
2.910000e-01, 5.429608e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.853054e-01, 1.314957e-01, -1.731933e+05, 1.705231e+03, 2.501106e+04, 1.705231e+03, 4.700009e+06, 3.475131e-03, 5.014254e-01, 1.602769e-05, 2.142550e-10, 1.771114e-01, 3.425080e-07, 4.153080e-13, 2.869698e-01, 2.948589e-02, 1.508832e-03, 9.897301e-07, 6.550135e-08, 2.972649e-06, 1.707004e-07, 1.559238e-07, 2.985736e-08, 1.503742e-10, 5.702706e-07, 1.559348e-10, 1.619550e-06, 5.154057e-07, 7.345530e-12, 3.051094e-09, 3.768306e-10, 6.082482e-08, 5.748018e-11, 7.529376e-11, 1.111329e-12, 1.183438e-11, 1.536375e-10, 5.930691e-11, 6.452951e-12, 1.151631e-13, 5.030048e-13, 1.478247e-13, 6.442642e-16, 1.365922e-02, 4.528003e+00, 1.512055e+03, 1.518790e+03
3.030000e-01, 5.850352e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.851146e-01, 1.314957e-01, -1.538465e+05, 1.703650e+03, 2.501106e+04, 1.703650e+03, 4.700009e+06, 3.474233e-03, 5.017019e-01, 1.580046e-05, 1.951257e-10, 1.769179e-01, 3.357654e-07, 3.771589e-13, 2.870069e-01, 2.949658e-02, 1.379641e-03, 8.917253e-07, 6.110042e-08, 2.973611e-06, 1.691174e-07, 1.561034e-07, 2.486840e-08, 1.236751e-10, 4.708857e-07, 1.267058e-10, 1.482411e-06, 4.202898e-07, 5.919435e-12, 2.769064e-09, 3.194676e-10, 5.503128e-08, 4.672750e-11, 5.661526e-11, 8.269612e-13, 9.756251e-12, 1.141869e-10, 4.405909e-11, 4.739837e-12, 7.837466e-14, 3.387699e-13, 9.820618e-14, 4.604246e-16, 1.365569e-02, 4.531032e+00, 1.382367e+03, 1.388810e+03
3.150000e-01, 6.271371e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.849308e-01, 1.314957e-01, -1.469752e+05, 1.702169e+03, 2.501106e+04, 1.702169e+03, 4.700009e+06, 3.473452e-03, 5.019452e-01, 1.559024e-05, 1.780489e-10, 1.767468e-01, 3.295892e-07, 3.432811e-13, 2.870363e-01, 2.950876e-02, 1.267283e-03, 8.078427e-07, 5.734069e-08, 2.974531e-06, 1.676436e-07, 1.562720e-07, 2.091113e-08, 1.027719e-10, 3.927883e-07, 1.041044e-10, 1.358931e-06, 3.465013e-07, 4.826321e-12, 2.526952e-09, 2.738620e-10, 5.005466e-08, 3.844247e-11, 4.320610e-11, 6.249687e-13, 8.127954e-12, 8.623500e-11, 3.326122e-11, 3.541279e-12, 5.436774e-14, 2.325028e-13, 6.664660e-14, 3.516184e-16, 1.365262e-02, 4.533956e+00, 1.269613e+03, 1.275794e+03
3.270000e-01, 6.692658e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.847530e-01, 1.314957e-01, -2.998244e+05, 1.700773e+03, 2.501106e+04, 1.700773e+03, 4.700009e+06, 3.472770e-03, 5.021606e-01, 1.539778e-05, 1.627548e-10, 1.765944e-01, 3.239546e-07, 3.130573e-13, 2.870592e-01, 2.952216e-02, 1.169059e-03, 7.354586e-07, 5.410373e-08, 2.975413e-06, 1.663013e-07, 1.564118e-07, 1.774362e-08, 8.617547e-11, 3.307959e-07, 8.636124e-11, 1.247464e-06, 2.886152e-07, 3.977751e-12, 2.317264e-09, 2.371000e-10, 4.575031e-08, 3.197936e-11, 3.348443e-11, 4.794636e-13, 6.837829e-12, 6.617520e-11, 2.551473e-11, 2.687569e-12, 3.850856e-14, 1.630017e-13, 4.620502e-14, 2.812429e-16, 1.364994e-02, 4.536787e+00, 1.171070e+03, 1.177016e+03
3.390000e-01, 7.114205e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.845800e-01, 1.314957e-01, -8.955960e+04, 1.699446e+03, 2.501106e+04, 1.699446e+03, 4.700009e+06, 3.472170e-03, 5.023525e-01, 1.520816e-05, 1.490009e-10, 1.764580e-01, 3.185381e-07, 2.860660e-13, 2.870766e-01, 2.953665e-02, 1.082832e-03, 6.729327e-07, 5.131577e-08, 2.976250e-06, 1.649305e-07, 1.566005e-07, 1.517313e-08, 7.298689e-11, 2.808542e-07, 7.241565e-11, 1.146620e-06, 2.424926e-07, 3.309306e-12, 2.135933e-09, 2.072923e-10, 4.201078e-08, 2.685329e-11, 2.620619e-11, 3.724440e-13, 5.801573e-12, 5.128900e-11, 1.976858e-11, 2.066041e-12, 2.772738e-14, 1.162742e-13, 3.258525e-14, 2.340336e-16, 1.364758e-02, 4.539544e+00, 1.084583e+03, 1.090316e+03
3.510000e-01, 7.536004e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.844113e-01, 1.314957e-01, -2.004490e+05, 1.698180e+03, 2.501106e+04, 1.698180e+03, 4.700009e+06, 3.471642e-03, 5.025242e-01, 1.503639e-05, 1.366190e-10, 1.763351e-01, 3.136060e-07, 2.618003e-13, 2.870893e-01, 2.955205e-02, 1.006825e-03, 6.182531e-07, 4.888599e-08, 2.977055e-06, 1.637139e-07, 1.567358e-07, 1.308491e-08, 6.227300e-11, 2.405827e-07, 6.119037e-11, 1.055195e-06, 2.056666e-07, 2.779882e-12, 1.976632e-09, 1.827151e-10, 3.874024e-08, 2.277662e-11, 2.083029e-11, 2.932905e-13, 4.966452e-12, 4.041195e-11, 1.557092e-11, 1.611082e-12, 2.033016e-14, 8.447244e-14, 2.345042e-14, 2.004675e-16, 1.364551e-02, 4.542237e+00, 1.008363e+03, 1.013903e+03
3.630000e-01, 7.958051e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.842464e-01, 1.314957e-01, -4.178403e+04, 1.696967e+03, 2.501106e+04, 1.696967e+03, 4.700009e+06, 3.471175e-03, 5.026786e-01, 1.486693e-05, 1.254288e-10, 1.762239e-01, 3.088387e-07, 2.400125e-13, 2.870980e-01, 2.956822e-02, 9.395813e-04, 5.705307e-07, 4.677397e-08, 2.977821e-06, 1.624775e-07, 1.569082e-07, 1.136229e-08, 5.359877e-11, 2.075628e-07, 5.218769e-11, 9.721521e-07, 1.757521e-07, 2.354136e-12, 1.837458e-09, 1.623990e-10, 3.587106e-08, 1.947558e-11, 1.669571e-11, 2.334775e-13, 4.283300e-12, 3.210707e-11, 1.236730e-11, 1.270494e-12, 1.510442e-14, 6.221513e-14, 1.709617e-14, 1.752219e-16, 1.364367e-02, 4.544873e+00, 9.409422e+02, 9.463078e+02
3.750000e-01, 8.380341e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.840846e-01, 1.314957e-01, -1.129037e+05, 1.695799e+03, 2.501106e+04, 1.695799e+03, 4.700009e+06, 3.470761e-03, 5.028182e-01, 1.471017e-05, 1.153062e-10, 1.761227e-01, 3.044179e-07, 2.203179e-13, 2.871032e-01, 2.958506e-02, 8.799050e-04, 5.284327e-07, 4.491942e-08, 2.978558e-06, 1.613495e-07, 1.570435e-07, 9.942594e-09, 4.645329e-11, 1.805196e-07, 4.483026e-11, 8.965937e-07, 1.514602e-07, 2.010802e-12, 1.714194e-09, 1.453791e-10, 3.334022e-08, 1.680127e-11, 1.356859e-11, 1.881649e-13, 3.723936e-12, 2.588018e-11, 9.965660e-12, 1.014637e-12, 1.142639e-14, 4.665528e-14, 1.270221e-14, 1.555773e-16, 1.364204e-02, 4.547461e+00, 8.811182e+02, 8.863252e+02
3.870000e-01, 8.802869e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.839257e-01, 1.314957e-01, 1.557785e+05, 1.694671e+03, 2.501106e+04, 1.694671e+03, 4.700009e+06, 3.470392e-03, 5.029449e-01, 1.455244e-05, 1.061180e-10, 1.760302e-01, 3.000708e-07, 2.025862e-13, 2.871054e-01, 2.960248e-02, 8.267868e-04, 4.914660e-07, 4.329983e-08, 2.979262e-06, 1.601736e-07, 1.572269e-07, 8.750708e-09, 4.058845e-11, 1.579293e-07, 3.884241e-11, 8.277340e-07, 1.313290e-07, 1.729099e-12, 1.605993e-09, 1.311003e-10, 3.110381e-08, 1.459016e-11, 1.107396e-11, 1.529056e-13, 3.257851e-12, 2.094655e-11, 8.063920e-12, 8.175310e-13, 8.684289e-15, 3.515725e-14, 9.478457e-15, 1.397354e-16, 1.364059e-02, 4.550006e+00, 8.278751e+02, 8.329377e+02
