Distance_PFRC3_(m), Plug_flow_residence_time_PFRC3_(sec), Internal_surface_area_per_unit_distance_PFRC3_(m), Cross-section_area_PFRC3_(m2), External_surface_area_per_unit_distance_PFRC3_(m), Velocity_PFRC3_(m/sec), Exit_mass_flow_rate_PFRC3_(kg/sec), Volumetric_heat_production_rate_PFRC3_(J/m3-sec), Surface_temperature_PFRC3_(K), Temperature_PFRC3_(K), Pressure_PFRC3_(Pa), Mole_fraction_N2_PFRC3_(), Mole_fraction_H2_PFRC3_(), Mole_fraction_H_PFRC3_(), Mole_fraction_O2_PFRC3_(), Mole_fraction_H2O_PFRC3_(), Mole_fraction_OH_PFRC3_(), Mole_fraction_H2O2_PFRC3_(), Mole_fraction_HO2_PFRC3_(), Mole_fraction_CO_PFRC3_(), Mole_fraction_CO2_PFRC3_(), Mole_fraction_CH4_PFRC3_(), Mole_fraction_CH3_PFRC3_(), Mole_fraction_CH3OH_PFRC3_(), Mole_fraction_CH2O_PFRC3_(), Mole_fraction_HCO_PFRC3_(), Mole_fraction_HOCHO_PFRC3_(), Mole_fraction_C2H6_PFRC3_(), Mole_fraction_C2H5_PFRC3_(), Mole_fraction_C2H4_PFRC3_(), Mole_fraction_C2H3_PFRC3_(), Mole_fraction_CHOCHO_PFRC3_(), Mole_fraction_CHCHO_PFRC3_(), Mole_fraction_C2H2_PFRC3_(), Mole_fraction_CH3CHO_PFRC3_(), Mole_fraction_C2H3OH_PFRC3_(), Mole_fraction_CH2CO_PFRC3_(), Mole_fraction_HCCOH_PFRC3_(), Mole_fraction_C3H8_PFRC3_(), Mole_fraction_C3H6_PFRC3_(), Mole_fraction_C3H5-A_PFRC3_(), Mole_fraction_CH3CHCO_PFRC3_(), Mole_fraction_C3H4-P_PFRC3_(), Mole_fraction_C3H4-A_PFRC3_(), Mole_fraction_C3H3_PFRC3_(), Mole_fraction_C2H3CHO_PFRC3_(), Mole_fraction_CCYCCO-T1_PFRC3_(), Mole_fraction_C4H8-1_PFRC3_(), Mole_fraction_C4H6_PFRC3_(), Mole_fraction_C4H4_PFRC3_(), Mole_fraction_C4H3-I_PFRC3_(), Mole_fraction_C4H2_PFRC3_(), Mole_fraction_C4H612_PFRC3_(), Mole_fraction_C4H6-2_PFRC3_(), Mole_fraction_H2C4O_PFRC3_(), Mole_fraction_L-C6H4_PFRC3_(), Mole_fraction_C-C6H4_PFRC3_(), Mole_fraction_C6H2_PFRC3_(), Mole_fraction_C6H6_PFRC3_(), Mole_fraction_FULVENE_PFRC3_(), Mole_fraction_C6H5OH_PFRC3_(), Mole_fraction_C6H5O_PFRC3_(), Mole_fraction_C5H6_PFRC3_(), Mole_fraction_C5H5_PFRC3_(), Mole_fraction_C5H4O_PFRC3_(), Mole_fraction_OC5H7O_PFRC3_(), Mole_fraction_IND_PFRC3_(), Mole_fraction_C9H7_PFRC3_(), Mole_fraction_C9H6O_PFRC3_(), Molecular_weight_PFRC3_(kg/mole), Mass_density_PFRC3_(kg/m3), Unburned_hydrocarbons_PFRC3_(ppm), Volatile_organic_compounds_PFRC3_(ppm)
1.800000e-03, 2.648789e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796675e+00, 3.461730e+00, 9.249969e+04, 1.740878e+03, 1.740878e+03, 4.700078e+06, 3.542330e-03, 4.764085e-01, 2.187298e-05, -1.083021e-06, 1.963310e-01, 5.954791e-07, -1.492202e-10, -2.316344e-09, 2.758854e-01, 3.254552e-02, 1.484163e-02, 1.395669e-05, 7.141459e-07, 3.001114e-06, 2.013958e-07, 1.538682e-07, 4.583043e-06, 3.954283e-08, 1.422848e-04, 5.944912e-08, 2.929738e-10, 6.703432e-05, 1.855146e-04, 8.657066e-08, 8.861538e-08, 9.441626e-07, 2.725157e-08, 3.515047e-09, 2.187035e-07, 4.327111e-09, 2.925117e-09, 6.274322e-07, 2.461668e-07, 3.590702e-08, 5.719789e-10, 2.648359e-08, 1.833893e-10, 9.068854e-09, 3.089307e-08, 1.328341e-10, 5.637323e-09, 8.804287e-10, 1.188267e-09, 8.437937e-12, -4.644401e-10, -1.455099e-10, -2.627801e-10, 4.152794e-06, 7.100732e-09, 1.203631e-08, 1.424408e-10, 3.794329e-09, 3.612991e-10, -1.109972e-11, 4.025657e-08, 3.150707e-11, 2.543489e-12, -1.039149e-11, 1.400729e-02, 4.548374e+00, 1.554918e+04, 1.569000e+04
1.900000e-03, 2.795918e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796684e+00, 3.461730e+00, 3.509359e+05, 1.740880e+03, 1.740880e+03, 4.700078e+06, 3.542329e-03, 4.764011e-01, 2.187211e-05, -9.602166e-07, 1.963359e-01, 5.954806e-07, -1.328892e-10, -2.065442e-09, 2.758944e-01, 3.253838e-02, 1.484463e-02, 1.395905e-05, 7.143363e-07, 3.001292e-06, 2.013933e-07, 1.538749e-07, 4.563083e-06, 3.926587e-08, 1.412531e-04, 5.902236e-08, 2.617738e-10, 6.703079e-05, 1.842021e-04, 8.615477e-08, 8.798168e-08, 9.432322e-07, 2.706078e-08, 3.490780e-09, 2.172215e-07, 4.298358e-09, 3.057840e-09, 6.233115e-07, 2.445649e-07, 3.566975e-08, 5.697103e-10, 2.648359e-08, 1.819804e-10, 9.007050e-09, 3.313188e-08, 1.470836e-10, 7.548138e-09, 8.739665e-10, 1.178009e-09, 1.175643e-11, -3.967841e-10, -1.005497e-10, -2.274345e-10, 4.109872e-06, 7.028028e-09, 1.202363e-08, 1.423498e-10, 3.791373e-09, 3.605979e-10, -9.286185e-12, 4.025654e-08, 4.867314e-11, 4.357562e-12, -8.672855e-12, 1.400729e-02, 4.548369e+00, 1.554720e+04, 1.568800e+04
2.000000e-03, 2.943048e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796693e+00, 3.461730e+00, 6.098288e+05, 1.740882e+03, 1.740882e+03, 4.700078e+06, 3.542328e-03, 4.763936e-01, 2.187125e-05, -8.374120e-07, 1.963408e-01, 5.954822e-07, -1.165581e-10, -1.814541e-09, 2.759035e-01, 3.253123e-02, 1.484764e-02, 1.396142e-05, 7.145267e-07, 3.001470e-06, 2.013908e-07, 1.538815e-07, 4.543123e-06, 3.898890e-08, 1.402214e-04, 5.859561e-08, 2.305739e-10, 6.702727e-05, 1.828896e-04, 8.573888e-08, 8.734798e-08, 9.423018e-07, 2.686999e-08, 3.466514e-09, 2.157395e-07, 4.269605e-09, 3.190564e-09, 6.191908e-07, 2.429629e-07, 3.543248e-08, 5.674416e-10, 2.648358e-08, 1.805715e-10, 8.945246e-09, 3.537069e-08, 1.613332e-10, 9.458952e-09, 8.675043e-10, 1.167751e-09, 1.507492e-11, -3.291282e-10, -5.558954e-11, -1.920889e-10, 4.066949e-06, 6.955324e-09, 1.201095e-08, 1.422588e-10, 3.788417e-09, 3.598967e-10, -7.472654e-12, 4.025652e-08, 6.583920e-11, 6.171633e-12, -6.954224e-12, 1.400728e-02, 4.548363e+00, 1.554521e+04, 1.568601e+04
2.100000e-03, 3.090178e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796701e+00, 3.461730e+00, 8.691784e+05, 1.740883e+03, 1.740883e+03, 4.700078e+06, 3.542327e-03, 4.763861e-01, 2.187038e-05, -7.146074e-07, 1.963456e-01, 5.954837e-07, -1.002271e-10, -1.563640e-09, 2.759126e-01, 3.252409e-02, 1.485065e-02, 1.396378e-05, 7.147171e-07, 3.001649e-06, 2.013882e-07, 1.538881e-07, 4.523163e-06, 3.871194e-08, 1.391896e-04, 5.816885e-08, 1.993741e-10, 6.702375e-05, 1.815771e-04, 8.532298e-08, 8.671429e-08, 9.413714e-07, 2.667919e-08, 3.442247e-09, 2.142575e-07, 4.240852e-09, 3.323287e-09, 6.150701e-07, 2.413610e-07, 3.519521e-08, 5.651730e-10, 2.648357e-08, 1.791626e-10, 8.883442e-09, 3.760950e-08, 1.755828e-10, 1.136977e-08, 8.610422e-10, 1.157492e-09, 1.839341e-11, -2.614723e-10, -1.062941e-11, -1.567433e-10, 4.024026e-06, 6.882620e-09, 1.199827e-08, 1.421678e-10, 3.785461e-09, 3.591955e-10, -5.659124e-12, 4.025649e-08, 8.300525e-11, 7.985704e-12, -5.235594e-12, 1.400728e-02, 4.548357e+00, 1.554323e+04, 1.568402e+04
2.200000e-03, 3.237308e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796710e+00, 3.461730e+00, 1.128985e+06, 1.740885e+03, 1.740885e+03, 4.700078e+06, 3.542327e-03, 4.763786e-01, 2.186952e-05, -5.918029e-07, 1.963505e-01, 5.954852e-07, -8.389609e-11, -1.312739e-09, 2.759216e-01, 3.251694e-02, 1.485366e-02, 1.396615e-05, 7.149075e-07, 3.001827e-06, 2.013857e-07, 1.538948e-07, 4.503203e-06, 3.843497e-08, 1.381579e-04, 5.774210e-08, 1.681742e-10, 6.702023e-05, 1.802647e-04, 8.490709e-08, 8.608059e-08, 9.404410e-07, 2.648840e-08, 3.417981e-09, 2.127755e-07, 4.212099e-09, 3.456010e-09, 6.109494e-07, 2.397591e-07, 3.495794e-08, 5.629043e-10, 2.648357e-08, 1.777537e-10, 8.821638e-09, 3.984831e-08, 1.898323e-10, 1.328058e-08, 8.545800e-10, 1.147234e-09, 2.171190e-11, -1.938165e-10, 3.433070e-11, -1.213978e-10, 3.981103e-06, 6.809916e-09, 1.198559e-08, 1.420768e-10, 3.782506e-09, 3.584943e-10, -3.845595e-12, 4.025647e-08, 1.001713e-10, 9.799773e-12, -3.516965e-12, 1.400728e-02, 4.548351e+00, 1.554125e+04, 1.568202e+04
2.300000e-03, 3.384438e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796718e+00, 3.461730e+00, 1.389248e+06, 1.740887e+03, 1.740887e+03, 4.700078e+06, 3.542326e-03, 4.763712e-01, 2.186865e-05, -4.689984e-07, 1.963553e-01, 5.954867e-07, -6.756507e-11, -1.061838e-09, 2.759307e-01, 3.250980e-02, 1.485667e-02, 1.396851e-05, 7.150979e-07, 3.002005e-06, 2.013832e-07, 1.539014e-07, 4.483243e-06, 3.815801e-08, 1.371262e-04, 5.731535e-08, 1.369743e-10, 6.701671e-05, 1.789522e-04, 8.449120e-08, 8.544689e-08, 9.395106e-07, 2.629761e-08, 3.393714e-09, 2.112935e-07, 4.183346e-09, 3.588733e-09, 6.068287e-07, 2.381571e-07, 3.472067e-08, 5.606357e-10, 2.648356e-08, 1.763448e-10, 8.759834e-09, 4.208711e-08, 2.040818e-10, 1.519139e-08, 8.481178e-10, 1.136975e-09, 2.503039e-11, -1.261607e-10, 7.929079e-11, -8.605222e-11, 3.938181e-06, 6.737212e-09, 1.197291e-08, 1.419858e-10, 3.779550e-09, 3.577931e-10, -2.032067e-12, 4.025644e-08, 1.173373e-10, 1.161384e-11, -1.798336e-12, 1.400727e-02, 4.548346e+00, 1.553926e+04, 1.568003e+04
2.400000e-03, 3.531567e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796728e+00, 3.461730e+00, 1.471144e+06, 1.740889e+03, 1.740889e+03, 4.700078e+06, 3.542324e-03, 4.763640e-01, 2.186633e-05, -3.905985e-07, 1.963600e-01, 5.954460e-07, -5.650460e-11, -8.922331e-10, 2.759394e-01, 3.250289e-02, 1.485946e-02, 1.396974e-05, 7.151809e-07, 3.002100e-06, 2.013671e-07, 1.539142e-07, 4.464377e-06, 3.789771e-08, 1.361643e-04, 5.690566e-08, 1.214737e-10, 6.701319e-05, 1.776852e-04, 8.409863e-08, 8.485136e-08, 9.384177e-07, 2.611285e-08, 3.370661e-09, 2.098511e-07, 4.154561e-09, 3.658304e-09, 6.026787e-07, 2.365312e-07, 3.447968e-08, 5.577455e-10, 2.648355e-08, 1.749258e-10, 8.681725e-09, 4.311021e-08, 2.110856e-10, 1.615656e-08, 8.410503e-10, 1.126451e-09, 2.671410e-11, -8.635715e-11, 1.021488e-10, -6.492301e-11, 3.896574e-06, 6.666105e-09, 1.190105e-08, 1.411736e-10, 3.756952e-09, 3.554652e-10, -1.272217e-12, 4.025641e-08, 1.235175e-10, 1.227304e-11, -1.108660e-12, 1.400727e-02, 4.548339e+00, 1.553729e+04, 1.567805e+04
2.500000e-03, 3.678696e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796737e+00, 3.461730e+00, 1.430077e+06, 1.740890e+03, 1.740890e+03, 4.700078e+06, 3.542323e-03, 4.763571e-01, 2.186299e-05, -3.430158e-07, 1.963646e-01, 5.953761e-07, -4.910195e-11, -7.790491e-10, 2.759480e-01, 3.249616e-02, 1.486210e-02, 1.397017e-05, 7.151894e-07, 3.002138e-06, 2.013416e-07, 1.539312e-07, 4.446270e-06, 3.764899e-08, 1.352507e-04, 5.650781e-08, 1.168686e-10, 6.700967e-05, 1.764498e-04, 8.372226e-08, 8.428230e-08, 9.372120e-07, 2.593228e-08, 3.348451e-09, 2.084362e-07, 4.125754e-09, 3.684047e-09, 5.985082e-07, 2.348886e-07, 3.423612e-08, 5.544239e-10, 2.648354e-08, 1.735000e-10, 8.592300e-09, 4.328960e-08, 2.130607e-10, 1.646545e-08, 8.335628e-10, 1.115743e-09, 2.726325e-11, -6.588347e-11, 1.096677e-10, -5.366011e-11, 3.855880e-06, 6.596107e-09, 1.178812e-08, 1.398609e-10, 3.720721e-09, 3.520084e-10, -1.243631e-12, 4.025638e-08, 1.220733e-10, 1.213074e-11, -1.133087e-12, 1.400726e-02, 4.548333e+00, 1.553533e+04, 1.567607e+04
2.600000e-03, 3.825824e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796747e+00, 3.461730e+00, 1.390327e+06, 1.740892e+03, 1.740892e+03, 4.700078e+06, 3.542321e-03, 4.763503e-01, 2.185966e-05, -2.954331e-07, 1.963692e-01, 5.953061e-07, -4.169930e-11, -6.658652e-10, 2.759566e-01, 3.248942e-02, 1.486474e-02, 1.397060e-05, 7.151979e-07, 3.002175e-06, 2.013160e-07, 1.539483e-07, 4.428163e-06, 3.740026e-08, 1.343372e-04, 5.610997e-08, 1.122634e-10, 6.700614e-05, 1.752145e-04, 8.334589e-08, 8.371324e-08, 9.360063e-07, 2.575171e-08, 3.326240e-09, 2.070213e-07, 4.096946e-09, 3.709789e-09, 5.943377e-07, 2.332460e-07, 3.399255e-08, 5.511023e-10, 2.648353e-08, 1.720741e-10, 8.502874e-09, 4.346898e-08, 2.150358e-10, 1.677433e-08, 8.260752e-10, 1.105035e-09, 2.781240e-11, -4.540981e-11, 1.171867e-10, -4.239721e-11, 3.815186e-06, 6.526108e-09, 1.167519e-08, 1.385481e-10, 3.684491e-09, 3.485516e-10, -1.215046e-12, 4.025635e-08, 1.206291e-10, 1.198844e-11, -1.157515e-12, 1.400726e-02, 4.548326e+00, 1.553337e+04, 1.567410e+04
2.700000e-03, 3.972953e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796757e+00, 3.461730e+00, 1.351895e+06, 1.740894e+03, 1.740894e+03, 4.700078e+06, 3.542320e-03, 4.763434e-01, 2.185632e-05, -2.478505e-07, 1.963738e-01, 5.952361e-07, -3.429666e-11, -5.526813e-10, 2.759652e-01, 3.248269e-02, 1.486738e-02, 1.397103e-05, 7.152064e-07, 3.002213e-06, 2.012905e-07, 1.539653e-07, 4.410056e-06, 3.715154e-08, 1.334237e-04, 5.571212e-08, 1.076583e-10, 6.700262e-05, 1.739791e-04, 8.296952e-08, 8.314419e-08, 9.348006e-07, 2.557114e-08, 3.304030e-09, 2.056064e-07, 4.068139e-09, 3.735532e-09, 5.901672e-07, 2.316034e-07, 3.374899e-08, 5.477807e-10, 2.648352e-08, 1.706483e-10, 8.413449e-09, 4.364836e-08, 2.170109e-10, 1.708322e-08, 8.185876e-10, 1.094326e-09, 2.836155e-11, -2.493617e-11, 1.247056e-10, -3.113432e-11, 3.774493e-06, 6.456110e-09, 1.156227e-08, 1.372354e-10, 3.648261e-09, 3.450947e-10, -1.186460e-12, 4.025632e-08, 1.191850e-10, 1.184614e-11, -1.181942e-12, 1.400725e-02, 4.548320e+00, 1.553141e+04, 1.567213e+04
2.800000e-03, 4.120082e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796767e+00, 3.461730e+00, 1.314781e+06, 1.740896e+03, 1.740896e+03, 4.700078e+06, 3.542319e-03, 4.763365e-01, 2.185298e-05, -2.002679e-07, 1.963784e-01, 5.951662e-07, -2.689402e-11, -4.394976e-10, 2.759737e-01, 3.247595e-02, 1.487002e-02, 1.397146e-05, 7.152150e-07, 3.002251e-06, 2.012650e-07, 1.539824e-07, 4.391949e-06, 3.690281e-08, 1.325101e-04, 5.531427e-08, 1.030532e-10, 6.699910e-05, 1.727438e-04, 8.259315e-08, 8.257513e-08, 9.335949e-07, 2.539057e-08, 3.281819e-09, 2.041915e-07, 4.039332e-09, 3.761274e-09, 5.859967e-07, 2.299608e-07, 3.350542e-08, 5.444591e-10, 2.648351e-08, 1.692224e-10, 8.324024e-09, 4.382774e-08, 2.189860e-10, 1.739211e-08, 8.111000e-10, 1.083618e-09, 2.891070e-11, -4.462539e-12, 1.322245e-10, -1.987144e-11, 3.733799e-06, 6.386112e-09, 1.144934e-08, 1.359227e-10, 3.612031e-09, 3.416379e-10, -1.157875e-12, 4.025629e-08, 1.177408e-10, 1.170384e-11, -1.206370e-12, 1.400725e-02, 4.548313e+00, 1.552945e+04, 1.567016e+04
2.900000e-03, 4.267211e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796776e+00, 3.461730e+00, 1.278984e+06, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542317e-03, 4.763296e-01, 2.184965e-05, -1.526854e-07, 1.963830e-01, 5.950962e-07, -1.949139e-11, -3.263139e-10, 2.759823e-01, 3.246922e-02, 1.487266e-02, 1.397189e-05, 7.152235e-07, 3.002289e-06, 2.012394e-07, 1.539994e-07, 4.373843e-06, 3.665409e-08, 1.315966e-04, 5.491643e-08, 9.844803e-11, 6.699558e-05, 1.715084e-04, 8.221678e-08, 8.200608e-08, 9.323892e-07, 2.521000e-08, 3.259608e-09, 2.027766e-07, 4.010525e-09, 3.787017e-09, 5.818263e-07, 2.283182e-07, 3.326186e-08, 5.411375e-10, 2.648350e-08, 1.677965e-10, 8.234599e-09, 4.400712e-08, 2.209610e-10, 1.770099e-08, 8.036125e-10, 1.072910e-09, 2.945985e-11, 1.601107e-11, 1.397434e-10, -8.608572e-12, 3.693105e-06, 6.316114e-09, 1.133641e-08, 1.346099e-10, 3.575800e-09, 3.381811e-10, -1.129289e-12, 4.025626e-08, 1.162967e-10, 1.156154e-11, -1.230797e-12, 1.400724e-02, 4.548307e+00, 1.552749e+04, 1.566819e+04
3.000000e-03, 4.414338e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796783e+00, 3.461730e+00, 1.168881e+06, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542314e-03, 4.763241e-01, 2.184554e-05, -1.390030e-07, 1.963867e-01, 5.949982e-07, -1.752968e-11, -2.962099e-10, 2.759899e-01, 3.246331e-02, 1.487460e-02, 1.397117e-05, 7.151624e-07, 3.002277e-06, 2.012070e-07, 1.540185e-07, 4.358714e-06, 3.644699e-08, 1.308454e-04, 5.457992e-08, 9.777666e-11, 6.699204e-05, 1.704682e-04, 8.190399e-08, 8.153390e-08, 9.313321e-07, 2.505766e-08, 3.240999e-09, 2.015977e-07, 3.986156e-09, 3.778470e-09, 5.782937e-07, 2.269271e-07, 3.305401e-08, 5.379805e-10, 2.648347e-08, 1.665807e-10, 8.153277e-09, 4.369512e-08, 2.196705e-10, 1.763832e-08, 7.968859e-10, 1.063337e-09, 2.936567e-11, 2.086206e-11, 1.409726e-10, -5.809667e-12, 3.656980e-06, 6.254033e-09, 1.123076e-08, 1.333592e-10, 3.541971e-09, 3.349729e-10, -1.021156e-12, 4.025621e-08, 1.151884e-10, 1.145736e-11, -1.131949e-12, 1.400723e-02, 4.548302e+00, 1.552558e+04, 1.566626e+04
3.100000e-03, 4.561465e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796789e+00, 3.461730e+00, 1.053509e+06, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542311e-03, 4.763187e-01, 2.184136e-05, -1.282344e-07, 1.963904e-01, 5.948979e-07, -1.603564e-11, -2.732468e-10, 2.759973e-01, 3.245748e-02, 1.487648e-02, 1.397036e-05, 7.150953e-07, 3.002260e-06, 2.011739e-07, 1.540376e-07, 4.343841e-06, 3.624347e-08, 1.301081e-04, 5.424869e-08, 9.744341e-11, 6.698850e-05, 1.694447e-04, 8.159667e-08, 8.107006e-08, 9.302877e-07, 2.490775e-08, 3.222698e-09, 2.004391e-07, 3.962168e-09, 3.766976e-09, 5.748159e-07, 2.255575e-07, 3.284922e-08, 5.348377e-10, 2.648345e-08, 1.653829e-10, 8.072651e-09, 4.334089e-08, 2.180993e-10, 1.754371e-08, 7.902246e-10, 1.053861e-09, 2.921619e-11, 2.437025e-11, 1.416611e-10, -3.738263e-12, 3.621247e-06, 6.192634e-09, 1.112574e-08, 1.321139e-10, 3.508348e-09, 3.317860e-10, -9.061865e-13, 4.025616e-08, 1.141089e-10, 1.135646e-11, -1.022505e-12, 1.400722e-02, 4.548298e+00, 1.552367e+04, 1.566434e+04
3.200000e-03, 4.708592e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796795e+00, 3.461730e+00, 9.393654e+05, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542308e-03, 4.763133e-01, 2.183719e-05, -1.174659e-07, 1.963941e-01, 5.947976e-07, -1.454159e-11, -2.502837e-10, 2.760048e-01, 3.245165e-02, 1.487836e-02, 1.396954e-05, 7.150283e-07, 3.002244e-06, 2.011408e-07, 1.540568e-07, 4.328968e-06, 3.603994e-08, 1.293709e-04, 5.391745e-08, 9.711015e-11, 6.698496e-05, 1.684212e-04, 8.128935e-08, 8.060622e-08, 9.292434e-07, 2.475784e-08, 3.204398e-09, 1.992805e-07, 3.938180e-09, 3.755482e-09, 5.713382e-07, 2.241879e-07, 3.264444e-08, 5.316949e-10, 2.648343e-08, 1.641851e-10, 7.992026e-09, 4.298665e-08, 2.165281e-10, 1.744909e-08, 7.835635e-10, 1.044386e-09, 2.906671e-11, 2.787843e-11, 1.423497e-10, -1.666862e-12, 3.585514e-06, 6.131234e-09, 1.102071e-08, 1.308685e-10, 3.474726e-09, 3.285992e-10, -7.912169e-13, 4.025611e-08, 1.130295e-10, 1.125555e-11, -9.130615e-13, 1.400720e-02, 4.548294e+00, 1.552176e+04, 1.566241e+04
3.300000e-03, 4.855719e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796801e+00, 3.461730e+00, 8.264498e+05, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542305e-03, 4.763078e-01, 2.183301e-05, -1.066974e-07, 1.963979e-01, 5.946972e-07, -1.304755e-11, -2.273207e-10, 2.760123e-01, 3.244581e-02, 1.488024e-02, 1.396872e-05, 7.149612e-07, 3.002227e-06, 2.011078e-07, 1.540760e-07, 4.314096e-06, 3.583642e-08, 1.286336e-04, 5.358622e-08, 9.677690e-11, 6.698142e-05, 1.673978e-04, 8.098203e-08, 8.014238e-08, 9.281991e-07, 2.460794e-08, 3.186098e-09, 1.981219e-07, 3.914193e-09, 3.743988e-09, 5.678604e-07, 2.228183e-07, 3.243966e-08, 5.285520e-10, 2.648340e-08, 1.629873e-10, 7.911400e-09, 4.263242e-08, 2.149569e-10, 1.735448e-08, 7.769023e-10, 1.034911e-09, 2.891723e-11, 3.138660e-11, 1.430382e-10, 4.045344e-13, 3.549782e-06, 6.069835e-09, 1.091569e-08, 1.296231e-10, 3.441103e-09, 3.254124e-10, -6.762475e-13, 4.025606e-08, 1.119501e-10, 1.115465e-11, -8.036181e-13, 1.400719e-02, 4.548290e+00, 1.551985e+04, 1.566049e+04
3.400000e-03, 5.002846e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796807e+00, 3.461730e+00, 7.147624e+05, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542302e-03, 4.763024e-01, 2.182884e-05, -9.592888e-08, 1.964016e-01, 5.945969e-07, -1.155351e-11, -2.043577e-10, 2.760198e-01, 3.243998e-02, 1.488211e-02, 1.396790e-05, 7.148941e-07, 3.002211e-06, 2.010747e-07, 1.540952e-07, 4.299223e-06, 3.563290e-08, 1.278963e-04, 5.325499e-08, 9.644365e-11, 6.697788e-05, 1.663743e-04, 8.067471e-08, 7.967854e-08, 9.271548e-07, 2.445803e-08, 3.167798e-09, 1.969634e-07, 3.890205e-09, 3.732495e-09, 5.643827e-07, 2.214487e-07, 3.223488e-08, 5.254092e-10, 2.648338e-08, 1.617895e-10, 7.830775e-09, 4.227819e-08, 2.133857e-10, 1.725987e-08, 7.702411e-10, 1.025435e-09, 2.876775e-11, 3.489477e-11, 1.437268e-10, 2.475928e-12, 3.514049e-06, 6.008435e-09, 1.081067e-08, 1.283777e-10, 3.407480e-09, 3.222256e-10, -5.612783e-13, 4.025601e-08, 1.108707e-10, 1.105374e-11, -6.941749e-13, 1.400718e-02, 4.548286e+00, 1.551793e+04, 1.565857e+04
3.500000e-03, 5.149973e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796813e+00, 3.461730e+00, 6.043032e+05, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542299e-03, 4.762970e-01, 2.182466e-05, -8.516040e-08, 1.964053e-01, 5.944965e-07, -1.005947e-11, -1.813948e-10, 2.760272e-01, 3.243414e-02, 1.488399e-02, 1.396708e-05, 7.148271e-07, 3.002194e-06, 2.010416e-07, 1.541144e-07, 4.284351e-06, 3.542938e-08, 1.271591e-04, 5.292376e-08, 9.611040e-11, 6.697434e-05, 1.653508e-04, 8.036739e-08, 7.921470e-08, 9.261105e-07, 2.430812e-08, 3.149498e-09, 1.958048e-07, 3.866218e-09, 3.721001e-09, 5.609050e-07, 2.200791e-07, 3.203010e-08, 5.222664e-10, 2.648336e-08, 1.605917e-10, 7.750150e-09, 4.192395e-08, 2.118144e-10, 1.716526e-08, 7.635799e-10, 1.015960e-09, 2.861827e-11, 3.840293e-11, 1.444153e-10, 4.547317e-12, 3.478316e-06, 5.947036e-09, 1.070564e-08, 1.271324e-10, 3.373858e-09, 3.190387e-10, -4.463093e-13, 4.025596e-08, 1.097912e-10, 1.095284e-11, -5.847318e-13, 1.400717e-02, 4.548282e+00, 1.551602e+04, 1.565664e+04
