Distance_PFRC4_(m), Plug_flow_residence_time_PFRC4_(sec), Internal_surface_area_per_unit_distance_PFRC4_(m), Cross-section_area_PFRC4_(m2), External_surface_area_per_unit_distance_PFRC4_(m), Velocity_PFRC4_(m/sec), Exit_mass_flow_rate_PFRC4_(kg/sec), Volumetric_heat_production_rate_PFRC4_(J/m3-sec), Surface_temperature_PFRC4_(K), Heat_loss_rate_PFRC4_(J/m-sec), Temperature_PFRC4_(K), Pressure_PFRC4_(Pa), Mole_fraction_N2_PFRC4_(), Mole_fraction_H2_PFRC4_(), Mole_fraction_H_PFRC4_(), Mole_fraction_O2_PFRC4_(), Mole_fraction_H2O_PFRC4_(), Mole_fraction_OH_PFRC4_(), Mole_fraction_CO_PFRC4_(), Mole_fraction_CO2_PFRC4_(), Mole_fraction_CH4_PFRC4_(), Mole_fraction_CH3_PFRC4_(), Mole_fraction_CH3OH_PFRC4_(), Mole_fraction_CH2O_PFRC4_(), Mole_fraction_HCO_PFRC4_(), Mole_fraction_HOCHO_PFRC4_(), Mole_fraction_C2H6_PFRC4_(), Mole_fraction_C2H5_PFRC4_(), Mole_fraction_C2H4_PFRC4_(), Mole_fraction_C2H3_PFRC4_(), Mole_fraction_CHCHO_PFRC4_(), Mole_fraction_C2H2_PFRC4_(), Mole_fraction_CH3CHO_PFRC4_(), Mole_fraction_C2H3OH_PFRC4_(), Mole_fraction_CH2CO_PFRC4_(), Mole_fraction_HCCOH_PFRC4_(), Mole_fraction_C3H6_PFRC4_(), Mole_fraction_C3H4-P_PFRC4_(), Mole_fraction_C3H4-A_PFRC4_(), Mole_fraction_C3H3_PFRC4_(), Mole_fraction_CCYCCO-T1_PFRC4_(), Mole_fraction_C4H4_PFRC4_(), Mole_fraction_C4H2_PFRC4_(), Mole_fraction_C6H6_PFRC4_(), Mole_fraction_OC5H7O_PFRC4_(), Molecular_weight_PFRC4_(kg/mole), Mass_density_PFRC4_(kg/m3), Unburned_hydrocarbons_PFRC4_(ppm), Volatile_organic_compounds_PFRC4_(ppm)
0.000000e+00, 0.000000e+00, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.709830e-01, 5.192595e-01, -4.796764e+06, 1.740658e+03, 0.000000e+00, 1.740658e+03, 4.700000e+06, 3.541893e-03, 4.761357e-01, 2.160282e-05, 1.080341e-08, 1.965241e-01, 5.884519e-07, 2.763706e-01, 3.217233e-02, 1.491880e-02, 1.385978e-05, 7.083713e-07, 3.000285e-06, 1.993839e-07, 1.549834e-07, 3.687007e-06, 2.737882e-08, 9.789264e-05, 3.971412e-08, 6.674213e-05, 1.242710e-04, 6.806265e-08, 6.078382e-08, 8.802764e-07, 1.825566e-08, 1.487661e-07, 4.175967e-07, 1.635118e-07, 2.352651e-08, 2.648032e-08, 2.432688e-08, 1.009806e-08, 1.833916e-06, 4.025041e-08, 1.400556e-02, 4.548312e+00, 1.539801e+04, 1.553796e+04
1.000000e-04, 5.848683e-04, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.709746e-01, 5.192595e-01, -6.175852e+06, 1.740396e+03, 2.501106e+04, 1.740396e+03, 4.699982e+06, 3.541547e-03, 4.761361e-01, 2.150117e-05, 1.085288e-08, 1.965304e-01, 5.852546e-07, 2.765042e-01, 3.207619e-02, 1.489801e-02, 1.377483e-05, 7.039424e-07, 2.999045e-06, 1.986893e-07, 1.552830e-07, 3.497580e-06, 2.491134e-08, 8.888621e-05, 3.564450e-08, 6.659950e-05, 1.115290e-04, 6.421254e-08, 5.510038e-08, 8.635968e-07, 1.636024e-08, 1.338530e-07, 3.714460e-07, 1.452416e-07, 2.075904e-08, 2.647773e-08, 1.938615e-08, 7.977290e-09, 1.211088e-06, 4.024590e-08, 1.400419e-02, 4.548535e+00, 1.532922e+04, 1.546880e+04
2.000000e-04, 1.169770e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.709633e-01, 5.192595e-01, -6.882064e+06, 1.740093e+03, 2.501106e+04, 1.740093e+03, 4.699982e+06, 3.541163e-03, 4.761818e-01, 2.141539e-05, 1.081993e-08, 1.965047e-01, 5.823125e-07, 2.766010e-01, 3.201161e-02, 1.486017e-02, 1.368358e-05, 6.994016e-07, 2.997882e-06, 1.981414e-07, 1.554792e-07, 3.379254e-06, 2.342967e-08, 8.349726e-05, 3.319315e-08, 6.645705e-05, 1.038578e-04, 6.185650e-08, 5.167507e-08, 8.516315e-07, 1.520713e-08, 1.246816e-07, 3.427803e-07, 1.338702e-07, 1.902122e-08, 2.647486e-08, 1.662502e-08, 6.784233e-09, 7.868593e-07, 4.024097e-08, 1.400267e-02, 4.548835e+00, 1.526220e+04, 1.540144e+04
3.000000e-04, 1.754713e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.709510e-01, 5.192595e-01, -7.164833e+06, 1.739768e+03, 2.501106e+04, 1.739768e+03, 4.699982e+06, 3.540758e-03, 4.762573e-01, 2.134009e-05, 1.078506e-08, 1.964571e-01, 5.795500e-07, 2.766724e-01, 3.196910e-02, 1.481237e-02, 1.358953e-05, 6.948203e-07, 2.996728e-06, 1.976828e-07, 1.556076e-07, 3.303225e-06, 2.253180e-08, 8.026357e-05, 3.170128e-08, 6.631512e-05, 9.921160e-05, 6.038887e-08, 4.958993e-08, 8.424972e-07, 1.449708e-08, 1.189620e-07, 3.247368e-07, 1.267019e-07, 1.791342e-08, 2.647184e-08, 1.503606e-08, 6.091700e-09, 5.075377e-07, 4.023580e-08, 1.400107e-02, 4.549163e+00, 1.519660e+04, 1.533552e+04
4.000000e-04, 2.339698e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.709383e-01, 5.192595e-01, -7.226889e+06, 1.739435e+03, 2.501106e+04, 1.739435e+03, 4.699982e+06, 3.540344e-03, 4.763510e-01, 2.127138e-05, 1.074931e-08, 1.963956e-01, 5.769099e-07, 2.767274e-01, 3.194104e-02, 1.475921e-02, 1.349470e-05, 6.902444e-07, 2.995583e-06, 1.972774e-07, 1.556949e-07, 3.251072e-06, 2.196147e-08, 7.824301e-05, 3.074765e-08, 6.617389e-05, 9.626832e-05, 5.942100e-08, 4.825726e-08, 8.349802e-07, 1.403651e-08, 1.152026e-07, 3.127853e-07, 1.219520e-07, 1.717024e-08, 2.646874e-08, 1.406906e-08, 5.666145e-09, 3.271877e-07, 4.023052e-08, 1.399944e-02, 4.549501e+00, 1.513215e+04, 1.527076e+04
5.000000e-04, 2.924726e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.709255e-01, 5.192595e-01, -7.195244e+06, 1.739101e+03, 2.501106e+04, 1.739101e+03, 4.699982e+06, 3.539928e-03, 4.764550e-01, 2.120667e-05, 1.071319e-08, 1.963260e-01, 5.743533e-07, 2.767721e-01, 3.192200e-02, 1.470358e-02, 1.340026e-05, 6.857011e-07, 2.994445e-06, 1.969015e-07, 1.557590e-07, 3.211237e-06, 2.155968e-08, 7.684542e-05, 3.007203e-08, 6.603345e-05, 9.420339e-05, 5.871032e-08, 4.731219e-08, 8.283278e-07, 1.370518e-08, 1.124709e-07, 3.040827e-07, 1.184982e-07, 1.662538e-08, 2.646563e-08, 1.342788e-08, 5.381649e-09, 2.118785e-07, 4.022523e-08, 1.399779e-02, 4.549841e+00, 1.506867e+04, 1.520697e+04
6.000000e-04, 3.509798e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.709129e-01, 5.192595e-01, -7.123954e+06, 1.738768e+03, 2.501106e+04, 1.738768e+03, 4.699982e+06, 3.539512e-03, 4.765647e-01, 2.114458e-05, 1.067700e-08, 1.962515e-01, 5.718597e-07, 2.768103e-01, 3.190869e-02, 1.464693e-02, 1.330677e-05, 6.812052e-07, 2.993318e-06, 1.965433e-07, 1.558095e-07, 3.177996e-06, 2.124740e-08, 7.577774e-05, 2.954485e-08, 6.589386e-05, 9.260679e-05, 5.813650e-08, 4.657337e-08, 8.221668e-07, 1.344321e-08, 1.102987e-07, 2.971849e-07, 1.157684e-07, 1.619310e-08, 2.646252e-08, 1.296499e-08, 5.175390e-09, 1.401357e-07, 4.021994e-08, 1.399615e-02, 4.550178e+00, 1.500606e+04, 1.514406e+04
7.000000e-04, 4.094913e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.709004e-01, 5.192595e-01, -7.036486e+06, 1.738439e+03, 2.501106e+04, 1.738439e+03, 4.699982e+06, 3.539100e-03, 4.766770e-01, 2.108424e-05, 1.064096e-08, 1.961748e-01, 5.694167e-07, 2.768447e-01, 3.189869e-02, 1.459017e-02, 1.321456e-05, 6.767682e-07, 2.992206e-06, 1.961959e-07, 1.558526e-07, 3.147938e-06, 2.097642e-08, 7.486275e-05, 2.908598e-08, 6.575513e-05, 9.122710e-05, 5.762652e-08, 4.592969e-08, 8.162677e-07, 1.321346e-08, 1.083927e-07, 2.911672e-07, 1.133943e-07, 1.581693e-08, 2.645944e-08, 1.257777e-08, 5.003160e-09, 9.524117e-08, 4.021470e-08, 1.399452e-02, 4.550510e+00, 1.494425e+04, 1.508196e+04
8.000000e-04, 4.680070e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.708881e-01, 5.192595e-01, -6.948702e+06, 1.738113e+03, 2.501106e+04, 1.738113e+03, 4.699982e+06, 3.538692e-03, 4.767899e-01, 2.102513e-05, 1.060519e-08, 1.960972e-01, 5.670159e-07, 2.768769e-01, 3.189047e-02, 1.453373e-02, 1.312372e-05, 6.723936e-07, 2.991112e-06, 1.958553e-07, 1.558920e-07, 3.119400e-06, 2.072453e-08, 7.401661e-05, 2.865949e-08, 6.561728e-05, 8.994833e-05, 5.714637e-08, 4.533049e-08, 8.105269e-07, 1.299929e-08, 1.066187e-07, 2.856029e-07, 1.112048e-07, 1.547099e-08, 2.645639e-08, 1.223062e-08, 4.849249e-09, 6.595772e-08, 4.020950e-08, 1.399290e-02, 4.550837e+00, 1.488321e+04, 1.502061e+04
9.000000e-04, 5.265269e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.708759e-01, 5.192595e-01, -6.874316e+06, 1.737792e+03, 2.501106e+04, 1.737792e+03, 4.699982e+06, 3.538288e-03, 4.769020e-01, 2.096681e-05, 1.056975e-08, 1.960200e-01, 5.646498e-07, 2.769082e-01, 3.188288e-02, 1.447793e-02, 1.303429e-05, 6.680822e-07, 2.990037e-06, 1.955184e-07, 1.559305e-07, 3.091075e-06, 2.047515e-08, 7.317592e-05, 2.823946e-08, 6.548028e-05, 8.868507e-05, 5.667059e-08, 4.473855e-08, 8.048687e-07, 1.278885e-08, 1.048803e-07, 2.801923e-07, 1.090790e-07, 1.513766e-08, 2.645337e-08, 1.190072e-08, 4.703860e-09, 4.343966e-08, 4.020436e-08, 1.399131e-02, 4.551161e+00, 1.482288e+04, 1.495999e+04
1.000000e-03, 5.850539e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.708640e-01, 5.192595e-01, -6.771528e+06, 1.737476e+03, 2.501106e+04, 1.737476e+03, 4.699982e+06, 3.537893e-03, 4.770131e-01, 2.090998e-05, 1.053482e-08, 1.959434e-01, 5.623424e-07, 2.769378e-01, 3.187643e-02, 1.442304e-02, 1.294701e-05, 6.638715e-07, 2.988992e-06, 1.951894e-07, 1.559667e-07, 3.063878e-06, 2.023873e-08, 7.238002e-05, 2.784250e-08, 6.534473e-05, 8.749193e-05, 5.621612e-08, 4.417768e-08, 7.993807e-07, 1.259002e-08, 1.032409e-07, 2.751310e-07, 1.070949e-07, 1.482817e-08, 2.645041e-08, 1.160121e-08, 4.572729e-09, 3.161898e-08, 4.019931e-08, 1.398974e-02, 4.551477e+00, 1.476377e+04, 1.490059e+04
1.100000e-03, 6.435837e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.708522e-01, 5.192595e-01, -6.731676e+06, 1.737163e+03, 2.501106e+04, 1.737163e+03, 4.699982e+06, 3.537500e-03, 4.771236e-01, 2.085373e-05, 1.050010e-08, 1.958671e-01, 5.600581e-07, 2.769669e-01, 3.187030e-02, 1.436851e-02, 1.286058e-05, 6.597012e-07, 2.987959e-06, 1.948637e-07, 1.560019e-07, 3.037192e-06, 2.000801e-08, 7.160446e-05, 2.745535e-08, 6.520977e-05, 8.632944e-05, 5.577114e-08, 4.363033e-08, 7.939626e-07, 1.239606e-08, 1.016418e-07, 2.702041e-07, 1.051647e-07, 1.452728e-08, 2.644747e-08, 1.131219e-08, 4.446431e-09, 2.271108e-08, 4.019430e-08, 1.398819e-02, 4.551792e+00, 1.470514e+04, 1.484168e+04
1.200000e-03, 7.021185e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.708406e-01, 5.192595e-01, -6.582581e+06, 1.736854e+03, 2.501106e+04, 1.736854e+03, 4.699982e+06, 3.537112e-03, 4.772330e-01, 2.079847e-05, 1.046581e-08, 1.957916e-01, 5.578196e-07, 2.769953e-01, 3.186454e-02, 1.431464e-02, 1.277596e-05, 6.556154e-07, 2.986957e-06, 1.945430e-07, 1.560363e-07, 3.011239e-06, 1.978570e-08, 7.085652e-05, 2.708427e-08, 6.507581e-05, 8.521396e-05, 5.534007e-08, 4.310415e-08, 7.886762e-07, 1.221066e-08, 1.001123e-07, 2.655226e-07, 1.033321e-07, 1.424326e-08, 2.644458e-08, 1.104283e-08, 4.329464e-09, 1.689097e-08, 4.018935e-08, 1.398666e-02, 4.552103e+00, 1.464735e+04, 1.478359e+04
1.300000e-03, 7.606600e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.708291e-01, 5.192595e-01, -6.457694e+06, 1.736551e+03, 2.501106e+04, 1.736551e+03, 4.699982e+06, 3.536731e-03, 4.773404e-01, 2.074438e-05, 1.043200e-08, 1.957174e-01, 5.556292e-07, 2.770230e-01, 3.185902e-02, 1.426172e-02, 1.269316e-05, 6.516175e-07, 2.985982e-06, 1.942289e-07, 1.560696e-07, 2.986017e-06, 1.957088e-08, 7.013410e-05, 2.672636e-08, 6.494321e-05, 8.413826e-05, 5.492210e-08, 4.259600e-08, 7.835180e-07, 1.203193e-08, 9.863728e-08, 2.610191e-07, 1.015701e-07, 1.397059e-08, 2.644173e-08, 1.078639e-08, 4.218338e-09, 1.282030e-08, 4.018448e-08, 1.398515e-02, 4.552408e+00, 1.459064e+04, 1.472661e+04
1.400000e-03, 8.192082e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.708178e-01, 5.192595e-01, -6.352068e+06, 1.736253e+03, 2.501106e+04, 1.736253e+03, 4.699982e+06, 3.536358e-03, 4.774461e-01, 2.069142e-05, 1.039869e-08, 1.956444e-01, 5.534860e-07, 2.770500e-01, 3.185376e-02, 1.420973e-02, 1.261217e-05, 6.477057e-07, 2.985032e-06, 1.939212e-07, 1.561020e-07, 2.961513e-06, 1.936341e-08, 6.943673e-05, 2.638138e-08, 6.481193e-05, 8.310159e-05, 5.451698e-08, 4.210554e-08, 7.784856e-07, 1.185976e-08, 9.721560e-08, 2.566904e-07, 9.987711e-08, 1.370907e-08, 2.643894e-08, 1.054263e-08, 4.112944e-09, 1.046688e-08, 4.017970e-08, 1.398367e-02, 4.552708e+00, 1.453501e+04, 1.467070e+04
1.500000e-03, 8.777564e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.708065e-01, 5.192595e-01, -6.353527e+06, 1.735955e+03, 2.501106e+04, 1.735955e+03, 4.699982e+06, 3.535985e-03, 4.775518e-01, 2.063847e-05, 1.036538e-08, 1.955714e-01, 5.513434e-07, 2.770770e-01, 3.184850e-02, 1.415775e-02, 1.253119e-05, 6.437948e-07, 2.984082e-06, 1.936136e-07, 1.561344e-07, 2.937015e-06, 1.915598e-08, 6.873952e-05, 2.603646e-08, 6.468067e-05, 8.206514e-05, 5.411196e-08, 4.161518e-08, 7.734542e-07, 1.168763e-08, 9.579422e-08, 2.523625e-07, 9.818452e-08, 1.344760e-08, 2.643615e-08, 1.029892e-08, 4.007573e-09, 8.113967e-09, 4.017492e-08, 1.398220e-02, 4.553009e+00, 1.447940e+04, 1.461480e+04
1.600000e-03, 9.363082e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.707954e-01, 5.192595e-01, -6.343251e+06, 1.735660e+03, 2.501106e+04, 1.735660e+03, 4.699982e+06, 3.535615e-03, 4.776564e-01, 2.058616e-05, 1.033237e-08, 1.954992e-01, 5.492298e-07, 2.771036e-01, 3.184333e-02, 1.410628e-02, 1.245137e-05, 6.399388e-07, 2.983151e-06, 1.933093e-07, 1.561664e-07, 2.912889e-06, 1.895239e-08, 6.805458e-05, 2.569897e-08, 6.455016e-05, 8.105017e-05, 5.371363e-08, 4.113460e-08, 7.684997e-07, 1.151950e-08, 9.440519e-08, 2.481461e-07, 9.653582e-08, 1.319363e-08, 2.643338e-08, 1.006323e-08, 3.905983e-09, 6.206651e-09, 4.017018e-08, 1.398074e-02, 4.553307e+00, 1.442436e+04, 1.455949e+04
1.700000e-03, 9.948662e-03, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.707843e-01, 5.192595e-01, -6.237881e+06, 1.735370e+03, 2.501106e+04, 1.735370e+03, 4.699982e+06, 3.535252e-03, 4.777593e-01, 2.053491e-05, 1.029985e-08, 1.954281e-01, 5.471645e-07, 2.771298e-01, 3.183831e-02, 1.405565e-02, 1.237347e-05, 6.361739e-07, 2.982252e-06, 1.930105e-07, 1.561979e-07, 2.889379e-06, 1.875518e-08, 6.739001e-05, 2.537379e-08, 6.442085e-05, 8.007087e-05, 5.332642e-08, 4.067024e-08, 7.636728e-07, 1.135803e-08, 9.306987e-08, 2.441146e-07, 9.496004e-08, 1.295211e-08, 2.643067e-08, 9.840860e-09, 3.810682e-09, 5.042006e-09, 4.016552e-08, 1.397930e-02, 4.553600e+00, 1.437029e+04, 1.450513e+04
1.800000e-03, 1.053424e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.707733e-01, 5.192595e-01, -6.233033e+06, 1.735080e+03, 2.501106e+04, 1.735080e+03, 4.699982e+06, 3.534888e-03, 4.778622e-01, 2.048367e-05, 1.026733e-08, 1.953570e-01, 5.450996e-07, 2.771559e-01, 3.183329e-02, 1.400503e-02, 1.229559e-05, 6.324097e-07, 2.981354e-06, 1.927117e-07, 1.562293e-07, 2.865874e-06, 1.855801e-08, 6.672558e-05, 2.504867e-08, 6.429156e-05, 7.909176e-05, 5.293929e-08, 4.020598e-08, 7.588469e-07, 1.119659e-08, 9.173483e-08, 2.400840e-07, 9.338459e-08, 1.271064e-08, 2.642795e-08, 9.618538e-09, 3.715400e-09, 3.877602e-09, 4.016086e-08, 1.397786e-02, 4.553894e+00, 1.431622e+04, 1.445079e+04
1.900000e-03, 1.111990e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.707625e-01, 5.192596e-01, -6.139182e+06, 1.734796e+03, 2.501106e+04, 1.734796e+03, 4.699982e+06, 3.534533e-03, 4.779628e-01, 2.043370e-05, 1.023542e-08, 1.952875e-01, 5.430914e-07, 2.771814e-01, 3.182842e-02, 1.395548e-02, 1.221994e-05, 6.287524e-07, 2.980490e-06, 1.924198e-07, 1.562600e-07, 2.843105e-06, 1.836818e-08, 6.608504e-05, 2.473729e-08, 6.416382e-05, 7.815291e-05, 5.256520e-08, 3.976010e-08, 7.541691e-07, 1.104245e-08, 9.045857e-08, 2.362502e-07, 9.188650e-08, 1.248206e-08, 2.642529e-08, 9.409882e-09, 3.626450e-09, 3.144157e-09, 4.015630e-08, 1.397646e-02, 4.554181e+00, 1.426336e+04, 1.439767e+04
2.000000e-03, 1.170559e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.707518e-01, 5.192596e-01, -6.080121e+06, 1.734514e+03, 2.501106e+04, 1.734514e+03, 4.699982e+06, 3.534180e-03, 4.780628e-01, 2.038415e-05, 1.020370e-08, 1.952185e-01, 5.411016e-07, 2.772066e-01, 3.182360e-02, 1.390628e-02, 1.214502e-05, 6.251296e-07, 2.979637e-06, 1.921301e-07, 1.562905e-07, 2.820573e-06, 1.818072e-08, 6.545219e-05, 2.443032e-08, 6.403660e-05, 7.722698e-05, 5.219530e-08, 3.932012e-08, 7.495391e-07, 1.089064e-08, 8.920118e-08, 2.324796e-07, 9.041320e-08, 1.225761e-08, 2.642266e-08, 9.205598e-09, 3.539524e-09, 2.547816e-09, 4.015176e-08, 1.397506e-02, 4.554468e+00, 1.421090e+04, 1.434493e+04
2.100000e-03, 1.229129e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.707411e-01, 5.192596e-01, -6.079734e+06, 1.734232e+03, 2.501106e+04, 1.734232e+03, 4.699982e+06, 3.533829e-03, 4.781624e-01, 2.033481e-05, 1.017209e-08, 1.951498e-01, 5.391215e-07, 2.772318e-01, 3.181881e-02, 1.385726e-02, 1.207049e-05, 6.215253e-07, 2.978791e-06, 1.918415e-07, 1.563209e-07, 2.798164e-06, 1.799449e-08, 6.482331e-05, 2.412566e-08, 6.390964e-05, 7.630779e-05, 5.182759e-08, 3.888323e-08, 7.449343e-07, 1.074006e-08, 8.795370e-08, 2.287420e-07, 8.895289e-08, 1.203532e-08, 2.642003e-08, 9.003549e-09, 3.453628e-09, 1.993790e-09, 4.014724e-08, 1.397367e-02, 4.554753e+00, 1.415864e+04, 1.429240e+04
2.200000e-03, 1.287707e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.707306e-01, 5.192596e-01, -5.957813e+06, 1.733957e+03, 2.501106e+04, 1.733957e+03, 4.699982e+06, 3.533485e-03, 4.782598e-01, 2.028675e-05, 1.014108e-08, 1.950825e-01, 5.371983e-07, 2.772564e-01, 3.181414e-02, 1.380928e-02, 1.199820e-05, 6.180281e-07, 2.977981e-06, 1.915597e-07, 1.563506e-07, 2.776477e-06, 1.781547e-08, 6.421769e-05, 2.383456e-08, 6.378421e-05, 7.542822e-05, 5.147261e-08, 3.846443e-08, 7.404771e-07, 1.059670e-08, 8.676454e-08, 2.251996e-07, 8.756919e-08, 1.182579e-08, 2.641746e-08, 8.814732e-09, 3.373832e-09, 1.693533e-09, 4.014282e-08, 1.397231e-02, 4.555033e+00, 1.410756e+04, 1.424105e+04
2.300000e-03, 1.346284e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.707201e-01, 5.192596e-01, -5.924684e+06, 1.733682e+03, 2.501106e+04, 1.733682e+03, 4.699982e+06, 3.533141e-03, 4.783572e-01, 2.023869e-05, 1.011007e-08, 1.950153e-01, 5.352754e-07, 2.772809e-01, 3.180948e-02, 1.376132e-02, 1.192594e-05, 6.145316e-07, 2.977170e-06, 1.912780e-07, 1.563802e-07, 2.754794e-06, 1.763648e-08, 6.361219e-05, 2.354352e-08, 6.365881e-05, 7.454883e-05, 5.111771e-08, 3.804571e-08, 7.360208e-07, 1.045338e-08, 8.557561e-08, 2.216578e-07, 8.618575e-08, 1.161631e-08, 2.641489e-08, 8.625952e-09, 3.294052e-09, 1.393335e-09, 4.013839e-08, 1.397096e-02, 4.555313e+00, 1.405648e+04, 1.418971e+04
