Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.933286e-01, 1.766800e-01, 3.700891e+07, 1.823864e+03, 0.000000e+00, 1.823864e+03, 4.700000e+06, 2.736865e-01, 3.350301e-05, 8.485357e-06, 2.663150e-06, 3.122243e-01, 2.591566e-05, 1.053600e-02, 3.090520e-01, 9.038375e-02, 2.693862e-07, 2.551742e-06, 8.975872e-07, 7.926710e-04, 1.690987e-07, 2.060701e-04, 6.519426e-08, 3.588972e-06, 2.593583e-06, 3.334581e-07, 1.230699e-08, 3.037648e-03, 1.566997e-08, 1.909270e-02, 5.917498e+00, 1.256706e+04, 1.257667e+04
1.350069e-01, 2.363752e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.933351e-01, 1.766800e-01, -1.947705e+07, 1.823869e+03, 2.501106e+04, 1.823869e+03, 4.700003e+06, 2.737025e-01, 3.327702e-05, 2.157104e-06, 2.644053e-06, 3.122226e-01, 2.571486e-05, 1.052349e-02, 3.090643e-01, 9.037688e-02, 2.675778e-07, 2.538402e-06, 8.885491e-07, 7.926495e-04, 1.677954e-07, 2.057964e-04, 6.423758e-08, 3.488218e-06, 2.561539e-06, 3.333192e-07, 1.230745e-08, 3.037588e-03, 1.539719e-08, 1.909232e-02, 5.917367e+00, 1.255355e+04, 1.256307e+04
1.350512e-01, 1.746293e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.933151e-01, 1.766800e-01, -3.709200e+07, 1.823457e+03, 2.501106e+04, 1.823457e+03, 4.700003e+06, 2.738488e-01, 3.310118e-05, 6.497895e-10, 2.625130e-06, 3.121412e-01, 2.537853e-05, 1.044515e-02, 3.091448e-01, 9.031616e-02, 2.665291e-07, 2.523977e-06, 8.755783e-07, 7.902565e-04, 1.664126e-07, 2.051976e-04, 6.363042e-08, 3.441774e-06, 2.521395e-06, 3.314529e-07, 1.230979e-08, 3.037108e-03, 1.504761e-08, 1.908930e-02, 5.917770e+00, 1.246880e+04, 1.247821e+04
1.359185e-01, 3.132928e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.930465e-01, 1.766800e-01, -2.288112e+07, 1.817169e+03, 2.501106e+04, 1.817169e+03, 4.700003e+06, 2.765267e-01, 3.163548e-05, 1.051155e-10, 2.435391e-06, 3.103446e-01, 2.148991e-05, 9.338668e-03, 3.102020e-01, 8.966984e-02, 2.599818e-07, 2.405393e-06, 7.405482e-07, 6.485501e-04, 1.344867e-07, 1.757552e-04, 5.278995e-08, 2.832965e-06, 2.122976e-06, 2.611273e-07, 1.235069e-08, 3.029409e-03, 1.320625e-08, 1.904091e-02, 5.923194e+00, 1.101482e+04, 1.102303e+04
1.390824e-01, 1.394110e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.924590e-01, 1.766800e-01, -1.292984e+07, 1.803131e+03, 2.501106e+04, 1.803131e+03, 4.700003e+06, 2.827161e-01, 2.847419e-05, 7.629893e-11, 2.047984e-06, 3.060682e-01, 1.405446e-05, 6.929019e-03, 3.124859e-01, 8.837475e-02, 2.449756e-07, 2.189900e-06, 4.806452e-07, 2.787411e-04, 5.650548e-08, 8.490090e-05, 2.486527e-08, 1.483921e-06, 1.257953e-06, 1.022429e-07, 1.246203e-08, 3.012045e-03, 8.588108e-09, 1.893178e-02, 5.935093e+00, 7.673493e+03, 7.679151e+03
1.466095e-01, 3.972129e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.915774e-01, 1.766800e-01, -5.505105e+06, 1.786225e+03, 2.501106e+04, 1.786225e+03, 4.700003e+06, 2.896962e-01, 2.500021e-05, 5.164359e-11, 1.661821e-06, 3.014433e-01, 6.966038e-06, 4.002770e-03, 3.146861e-01, 8.705059e-02, 2.270951e-07, 2.006463e-06, 2.393829e-07, 6.734710e-05, 1.328038e-08, 2.364839e-05, 6.736303e-09, 4.622872e-07, 5.715233e-07, 2.213942e-08, 1.259699e-08, 2.992827e-03, 4.358313e-09, 1.881098e-02, 5.953038e+00, 4.192693e+03, 4.196365e+03
1.470000e-01, 4.106049e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.915444e-01, 1.766800e-01, -5.299714e+06, 1.785653e+03, 2.501106e+04, 1.785653e+03, 4.700003e+06, 2.899239e-01, 2.488880e-05, 5.096495e-11, 1.650090e-06, 3.012952e-01, 6.759564e-06, 3.904383e-03, 3.147518e-01, 8.700992e-02, 2.264965e-07, 2.001512e-06, 2.324359e-07, 6.338505e-05, 1.248727e-08, 2.236456e-05, 6.364517e-09, 4.388414e-07, 5.533764e-07, 2.076074e-08, 1.260142e-08, 2.992207e-03, 4.235673e-09, 1.880708e-02, 5.953712e+00, 4.083558e+03, 4.087178e+03
1.565594e-01, 7.388605e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.909458e-01, 1.766800e-01, -2.535677e+06, 1.775901e+03, 2.501106e+04, 1.775901e+03, 4.700003e+06, 2.937014e-01, 2.305641e-05, 4.069267e-11, 1.462686e-06, 2.988540e-01, 3.573145e-06, 2.255334e-03, 3.157889e-01, 8.636326e-02, 2.164411e-07, 1.928703e-06, 1.256942e-07, 1.759976e-05, 3.410377e-09, 6.739847e-06, 1.886305e-09, 1.409792e-07, 2.840217e-07, 5.419697e-09, 1.267442e-08, 2.981988e-03, 2.315691e-09, 1.874286e-02, 5.965961e+00, 2.307879e+03, 2.310735e+03
1.590000e-01, 8.227631e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.908368e-01, 1.766800e-01, -2.147634e+06, 1.774261e+03, 2.501106e+04, 1.774261e+03, 4.700003e+06, 2.943123e-01, 2.275974e-05, 3.918502e-11, 1.433381e-06, 2.984611e-01, 3.100951e-06, 1.986668e-03, 3.159466e-01, 8.626476e-02, 2.147706e-07, 1.918564e-06, 1.099429e-07, 1.324555e-05, 2.559533e-09, 5.142533e-06, 1.435227e-09, 1.087214e-07, 2.456284e-07, 4.037572e-09, 1.268627e-08, 2.980351e-03, 2.023893e-09, 1.873256e-02, 5.968198e+00, 2.026771e+03, 2.029519e+03
1.710000e-01, 1.235671e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.904373e-01, 1.766800e-01, -5.668302e+05, 1.768690e+03, 2.501106e+04, 1.768690e+03, 4.700003e+06, 2.962967e-01, 2.176110e-05, 3.447038e-11, 1.337643e-06, 2.971846e-01, 1.655183e-06, 1.114894e-03, 3.164315e-01, 8.596478e-02, 2.089847e-07, 1.888797e-06, 6.180292e-08, 3.764747e-06, 7.227419e-10, 1.531154e-06, 4.243416e-10, 3.355719e-08, 1.300484e-07, 1.109454e-09, 1.272648e-08, 2.975080e-03, 1.110380e-09, 1.869944e-02, 5.976406e+00, 1.127211e+03, 1.129637e+03
1.830000e-01, 1.649044e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.901669e-01, 1.766800e-01, -5.574109e+05, 1.765415e+03, 2.501106e+04, 1.765415e+03, 4.700003e+06, 2.973499e-01, 2.122656e-05, 3.205305e-11, 1.286992e-06, 2.965030e-01, 9.482426e-07, 6.576781e-04, 3.166603e-01, 8.582932e-02, 2.059482e-07, 1.875183e-06, 3.830835e-08, 1.237110e-06, 2.355629e-10, 5.168552e-07, 1.421100e-10, 1.156115e-08, 7.438667e-08, 3.582138e-10, 1.275169e-08, 2.972338e-03, 6.481777e-10, 1.868220e-02, 5.981975e+00, 6.621582e+02, 6.644301e+02
1.950000e-01, 2.062751e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.899609e-01, 1.766800e-01, -3.332773e+05, 1.763252e+03, 2.501106e+04, 1.763252e+03, 4.700003e+06, 2.979566e-01, 2.087400e-05, 3.057216e-11, 1.254791e-06, 2.961051e-01, 5.672405e-07, 4.008740e-04, 3.167703e-01, 8.577083e-02, 2.038769e-07, 1.868189e-06, 2.565676e-08, 4.434975e-07, 8.414184e-11, 1.885420e-07, 5.164750e-11, 4.272195e-09, 4.456447e-08, 1.272085e-10, 1.277061e-08, 2.970804e-03, 3.934530e-10, 1.867256e-02, 5.986226e+00, 4.027142e+02, 4.049036e+02
2.070000e-01, 2.476726e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.897895e-01, 1.766800e-01, -1.938367e+05, 1.761680e+03, 2.501106e+04, 1.761680e+03, 4.700003e+06, 2.983258e-01, 2.062254e-05, 2.956583e-11, 1.232427e-06, 2.958577e-01, 3.506213e-07, 2.510986e-04, 3.168181e-01, 8.575282e-02, 2.023764e-07, 1.864406e-06, 1.847029e-08, 1.697841e-07, 3.213271e-11, 7.307519e-08, 1.996738e-11, 1.670912e-09, 2.763793e-08, 4.851026e-11, 1.278645e-08, 2.969912e-03, 2.462781e-10, 1.866695e-02, 5.989766e+00, 2.519384e+02, 2.540811e+02
2.190000e-01, 2.890930e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.896379e-01, 1.766800e-01, -1.138977e+05, 1.760443e+03, 2.501106e+04, 1.760443e+03, 4.700003e+06, 2.985613e-01, 2.042588e-05, 2.881409e-11, 1.215402e-06, 2.956950e-01, 2.234532e-07, 1.616858e-04, 3.168311e-01, 8.575742e-02, 2.011807e-07, 1.862317e-06, 1.425795e-08, 6.918214e-08, 1.306106e-11, 3.005828e-08, 8.191729e-12, 6.912163e-10, 1.770124e-08, 1.977703e-11, 1.280063e-08, 2.969380e-03, 1.588515e-10, 1.866361e-02, 5.992901e+00, 1.621092e+02, 1.642242e+02
2.310000e-01, 3.305341e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.894979e-01, 1.766800e-01, -9.730342e+04, 1.759401e+03, 2.501106e+04, 1.759401e+03, 4.700003e+06, 2.987190e-01, 2.025936e-05, 2.820259e-11, 1.201361e-06, 2.955815e-01, 1.471218e-07, 1.074937e-04, 3.168241e-01, 8.577514e-02, 2.001455e-07, 1.861167e-06, 1.173737e-08, 2.929059e-08, 5.255175e-12, 1.300650e-08, 3.334796e-12, 2.794955e-10, 1.173833e-08, 8.244258e-12, 1.281382e-08, 2.969057e-03, 1.060401e-10, 1.866158e-02, 5.995800e+00, 1.077260e+02, 1.098242e+02
2.430000e-01, 3.719948e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.893647e-01, 1.766800e-01, -1.696663e+04, 1.758475e+03, 2.501106e+04, 1.758475e+03, 4.700003e+06, 2.988302e-01, 2.010842e-05, 2.768051e-11, 1.188960e-06, 2.954973e-01, 1.010677e-07, 7.428661e-05, 3.168051e-01, 8.580070e-02, 1.991823e-07, 1.860571e-06, 1.022310e-08, 1.404061e-08, 2.745928e-12, 6.200714e-09, 1.768887e-12, 1.556609e-10, 8.124235e-09, 4.117909e-12, 1.282636e-08, 2.968860e-03, 7.365527e-11, 1.866034e-02, 5.998559e+00, 7.442849e+01, 7.651634e+01
2.550000e-01, 4.134742e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.892358e-01, 1.766800e-01, -3.198798e+04, 1.757619e+03, 2.501106e+04, 1.757619e+03, 4.700003e+06, 2.989135e-01, 1.996782e-05, 2.720414e-11, 1.177605e-06, 2.954309e-01, 7.257086e-08, 5.377527e-05, 3.167789e-01, 8.583097e-02, 1.982705e-07, 1.860287e-06, 9.295004e-09, 7.397419e-09, 1.379400e-12, 3.276384e-09, 8.812799e-13, 7.449189e-11, 5.894499e-09, 2.164611e-12, 1.283846e-08, 2.968738e-03, 5.371770e-11, 1.865958e-02, 6.001232e+00, 5.386935e+01, 5.595056e+01
2.670000e-01, 4.549720e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.891095e-01, 1.766800e-01, -1.683943e+04, 1.756807e+03, 2.501106e+04, 1.756807e+03, 4.700003e+06, 2.989796e-01, 1.983227e-05, 2.676052e-11, 1.166828e-06, 2.953752e-01, 5.497783e-08, 4.102175e-05, 3.167482e-01, 8.586416e-02, 1.973761e-07, 1.860195e-06, 8.730451e-09, 4.356564e-09, 8.083710e-13, 1.939182e-09, 5.181445e-13, 4.377247e-11, 4.515359e-09, 1.292079e-12, 1.285022e-08, 2.968663e-03, 4.132416e-11, 1.865910e-02, 6.003855e+00, 4.108941e+01, 4.316629e+01
2.790000e-01, 4.964877e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.889847e-01, 1.766800e-01, -4.073274e+03, 1.756021e+03, 2.501106e+04, 1.756021e+03, 4.700003e+06, 2.990352e-01, 1.970018e-05, 2.633809e-11, 1.156439e-06, 2.953262e-01, 4.400888e-08, 3.305842e-05, 3.167148e-01, 8.589916e-02, 1.964945e-07, 1.860220e-06, 8.387087e-09, 2.799614e-09, 5.192303e-13, 1.254867e-09, 3.353243e-13, 2.872294e-11, 3.655431e-09, 8.446543e-13, 1.286171e-08, 2.968615e-03, 3.359026e-11, 1.865881e-02, 6.006447e+00, 3.311060e+01, 3.518454e+01
2.910000e-01, 5.380213e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.888609e-01, 1.766800e-01, 9.375711e+03, 1.755251e+03, 2.501106e+04, 1.755251e+03, 4.700003e+06, 2.990843e-01, 1.957042e-05, 2.593056e-11, 1.146311e-06, 2.952813e-01, 3.712307e-08, 2.807217e-05, 3.166797e-01, 8.593530e-02, 1.956211e-07, 1.860317e-06, 8.180238e-09, 2.000518e-09, 3.676218e-13, 9.041811e-10, 2.392818e-13, 2.064721e-11, 3.116299e-09, 6.106288e-13, 1.287297e-08, 2.968586e-03, 2.875182e-11, 1.865862e-02, 6.009021e+00, 2.811515e+01, 3.018701e+01
3.030000e-01, 5.795727e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.887377e-01, 1.766800e-01, 3.850290e+04, 1.754492e+03, 2.501106e+04, 1.754492e+03, 4.700003e+06, 2.991293e-01, 1.944217e-05, 2.553454e-11, 1.136364e-06, 2.952389e-01, 3.279286e-08, 2.494828e-05, 3.166434e-01, 8.597217e-02, 1.947520e-07, 1.860457e-06, 8.059064e-09, 1.503193e-09, 2.977658e-13, 6.600960e-10, 1.907659e-13, 1.910784e-11, 2.778072e-09, 5.004942e-13, 1.288402e-08, 2.968568e-03, 2.572401e-11, 1.865851e-02, 6.011585e+00, 2.498544e+01, 2.705577e+01
3.150000e-01, 6.211417e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.886149e-01, 1.766800e-01, -1.250997e+05, 1.753739e+03, 2.501106e+04, 1.753739e+03, 4.700003e+06, 2.991717e-01, 1.931708e-05, 2.514883e-11, 1.126658e-06, 2.951981e-01, 3.001187e-08, 2.299590e-05, 3.166065e-01, 8.600953e-02, 1.939082e-07, 1.860627e-06, 7.989689e-09, 1.305027e-09, 2.906844e-13, 5.417096e-10, 1.799285e-13, 1.857837e-11, 2.560283e-09, 4.696443e-13, 1.289488e-08, 2.968556e-03, 2.377354e-11, 1.865843e-02, 6.014143e+00, 2.302965e+01, 2.509879e+01
3.270000e-01, 6.627284e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.884926e-01, 1.766800e-01, -9.220608e+04, 1.752991e+03, 2.501106e+04, 1.752991e+03, 4.700003e+06, 2.992126e-01, 1.919130e-05, 2.476902e-11, 1.116981e-06, 2.951584e-01, 2.823171e-08, 2.178066e-05, 3.165691e-01, 8.604715e-02, 1.930480e-07, 1.860811e-06, 7.953910e-09, 1.212011e-09, 2.443699e-13, 5.334929e-10, 1.557757e-13, 1.444343e-11, 2.423939e-09, 4.038687e-13, 1.290556e-08, 2.968549e-03, 2.260734e-11, 1.865839e-02, 6.016693e+00, 2.181242e+01, 2.388058e+01
3.390000e-01, 7.043328e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.883701e-01, 1.766800e-01, 1.648044e+05, 1.752245e+03, 2.501106e+04, 1.752245e+03, 4.700003e+06, 2.992524e-01, 1.906455e-05, 2.439370e-11, 1.107305e-06, 2.951192e-01, 2.712188e-08, 2.104668e-05, 3.165314e-01, 8.608507e-02, 1.921707e-07, 1.861005e-06, 7.940566e-09, 1.019784e-09, 1.741248e-13, 5.038867e-10, 1.202406e-13, 5.016348e-12, 2.341974e-09, 2.657856e-13, 1.291607e-08, 2.968545e-03, 2.196408e-11, 1.865836e-02, 6.019247e+00, 2.107686e+01, 2.314416e+01
3.510000e-01, 7.459548e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.882479e-01, 1.766800e-01, 4.199859e+04, 1.751501e+03, 2.501106e+04, 1.751501e+03, 4.700003e+06, 2.992917e-01, 1.894179e-05, 2.402818e-11, 1.097881e-06, 2.950805e-01, 2.637734e-08, 2.061338e-05, 3.164935e-01, 8.612311e-02, 1.913322e-07, 1.861209e-06, 7.940030e-09, 1.029143e-09, 1.871716e-13, 4.805451e-10, 1.251327e-13, 1.008985e-11, 2.286103e-09, 3.148905e-13, 1.292641e-08, 2.968543e-03, 2.150649e-11, 1.865835e-02, 6.021800e+00, 2.064280e+01, 2.270934e+01
3.630000e-01, 7.875945e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.881257e-01, 1.766800e-01, 1.704963e+04, 1.750757e+03, 2.501106e+04, 1.750757e+03, 4.700003e+06, 2.993305e-01, 1.881898e-05, 2.366726e-11, 1.088497e-06, 2.950419e-01, 2.589907e-08, 2.037574e-05, 3.164554e-01, 8.616128e-02, 1.904876e-07, 1.861418e-06, 7.948385e-09, 9.944415e-10, 1.827557e-13, 4.618533e-10, 1.222350e-13, 1.076527e-11, 2.252080e-09, 3.133284e-13, 1.293659e-08, 2.968541e-03, 2.126522e-11, 1.865834e-02, 6.024355e+00, 2.040458e+01, 2.247043e+01
3.750000e-01, 8.292518e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.880035e-01, 1.766800e-01, 5.669969e+01, 1.750014e+03, 2.501106e+04, 1.750014e+03, 4.700003e+06, 2.993692e-01, 1.869674e-05, 2.331150e-11, 1.079181e-06, 2.950035e-01, 2.558773e-08, 2.026429e-05, 3.164171e-01, 8.619956e-02, 1.896444e-07, 1.861629e-06, 7.962429e-09, 9.771902e-10, 1.793198e-13, 4.548336e-10, 1.204331e-13, 1.099530e-11, 2.231423e-09, 3.102033e-13, 1.294661e-08, 2.968541e-03, 2.114972e-11, 1.865834e-02, 6.026911e+00, 2.029277e+01, 2.235796e+01
3.870000e-01, 8.709268e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.878813e-01, 1.766800e-01, 9.465093e+03, 1.749272e+03, 2.501106e+04, 1.749272e+03, 4.700003e+06, 2.994077e-01, 1.857520e-05, 2.296106e-11, 1.069941e-06, 2.949651e-01, 2.538464e-08, 2.023654e-05, 3.163788e-01, 8.623791e-02, 1.888035e-07, 1.861842e-06, 7.980202e-09, 9.578344e-10, 1.754317e-13, 4.490945e-10, 1.185919e-13, 1.070202e-11, 2.219527e-09, 3.020624e-13, 1.295648e-08, 2.968541e-03, 2.111897e-11, 1.865834e-02, 6.029469e+00, 2.026476e+01, 2.232932e+01
3.990000e-01, 9.126195e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.877592e-01, 1.766800e-01, 7.843648e+03, 1.748530e+03, 2.501106e+04, 1.748530e+03, 4.700003e+06, 2.994461e-01, 1.845440e-05, 2.261577e-11, 1.060777e-06, 2.949268e-01, 2.525162e-08, 2.026391e-05, 3.163404e-01, 8.627633e-02, 1.879662e-07, 1.862057e-06, 8.000443e-09, 9.504828e-10, 1.737207e-13, 4.481521e-10, 1.181272e-13, 1.078303e-11, 2.213179e-09, 2.993245e-13, 1.296619e-08, 2.968541e-03, 2.113940e-11, 1.865834e-02, 6.032028e+00, 2.029199e+01, 2.235592e+01
4.110000e-01, 9.543299e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.876370e-01, 1.766800e-01, 9.148758e+03, 1.747788e+03, 2.501106e+04, 1.747788e+03, 4.700003e+06, 2.994845e-01, 1.833429e-05, 2.227543e-11, 1.051685e-06, 2.948884e-01, 2.516434e-08, 2.032784e-05, 3.163019e-01, 8.631482e-02, 1.871317e-07, 1.862272e-06, 8.022327e-09, 9.450084e-10, 1.724443e-13, 4.478735e-10, 1.178508e-13, 1.079813e-11, 2.210523e-09, 2.967098e-13, 1.297576e-08, 2.968542e-03, 2.119554e-11, 1.865834e-02, 6.034589e+00, 2.035582e+01, 2.241915e+01
4.230000e-01, 9.960580e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.875149e-01, 1.766800e-01, 9.201610e+03, 1.747047e+03, 2.501106e+04, 1.747047e+03, 4.700003e+06, 2.995229e-01, 1.821486e-05, 2.193994e-11, 1.042663e-06, 2.948501e-01, 2.510712e-08, 2.041627e-05, 3.162634e-01, 8.635336e-02, 1.863002e-07, 1.862489e-06, 8.045327e-09, 9.400541e-10, 1.712113e-13, 4.482073e-10, 1.177115e-13, 1.076474e-11, 2.210293e-09, 2.940011e-13, 1.298518e-08, 2.968543e-03, 2.127551e-11, 1.865835e-02, 6.037152e+00, 2.044418e+01, 2.250692e+01
4.350000e-01, 1.037804e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.873927e-01, 1.766800e-01, 8.150244e+03, 1.746305e+03, 2.501106e+04, 1.746305e+03, 4.700003e+06, 2.995613e-01, 1.809610e-05, 2.160925e-11, 1.033711e-06, 2.948117e-01, 2.506990e-08, 2.052149e-05, 3.162248e-01, 8.639197e-02, 1.854716e-07, 1.862706e-06, 8.069117e-09, 9.393924e-10, 1.707893e-13, 4.503373e-10, 1.181018e-13, 1.101706e-11, 2.211649e-09, 2.935208e-13, 1.299446e-08, 2.968543e-03, 2.137008e-11, 1.865835e-02, 6.039719e+00, 2.054937e+01, 2.261152e+01
4.470000e-01, 1.079567e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.872706e-01, 1.766800e-01, 9.738981e+03, 1.745563e+03, 2.501106e+04, 1.745563e+03, 4.700003e+06, 2.995997e-01, 1.797804e-05, 2.128333e-11, 1.024829e-06, 2.947733e-01, 2.504585e-08, 2.063817e-05, 3.161862e-01, 8.643062e-02, 1.846461e-07, 1.862924e-06, 8.093447e-09, 9.399208e-10, 1.705611e-13, 4.530691e-10, 1.185830e-13, 1.112409e-11, 2.214101e-09, 2.926704e-13, 1.300360e-08, 2.968544e-03, 2.147645e-11, 1.865836e-02, 6.042286e+00, 2.066602e+01, 2.272760e+01
4.590000e-01, 1.121349e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.871485e-01, 1.766800e-01, 1.053721e+04, 1.744822e+03, 2.501106e+04, 1.744822e+03, 4.700003e+06, 2.996381e-01, 1.786066e-05, 2.096206e-11, 1.016018e-06, 2.947348e-01, 2.503059e-08, 2.076286e-05, 3.161475e-01, 8.646933e-02, 1.838237e-07, 1.863142e-06, 8.118169e-09, 9.402010e-10, 1.703171e-13, 4.555436e-10, 1.189848e-13, 1.111145e-11, 2.217291e-09, 2.913501e-13, 1.301260e-08, 2.968545e-03, 2.159104e-11, 1.865836e-02, 6.044856e+00, 2.079070e+01, 2.285171e+01
4.710000e-01, 1.163148e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.870264e-01, 1.766800e-01, 4.718781e+03, 1.744080e+03, 2.501106e+04, 1.744080e+03, 4.700003e+06, 2.996766e-01, 1.774395e-05, 2.064533e-11, 1.007274e-06, 2.946963e-01, 2.502075e-08, 2.089292e-05, 3.161087e-01, 8.650808e-02, 1.830041e-07, 1.863361e-06, 8.143180e-09, 9.384569e-10, 1.697229e-13, 4.571669e-10, 1.192241e-13, 1.114289e-11, 2.220917e-09, 2.898962e-13, 1.302147e-08, 2.968546e-03, 2.171026e-11, 1.865837e-02, 6.047428e+00, 2.092075e+01, 2.298119e+01
4.830000e-01, 1.204965e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.869043e-01, 1.766800e-01, 9.027878e+03, 1.743339e+03, 2.501106e+04, 1.743339e+03, 4.700003e+06, 2.997151e-01, 1.762791e-05, 2.033325e-11, 9.985993e-07, 2.946578e-01, 2.501425e-08, 2.102687e-05, 3.160699e-01, 8.654689e-02, 1.821877e-07, 1.863580e-06, 8.168416e-09, 9.400815e-10, 1.696693e-13, 4.608182e-10, 1.199555e-13, 1.140052e-11, 2.224809e-09, 2.897601e-13, 1.303020e-08, 2.968547e-03, 2.183210e-11, 1.865838e-02, 6.050002e+00, 2.105471e+01, 2.311458e+01
4.950000e-01, 1.246799e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.867821e-01, 1.766800e-01, 9.831767e+03, 1.742597e+03, 2.501106e+04, 1.742597e+03, 4.700003e+06, 2.997537e-01, 1.751253e-05, 2.002557e-11, 9.899914e-07, 2.946192e-01, 2.501017e-08, 2.116380e-05, 3.160310e-01, 8.658574e-02, 1.813741e-07, 1.863800e-06, 8.193835e-09, 9.414080e-10, 1.695742e-13, 4.642953e-10, 1.206278e-13, 1.158767e-11, 2.228918e-09, 2.893028e-13, 1.303881e-08, 2.968548e-03, 2.195703e-11, 1.865838e-02, 6.052578e+00, 2.119165e+01, 2.325095e+01
5.070000e-01, 1.288652e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.866600e-01, 1.766800e-01, 6.492766e+03, 1.741856e+03, 2.501106e+04, 1.741856e+03, 4.700003e+06, 2.997923e-01, 1.739780e-05, 1.972222e-11, 9.814493e-07, 2.945806e-01, 2.500813e-08, 2.130342e-05, 3.159921e-01, 8.662466e-02, 1.805633e-07, 1.864019e-06, 8.219425e-09, 9.419434e-10, 1.693733e-13, 4.671096e-10, 1.211275e-13, 1.163502e-11, 2.233220e-09, 2.882874e-13, 1.304729e-08, 2.968549e-03, 2.208506e-11, 1.865839e-02, 6.055157e+00, 2.133127e+01, 2.339002e+01
