Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_BUTA123TRIENE_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH3COCHO_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H2CC_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_HCN_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
9.030000e-01, 2.713220e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.780488e-01, 1.314956e-01, 8.825435e+04, 1.659516e+03, 2.501106e+04, 1.659516e+03, 4.700011e+06, 4.192564e-15, 6.905865e-08, 1.861672e-11, 1.053459e-10, 1.096484e-07, 2.551486e-11, 7.423864e-09, 1.611523e-12, 1.140686e-11, 2.651863e-11, 2.619594e-13, 1.493803e-11, 4.277902e-14, 1.545227e-13, 8.303848e-14, 1.762433e-06, 7.927385e-13, 2.379391e-08, 2.561483e-06, 3.381300e-07, 1.473512e-09, 2.064727e-07, 3.087834e-08, 7.968981e-04, 2.861531e-01, 3.056277e-02, 1.039966e-05, 5.039626e-01, 6.926648e-13, 1.750382e-01, 4.789336e-12, 6.257766e-09, 1.273908e-07, 3.344447e-15, 3.198892e-07, 3.470187e-03, 7.838672e-08, 4.415676e-13, 1.942690e-07, 1.363995e-02, 4.646176e+00, 8.064210e+02, 8.101393e+02
9.150000e-01, 2.756389e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.779088e-01, 1.314956e-01, 5.614169e+04, 1.658650e+03, 2.501106e+04, 1.658650e+03, 4.700011e+06, 4.028505e-15, 6.647865e-08, 1.788423e-11, 1.026591e-10, 1.063440e-07, 2.468418e-11, 7.243438e-09, 1.543614e-12, 1.094733e-11, 2.543982e-11, 2.501485e-13, 1.429370e-11, 4.087373e-14, 1.485740e-13, 8.063192e-14, 1.706985e-06, 7.647005e-13, 2.339127e-08, 2.562441e-06, 3.314939e-07, 1.455294e-09, 2.064689e-07, 3.086574e-08, 7.879619e-04, 2.861338e-01, 3.058551e-02, 1.031169e-05, 5.040040e-01, 6.624711e-13, 1.750025e-01, 4.638661e-12, 6.254881e-09, 1.266585e-07, 3.278787e-15, 3.201597e-07, 3.470123e-03, 7.854734e-08, 4.329872e-13, 1.921282e-07, 1.363970e-02, 4.648516e+00, 7.971888e+02, 8.009067e+02
9.270000e-01, 2.799580e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.777684e-01, 1.314956e-01, -1.482271e+05, 1.657783e+03, 2.501106e+04, 1.657783e+03, 4.700011e+06, 3.874550e-15, 6.409167e-08, 1.719834e-11, 1.001277e-10, 1.031835e-07, 2.389011e-11, 7.062081e-09, 1.479976e-12, 1.052616e-11, 2.444895e-11, 2.396937e-13, 1.371534e-11, 3.912128e-14, 1.427306e-13, 7.822496e-14, 1.653840e-06, 7.383467e-13, 2.300221e-08, 2.563387e-06, 3.250465e-07, 1.437535e-09, 2.064652e-07, 3.085737e-08, 7.793947e-04, 2.861142e-01, 3.060839e-02, 1.022449e-05, 5.040448e-01, 6.343335e-13, 1.749672e-01, 4.498327e-12, 6.252000e-09, 1.259354e-07, 3.213723e-15, 3.204313e-07, 3.470063e-03, 7.870554e-08, 4.245213e-13, 1.900055e-07, 1.363947e-02, 4.650866e+00, 7.883379e+02, 7.920555e+02
9.390000e-01, 2.842792e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.776282e-01, 1.314956e-01, -1.036329e+05, 1.656919e+03, 2.501106e+04, 1.656919e+03, 4.700011e+06, 3.736535e-15, 6.183715e-08, 1.655350e-11, 9.774814e-11, 1.002457e-07, 2.315284e-11, 6.894384e-09, 1.419219e-12, 1.013104e-11, 2.352615e-11, 2.298034e-13, 1.321051e-11, 3.748768e-14, 1.376321e-13, 7.594885e-14, 1.602878e-06, 7.135156e-13, 2.262971e-08, 2.564318e-06, 3.188929e-07, 1.420449e-09, 2.064617e-07, 3.085516e-08, 7.711773e-04, 2.860945e-01, 3.063132e-02, 1.013821e-05, 5.040849e-01, 6.077480e-13, 1.749323e-01, 4.365073e-12, 6.249127e-09, 1.252132e-07, 3.151004e-15, 3.207031e-07, 3.470005e-03, 7.886136e-08, 4.163590e-13, 1.879194e-07, 1.363924e-02, 4.653214e+00, 7.798488e+02, 7.835661e+02
9.510000e-01, 2.886026e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.774881e-01, 1.314956e-01, 3.540559e+04, 1.656056e+03, 2.501106e+04, 1.656056e+03, 4.700011e+06, 3.608855e-15, 5.970206e-08, 1.594478e-11, 9.549532e-11, 9.748254e-08, 2.246003e-11, 6.737346e-09, 1.361418e-12, 9.758073e-12, 2.265864e-11, 2.204646e-13, 1.275186e-11, 3.594926e-14, 1.329884e-13, 7.378705e-14, 1.553992e-06, 6.900213e-13, 2.227147e-08, 2.565240e-06, 3.129829e-07, 1.404034e-09, 2.064583e-07, 3.085784e-08, 7.632941e-04, 2.860745e-01, 3.065431e-02, 1.005274e-05, 5.041244e-01, 5.826241e-13, 1.748979e-01, 4.238194e-12, 6.246255e-09, 1.244937e-07, 3.089951e-15, 3.209752e-07, 3.469949e-03, 7.901483e-08, 4.084110e-13, 1.858618e-07, 1.363902e-02, 4.655563e+00, 7.717051e+02, 7.754221e+02
9.630000e-01, 2.929282e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.773483e-01, 1.314956e-01, -6.540749e+03, 1.655196e+03, 2.501106e+04, 1.655196e+03, 4.700011e+06, 3.478624e-15, 5.765092e-08, 1.536248e-11, 9.331568e-11, 9.480697e-08, 2.178938e-11, 6.588112e-09, 1.306796e-12, 9.395372e-12, 2.181130e-11, 2.114671e-13, 1.227119e-11, 3.444277e-14, 1.282157e-13, 7.173780e-14, 1.507080e-06, 6.674994e-13, 2.192404e-08, 2.566174e-06, 3.072450e-07, 1.388423e-09, 2.064550e-07, 3.086302e-08, 7.557309e-04, 2.860544e-01, 3.067738e-02, 9.967945e-06, 5.041633e-01, 5.588305e-13, 1.748639e-01, 4.115762e-12, 6.243378e-09, 1.237804e-07, 3.029473e-15, 3.212474e-07, 3.469895e-03, 7.916600e-08, 4.005192e-13, 1.838213e-07, 1.363881e-02, 4.657911e+00, 7.638919e+02, 7.676086e+02
9.750000e-01, 2.972560e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.772084e-01, 1.314956e-01, -1.281151e+04, 1.654337e+03, 2.501106e+04, 1.654337e+03, 4.700011e+06, 3.355534e-15, 5.571376e-08, 1.481287e-11, 9.124791e-11, 9.227012e-08, 2.115439e-11, 6.445973e-09, 1.255003e-12, 9.053120e-12, 2.101280e-11, 2.030517e-13, 1.182480e-11, 3.302030e-14, 1.236916e-13, 6.977080e-14, 1.462051e-06, 6.461158e-13, 2.158901e-08, 2.567102e-06, 3.017125e-07, 1.373400e-09, 2.064519e-07, 3.087235e-08, 7.484738e-04, 2.860340e-01, 3.070054e-02, 9.883904e-06, 5.042016e-01, 5.364049e-13, 1.748302e-01, 3.999504e-12, 6.240488e-09, 1.230709e-07, 2.970345e-15, 3.215200e-07, 3.469844e-03, 7.931491e-08, 3.928053e-13, 1.818058e-07, 1.363861e-02, 4.660260e+00, 7.563949e+02, 7.601114e+02
9.870000e-01, 3.015860e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.770687e-01, 1.314956e-01, -5.818277e+03, 1.653479e+03, 2.501106e+04, 1.653479e+03, 4.700011e+06, 3.238719e-15, 5.387824e-08, 1.429235e-11, 8.927994e-11, 8.985727e-08, 2.055100e-11, 6.310304e-09, 1.205820e-12, 8.729034e-12, 2.025743e-11, 1.951425e-13, 1.140726e-11, 3.167372e-14, 1.193860e-13, 6.787936e-14, 1.418811e-06, 6.257772e-13, 2.126571e-08, 2.568024e-06, 2.963725e-07, 1.358942e-09, 2.064489e-07, 3.088553e-08, 7.415092e-04, 2.860135e-01, 3.072377e-02, 9.800632e-06, 5.042394e-01, 5.152122e-13, 1.747968e-01, 3.888776e-12, 6.237582e-09, 1.223657e-07, 2.912473e-15, 3.217930e-07, 3.469795e-03, 7.946161e-08, 3.852555e-13, 1.798146e-07, 1.363841e-02, 4.662612e+00, 7.492000e+02, 7.529163e+02
9.990000e-01, 3.059181e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.769291e-01, 1.314956e-01, -7.385974e+02, 1.652624e+03, 2.501106e+04, 1.652624e+03, 4.700011e+06, 3.128689e-15, 5.212758e-08, 1.379612e-11, 8.739817e-11, 8.755780e-08, 1.997563e-11, 6.180875e-09, 1.158906e-12, 8.420782e-12, 1.954020e-11, 1.876225e-13, 1.101843e-11, 3.039902e-14, 1.153482e-13, 6.605566e-14, 1.377276e-06, 6.064277e-13, 2.095386e-08, 2.568942e-06, 2.912180e-07, 1.345020e-09, 2.064460e-07, 3.090241e-08, 7.348249e-04, 2.859928e-01, 3.074706e-02, 9.718226e-06, 5.042767e-01, 4.950579e-13, 1.747639e-01, 3.782684e-12, 6.234655e-09, 1.216660e-07, 2.855828e-15, 3.220662e-07, 3.469747e-03, 7.960614e-08, 3.778651e-13, 1.778493e-07, 1.363823e-02, 4.664962e+00, 7.422945e+02, 7.460106e+02
1.011000e+00, 3.102524e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.767896e-01, 1.314956e-01, -2.985553e+03, 1.651770e+03, 2.501106e+04, 1.651770e+03, 4.700011e+06, 3.023243e-15, 5.046390e-08, 1.332544e-11, 8.560214e-11, 8.536562e-08, 1.942759e-11, 6.057785e-09, 1.114364e-12, 8.127423e-12, 1.885799e-11, 1.805159e-13, 1.064836e-11, 2.918507e-14, 1.114802e-13, 6.430940e-14, 1.337370e-06, 5.880088e-13, 2.065244e-08, 2.569858e-06, 2.862350e-07, 1.331647e-09, 2.064433e-07, 3.092262e-08, 7.284093e-04, 2.859719e-01, 3.077042e-02, 9.636545e-06, 5.043134e-01, 4.760082e-13, 1.747312e-01, 3.681334e-12, 6.231704e-09, 1.209705e-07, 2.800310e-15, 3.223397e-07, 3.469702e-03, 7.974853e-08, 3.706191e-13, 1.759066e-07, 1.363805e-02, 4.667313e+00, 7.356664e+02, 7.393824e+02
1.023000e+00, 3.145890e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.766502e-01, 1.314956e-01, -1.119454e+04, 1.650918e+03, 2.501106e+04, 1.650918e+03, 4.700011e+06, 2.922121e-15, 4.888159e-08, 1.287863e-11, 8.388682e-11, 8.327443e-08, 1.890526e-11, 5.940681e-09, 1.072043e-12, 7.848010e-12, 1.820854e-11, 1.737933e-13, 1.029573e-11, 2.802814e-14, 1.077724e-13, 6.263677e-14, 1.299015e-06, 5.704686e-13, 2.036097e-08, 2.570770e-06, 2.814158e-07, 1.318799e-09, 2.064406e-07, 3.094604e-08, 7.222510e-04, 2.859509e-01, 3.079383e-02, 9.555582e-06, 5.043497e-01, 4.579856e-13, 1.746989e-01, 3.584437e-12, 6.228725e-09, 1.202792e-07, 2.745899e-15, 3.226134e-07, 3.469658e-03, 7.988883e-08, 3.635150e-13, 1.739864e-07, 1.363788e-02, 4.669664e+00, 7.293039e+02, 7.330198e+02
1.035000e+00, 3.189277e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.765109e-01, 1.314956e-01, -1.416522e+04, 1.650067e+03, 2.501106e+04, 1.650067e+03, 4.700011e+06, 2.825554e-15, 4.737534e-08, 1.245368e-11, 8.224819e-11, 8.127953e-08, 1.840721e-11, 5.828997e-09, 1.031755e-12, 7.582009e-12, 1.759066e-11, 1.674299e-13, 9.962253e-12, 2.692759e-14, 1.042265e-13, 6.102997e-14, 1.262148e-06, 5.537607e-13, 2.007924e-08, 2.571680e-06, 2.767561e-07, 1.306442e-09, 2.064381e-07, 3.097268e-08, 7.163404e-04, 2.859297e-01, 3.081731e-02, 9.475359e-06, 5.043856e-01, 4.408820e-13, 1.746668e-01, 3.491724e-12, 6.225716e-09, 1.195922e-07, 2.692610e-15, 3.228874e-07, 3.469616e-03, 8.002706e-08, 3.565559e-13, 1.720890e-07, 1.363771e-02, 4.672016e+00, 7.231970e+02, 7.269128e+02
1.047000e+00, 3.232685e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.763718e-01, 1.314956e-01, -1.022164e+04, 1.649217e+03, 2.501106e+04, 1.649217e+03, 4.700011e+06, 2.733109e-15, 4.594041e-08, 1.204918e-11, 8.068183e-11, 7.937486e-08, 1.793196e-11, 5.722411e-09, 9.933740e-13, 7.328510e-12, 1.700210e-11, 1.614024e-13, 9.645952e-12, 2.587918e-14, 1.008232e-13, 5.948633e-14, 1.226696e-06, 5.378336e-13, 1.980678e-08, 2.572586e-06, 2.722480e-07, 1.294555e-09, 2.064356e-07, 3.100238e-08, 7.106666e-04, 2.859083e-01, 3.084085e-02, 9.395858e-06, 5.044210e-01, 4.246305e-13, 1.746351e-01, 3.402949e-12, 6.222674e-09, 1.189093e-07, 2.640421e-15, 3.231618e-07, 3.469576e-03, 8.016327e-08, 3.497386e-13, 1.702140e-07, 1.363756e-02, 4.674369e+00, 7.173346e+02, 7.210503e+02
1.059000e+00, 3.276116e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.762327e-01, 1.314956e-01, -1.367174e+03, 1.648369e+03, 2.501106e+04, 1.648369e+03, 4.700011e+06, 2.644635e-15, 4.457225e-08, 1.166381e-11, 7.918341e-11, 7.755500e-08, 1.747808e-11, 5.620619e-09, 9.567872e-13, 7.086778e-12, 1.644112e-11, 1.556871e-13, 9.345937e-12, 2.488027e-14, 9.755928e-14, 5.800217e-14, 1.192593e-06, 5.226408e-13, 1.954316e-08, 2.573490e-06, 2.678844e-07, 1.283118e-09, 2.064333e-07, 3.103505e-08, 7.052198e-04, 2.858868e-01, 3.086445e-02, 9.317069e-06, 5.044560e-01, 4.091783e-13, 1.746035e-01, 3.317877e-12, 6.219596e-09, 1.182306e-07, 2.589298e-15, 3.234365e-07, 3.469538e-03, 8.029750e-08, 3.430590e-13, 1.683610e-07, 1.363741e-02, 4.676722e+00, 7.117063e+02, 7.154220e+02
1.071000e+00, 3.319569e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.760937e-01, 1.314956e-01, 1.221857e+03, 1.647522e+03, 2.501106e+04, 1.647522e+03, 4.700011e+06, 2.560166e-15, 4.326683e-08, 1.129665e-11, 7.774848e-11, 7.581492e-08, 1.704424e-11, 5.523442e-09, 9.219273e-13, 6.856201e-12, 1.590646e-11, 1.502597e-13, 9.061573e-12, 2.392933e-14, 9.444829e-14, 5.657427e-14, 1.159781e-06, 5.081423e-13, 1.928798e-08, 2.574391e-06, 2.636582e-07, 1.272110e-09, 2.064310e-07, 3.107055e-08, 6.999915e-04, 2.858652e-01, 3.088812e-02, 9.238977e-06, 5.044906e-01, 3.945100e-13, 1.745723e-01, 3.236295e-12, 6.216480e-09, 1.175560e-07, 2.539182e-15, 3.237114e-07, 3.469501e-03, 8.042977e-08, 3.365095e-13, 1.665292e-07, 1.363726e-02, 4.679077e+00, 7.063035e+02, 7.100191e+02
1.083000e+00, 3.363043e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.759548e-01, 1.314956e-01, 1.284037e+03, 1.646676e+03, 2.501106e+04, 1.646676e+03, 4.700011e+06, 2.479432e-15, 4.201926e-08, 1.094613e-11, 7.637272e-11, 7.414891e-08, 1.662898e-11, 5.430495e-09, 8.886523e-13, 6.635962e-12, 1.539612e-11, 1.450967e-13, 8.791806e-12, 2.302303e-14, 9.147604e-14, 5.519867e-14, 1.128192e-06, 4.942877e-13, 1.904081e-08, 2.575290e-06, 2.595623e-07, 1.261510e-09, 2.064288e-07, 3.110878e-08, 6.949711e-04, 2.858434e-01, 3.091184e-02, 9.161575e-06, 5.045248e-01, 3.805482e-13, 1.745413e-01, 3.157952e-12, 6.213322e-09, 1.168856e-07, 2.490058e-15, 3.239867e-07, 3.469465e-03, 8.056012e-08, 3.300883e-13, 1.647184e-07, 1.363712e-02, 4.681432e+00, 7.011150e+02, 7.048307e+02
1.095000e+00, 3.406540e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.758160e-01, 1.314956e-01, -9.607950e+02, 1.645832e+03, 2.501106e+04, 1.645832e+03, 4.700011e+06, 2.402224e-15, 4.082611e-08, 1.061127e-11, 7.505291e-11, 7.255281e-08, 1.623122e-11, 5.341558e-09, 8.568735e-13, 6.425460e-12, 1.490866e-11, 1.401810e-13, 8.535658e-12, 2.215878e-14, 8.863525e-14, 5.387297e-14, 1.097768e-06, 4.810407e-13, 1.880131e-08, 2.576186e-06, 2.555908e-07, 1.251299e-09, 2.064268e-07, 3.114964e-08, 6.901502e-04, 2.858215e-01, 3.093562e-02, 9.084847e-06, 5.045587e-01, 3.672487e-13, 1.745105e-01, 3.082668e-12, 6.210120e-09, 1.162193e-07, 2.441902e-15, 3.242623e-07, 3.469431e-03, 8.068859e-08, 3.237923e-13, 1.629281e-07, 1.363699e-02, 4.683788e+00, 6.961323e+02, 6.998480e+02
1.107000e+00, 3.450058e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.756772e-01, 1.314956e-01, -8.383159e+02, 1.644988e+03, 2.501106e+04, 1.644988e+03, 4.700011e+06, 2.328217e-15, 3.968676e-08, 1.029191e-11, 7.378845e-11, 7.102554e-08, 1.585079e-11, 5.256637e-09, 8.265668e-13, 6.224441e-12, 1.444339e-11, 1.355128e-13, 8.291972e-12, 2.133439e-14, 8.591164e-14, 5.259795e-14, 1.068478e-06, 4.683906e-13, 1.856922e-08, 2.577080e-06, 2.517405e-07, 1.241472e-09, 2.064248e-07, 3.119309e-08, 6.855238e-04, 2.857994e-01, 3.095947e-02, 9.008770e-06, 5.045922e-01, 3.545948e-13, 1.744800e-01, 3.010402e-12, 6.206875e-09, 1.155566e-07, 2.394702e-15, 3.245383e-07, 3.469398e-03, 8.081520e-08, 3.176196e-13, 1.611579e-07, 1.363686e-02, 4.686145e+00, 6.913501e+02, 6.950658e+02
1.119000e+00, 3.493598e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.755385e-01, 1.314956e-01, -1.292568e+03, 1.644146e+03, 2.501106e+04, 1.644146e+03, 4.700011e+06, 2.257271e-15, 3.859610e-08, 9.986539e-12, 7.257449e-11, 6.956106e-08, 1.548610e-11, 5.175377e-09, 7.976041e-13, 6.032095e-12, 1.399843e-11, 1.310649e-13, 8.059878e-12, 2.054709e-14, 8.330220e-14, 5.136931e-14, 1.040253e-06, 4.562856e-13, 1.834412e-08, 2.577972e-06, 2.480037e-07, 1.232006e-09, 2.064228e-07, 3.123900e-08, 6.810814e-04, 2.857773e-01, 3.098338e-02, 8.933334e-06, 5.046254e-01, 3.425257e-13, 1.744496e-01, 2.940889e-12, 6.203582e-09, 1.148977e-07, 2.348425e-15, 3.248146e-07, 3.469367e-03, 8.094000e-08, 3.115662e-13, 1.594073e-07, 1.363674e-02, 4.688504e+00, 6.867575e+02, 6.904733e+02
1.131000e+00, 3.537160e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.753999e-01, 1.314956e-01, -2.201571e+03, 1.643304e+03, 2.501106e+04, 1.643304e+03, 4.700011e+06, 2.189203e-15, 3.755112e-08, 9.694285e-12, 7.140817e-11, 6.815568e-08, 1.513620e-11, 5.097577e-09, 7.699064e-13, 5.847894e-12, 1.357251e-11, 1.268228e-13, 7.838533e-12, 1.979463e-14, 8.079972e-14, 5.018490e-14, 1.013041e-06, 4.446942e-13, 1.812568e-08, 2.578862e-06, 2.443754e-07, 1.222886e-09, 2.064210e-07, 3.128729e-08, 6.768154e-04, 2.857549e-01, 3.100734e-02, 8.858531e-06, 5.046583e-01, 3.310030e-13, 1.744195e-01, 2.873970e-12, 6.200240e-09, 1.142425e-07, 2.303051e-15, 3.250914e-07, 3.469337e-03, 8.106300e-08, 3.056294e-13, 1.576759e-07, 1.363662e-02, 4.690864e+00, 6.823468e+02, 6.860627e+02
1.143000e+00, 3.580744e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.752614e-01, 1.314956e-01, -9.948088e+02, 1.642464e+03, 2.501106e+04, 1.642464e+03, 4.700011e+06, 2.123911e-15, 3.655107e-08, 9.414887e-12, 7.028873e-11, 6.680843e-08, 1.480085e-11, 5.023160e-09, 7.434474e-13, 5.671693e-12, 1.316524e-11, 1.227840e-13, 7.627662e-12, 1.907626e-14, 7.839612e-14, 4.904422e-14, 9.868229e-07, 4.336091e-13, 1.791381e-08, 2.579751e-06, 2.408540e-07, 1.214105e-09, 2.064192e-07, 3.133792e-08, 6.727224e-04, 2.857325e-01, 3.103137e-02, 8.784374e-06, 5.046909e-01, 3.200178e-13, 1.743895e-01, 2.809602e-12, 6.196849e-09, 1.135911e-07, 2.258578e-15, 3.253684e-07, 3.469308e-03, 8.118424e-08, 2.998089e-13, 1.559642e-07, 1.363650e-02, 4.693225e+00, 6.781143e+02, 6.818303e+02
1.155000e+00, 3.624350e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.751229e-01, 1.314956e-01, 1.322587e+03, 1.641624e+03, 2.501106e+04, 1.641624e+03, 4.700011e+06, 2.061175e-15, 3.559201e-08, 9.147207e-12, 6.921244e-11, 6.551451e-08, 1.447881e-11, 4.951877e-09, 7.181262e-13, 5.502809e-12, 1.277501e-11, 1.189290e-13, 7.426190e-12, 1.838915e-14, 7.608457e-14, 4.794447e-14, 9.615365e-07, 4.229885e-13, 1.770811e-08, 2.580637e-06, 2.374327e-07, 1.205645e-09, 2.064175e-07, 3.139079e-08, 6.687931e-04, 2.857100e-01, 3.105545e-02, 8.710845e-06, 5.047233e-01, 3.095194e-13, 1.743597e-01, 2.747578e-12, 6.193406e-09, 1.129435e-07, 2.214977e-15, 3.256459e-07, 3.469280e-03, 8.130375e-08, 2.941011e-13, 1.542714e-07, 1.363639e-02, 4.695588e+00, 6.740505e+02, 6.777666e+02
1.167000e+00, 3.667978e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.749844e-01, 1.314956e-01, 4.519584e+03, 1.640786e+03, 2.501106e+04, 1.640786e+03, 4.700011e+06, 2.000845e-15, 3.467132e-08, 8.890481e-12, 6.817679e-11, 6.427070e-08, 1.416928e-11, 4.883545e-09, 6.938736e-13, 5.340789e-12, 1.240074e-11, 1.152450e-13, 7.233434e-12, 1.773139e-14, 7.385914e-14, 4.688367e-14, 9.371373e-07, 4.128049e-13, 1.750828e-08, 2.581522e-06, 2.341069e-07, 1.197491e-09, 2.064159e-07, 3.144581e-08, 6.650206e-04, 2.856873e-01, 3.107959e-02, 8.637936e-06, 5.047553e-01, 2.994751e-13, 1.743301e-01, 2.687759e-12, 6.189910e-09, 1.122994e-07, 2.172229e-15, 3.259237e-07, 3.469253e-03, 8.142157e-08, 2.885032e-13, 1.525973e-07, 1.363629e-02, 4.697952e+00, 6.701482e+02, 6.738645e+02
1.179000e+00, 3.711627e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.748461e-01, 1.314956e-01, 5.619856e+03, 1.639948e+03, 2.501106e+04, 1.639948e+03, 4.700011e+06, 1.943001e-15, 3.378855e-08, 8.644603e-12, 6.718104e-11, 6.307614e-08, 1.387203e-11, 4.818085e-09, 6.706768e-13, 5.185600e-12, 1.204242e-11, 1.117299e-13, 7.049728e-12, 1.710306e-14, 7.172502e-14, 4.586027e-14, 9.136096e-07, 4.030506e-13, 1.731423e-08, 2.582406e-06, 2.308746e-07, 1.189636e-09, 2.064143e-07, 3.150296e-08, 6.614023e-04, 2.856645e-01, 3.110378e-02, 8.565640e-06, 5.047871e-01, 2.898829e-13, 1.743007e-01, 2.630116e-12, 6.186362e-09, 1.116591e-07, 2.130310e-15, 3.262019e-07, 3.469228e-03, 8.153770e-08, 2.830127e-13, 1.509417e-07, 1.363619e-02, 4.700317e+00, 6.664047e+02, 6.701212e+02
1.191000e+00, 3.755299e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.747077e-01, 1.314956e-01, 5.049395e+03, 1.639111e+03, 2.501106e+04, 1.639111e+03, 4.700011e+06, 1.887423e-15, 3.294046e-08, 8.408620e-12, 6.622216e-11, 6.192692e-08, 1.358607e-11, 4.755286e-09, 6.484505e-13, 5.036668e-12, 1.169865e-11, 1.083681e-13, 6.874090e-12, 1.650169e-14, 6.967303e-14, 4.487218e-14, 8.909007e-07, 3.936921e-13, 1.712562e-08, 2.583288e-06, 2.277304e-07, 1.182065e-09, 2.064128e-07, 3.156214e-08, 6.579301e-04, 2.856416e-01, 3.112803e-02, 8.493951e-06, 5.048186e-01, 2.807011e-13, 1.742714e-01, 2.574479e-12, 6.182759e-09, 1.110224e-07, 2.089200e-15, 3.264804e-07, 3.469203e-03, 8.165219e-08, 2.776269e-13, 1.493041e-07, 1.363609e-02, 4.702683e+00, 6.628117e+02, 6.665283e+02
