Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
4.710000e-01, 1.187856e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.809526e-01, 1.766301e-01, 4.181684e+04, 1.696815e+03, 2.501106e+04, 1.696815e+03, 4.700076e+06, 2.949103e-03, 3.061710e-01, 1.161684e-05, 9.760569e-12, 2.909242e-01, 6.538441e-07, 4.913625e-14, 3.126298e-01, 8.727706e-02, 3.416010e-05, 2.657789e-08, 1.047518e-08, 1.969274e-06, 1.383142e-07, 3.100827e-07, 2.514921e-11, 1.596341e-13, 7.951235e-10, 2.605858e-13, 7.383723e-09, 1.166808e-09, 7.094005e-11, 3.819776e-12, 2.343459e-09, 4.592843e-13, 3.638019e-14, 1.878619e-14, 2.017352e-13, 7.657425e-14, 5.857366e-15, 1.778214e-15, -6.951638e-17, -4.027737e-17, 1.853957e-02, 6.176400e+00, 3.419069e+01, 3.664097e+01
4.830000e-01, 1.230577e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.808299e-01, 1.766301e-01, -2.554966e+03, 1.696075e+03, 2.501106e+04, 1.696075e+03, 4.700076e+06, 2.949104e-03, 3.062124e-01, 1.153689e-05, 8.889928e-12, 2.908828e-01, 6.479472e-07, 4.680672e-14, 3.125881e-01, 8.731874e-02, 3.429488e-05, 2.652549e-08, 1.050307e-08, 1.969569e-06, 1.376589e-07, 3.102817e-07, 2.589902e-11, 1.609882e-13, 8.025404e-10, 2.579994e-13, 5.040847e-09, 1.114678e-09, 7.114035e-11, 3.825842e-12, 2.342789e-09, 4.263124e-13, 3.412317e-15, 1.798580e-14, 9.037465e-15, 3.546517e-15, 5.591908e-16, -4.631211e-18, 1.546964e-17, 6.550802e-18, 1.853958e-02, 6.179098e+00, 3.432533e+01, 3.677077e+01
4.950000e-01, 1.273317e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.807074e-01, 1.766301e-01, -3.386993e+04, 1.695335e+03, 2.501106e+04, 1.695335e+03, 4.700076e+06, 2.949104e-03, 3.062540e-01, 1.145745e-05, 7.898595e-12, 2.908412e-01, 6.421007e-07, 4.421415e-14, 3.125464e-01, 8.736040e-02, 3.434663e-05, 2.636538e-08, 1.051996e-08, 1.969860e-06, 1.370059e-07, 3.104844e-07, 2.586444e-11, 1.586738e-13, 7.928473e-10, 2.515215e-13, 2.414651e-09, 1.081013e-09, 7.116737e-11, 3.809192e-12, 2.334435e-09, 4.115065e-13, -3.935656e-15, 1.759727e-14, -3.100284e-14, -1.151884e-14, -3.130593e-16, -3.843893e-16, 3.517399e-17, 1.774932e-17, 1.853958e-02, 6.181795e+00, 3.437683e+01, 3.681685e+01
5.070000e-01, 1.316076e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.805849e-01, 1.766301e-01, -5.674073e+04, 1.694596e+03, 2.501106e+04, 1.694596e+03, 4.700076e+06, 2.949105e-03, 3.062954e-01, 1.137853e-05, 7.109807e-12, 2.907997e-01, 6.363058e-07, 4.206634e-14, 3.125047e-01, 8.740216e-02, 3.449932e-05, 2.628130e-08, 1.054550e-08, 1.970153e-06, 1.363556e-07, 3.106876e-07, 2.592997e-11, 1.571504e-13, 7.872216e-10, 2.465724e-13, 3.906981e-10, 1.056478e-09, 7.140515e-11, 3.805588e-12, 2.332666e-09, 4.006213e-13, -9.527641e-15, 1.735677e-14, -6.004727e-14, -2.238259e-14, -8.085314e-16, -6.661797e-16, 5.113503e-17, 2.690159e-17, 1.853959e-02, 6.184494e+00, 3.452937e+01, 3.696519e+01
5.190000e-01, 1.358853e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.804624e-01, 1.766301e-01, -6.729214e+04, 1.693857e+03, 2.501106e+04, 1.693857e+03, 4.700076e+06, 2.949107e-03, 3.063366e-01, 1.130012e-05, 6.523563e-12, 2.907584e-01, 6.305627e-07, 4.036329e-14, 3.124628e-01, 8.744400e-02, 3.475293e-05, 2.627325e-08, 1.057970e-08, 1.970448e-06, 1.357079e-07, 3.108914e-07, 2.609562e-11, 1.564178e-13, 7.856633e-10, 2.431524e-13, -1.031012e-09, 1.041072e-09, 7.185369e-11, 3.815031e-12, 2.337482e-09, 3.936568e-13, -1.336364e-14, 1.726429e-14, -7.809583e-14, -2.904471e-14, -9.272255e-16, -8.500024e-16, 6.335278e-17, 3.400760e-17, 1.853960e-02, 6.187195e+00, 3.478293e+01, 3.721786e+01
5.310000e-01, 1.401649e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.803400e-01, 1.766301e-01, -6.166081e+04, 1.693119e+03, 2.501106e+04, 1.693119e+03, 4.700076e+06, 2.949109e-03, 3.063777e-01, 1.122222e-05, 6.139863e-12, 2.907171e-01, 6.248714e-07, 3.910501e-14, 3.124208e-01, 8.748592e-02, 3.510746e-05, 2.634123e-08, 1.062255e-08, 1.970746e-06, 1.350628e-07, 3.110957e-07, 2.636139e-11, 1.564760e-13, 7.881723e-10, 2.412612e-13, -1.850478e-09, 1.034795e-09, 7.251300e-11, 3.837522e-12, 2.348881e-09, 3.906130e-13, -1.544366e-14, 1.731984e-14, -8.514851e-14, -3.150522e-14, -6.691409e-16, -9.358574e-16, 7.182723e-17, 3.906738e-17, 1.853961e-02, 6.189897e+00, 3.513753e+01, 3.757236e+01
5.430000e-01, 1.444463e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.802176e-01, 1.766301e-01, -3.599515e+04, 1.692381e+03, 2.501106e+04, 1.692381e+03, 4.700076e+06, 2.949112e-03, 3.064186e-01, 1.114484e-05, 5.958707e-12, 2.906759e-01, 6.192317e-07, 3.829149e-14, 3.123787e-01, 8.752794e-02, 3.556292e-05, 2.648524e-08, 1.067407e-08, 1.971047e-06, 1.344203e-07, 3.113006e-07, 2.672727e-11, 1.573252e-13, 7.947487e-10, 2.408989e-13, -2.067701e-09, 1.037647e-09, 7.338306e-11, 3.873059e-12, 2.366866e-09, 3.914899e-13, -1.576768e-14, 1.752342e-14, -8.120529e-14, -2.976410e-14, -3.427669e-17, -9.237445e-16, 7.655837e-17, 4.208090e-17, 1.853963e-02, 6.192601e+00, 3.559315e+01, 3.802792e+01
5.550000e-01, 1.487297e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.800952e-01, 1.766301e-01, -2.597448e+04, 1.691643e+03, 2.501106e+04, 1.691643e+03, 4.700076e+06, 2.949114e-03, 3.064596e-01, 1.106789e-05, 5.759568e-12, 2.906346e-01, 6.136342e-07, 3.744846e-14, 3.123366e-01, 8.757001e-02, 3.598532e-05, 2.660520e-08, 1.072298e-08, 1.971347e-06, 1.337801e-07, 3.115057e-07, 2.709741e-11, 1.582218e-13, 8.014104e-10, 2.406521e-13, -2.349395e-09, 1.040618e-09, 7.418561e-11, 3.905924e-12, 2.382699e-09, 3.921628e-13, -1.587289e-14, 1.772116e-14, -7.736939e-14, -2.812063e-14, 4.769263e-16, -9.076243e-16, 7.970803e-17, 4.415850e-17, 1.853965e-02, 6.195308e+00, 3.601568e+01, 3.845039e+01
5.670000e-01, 1.530149e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.799727e-01, 1.766301e-01, -6.077642e+04, 1.690904e+03, 2.501106e+04, 1.690904e+03, 4.700076e+06, 2.949116e-03, 3.065010e-01, 1.099130e-05, 5.367371e-12, 2.905930e-01, 6.080713e-07, 3.619942e-14, 3.122944e-01, 8.761209e-02, 3.626828e-05, 2.662164e-08, 1.076034e-08, 1.971645e-06, 1.331418e-07, 3.117110e-07, 2.739568e-11, 1.585758e-13, 8.049964e-10, 2.393988e-13, -3.224853e-09, 1.036554e-09, 7.469973e-11, 3.923639e-12, 2.389446e-09, 3.893571e-13, -1.697960e-14, 1.779093e-14, -8.245544e-14, -2.998794e-14, 4.671770e-16, -9.620903e-16, 8.299243e-17, 4.618164e-17, 1.853966e-02, 6.198019e+00, 3.629865e+01, 3.873327e+01
5.790000e-01, 1.573021e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.798501e-01, 1.766301e-01, -9.643831e+04, 1.690165e+03, 2.501106e+04, 1.690165e+03, 4.700076e+06, 2.949118e-03, 3.065425e-01, 1.091516e-05, 5.013935e-12, 2.905514e-01, 6.025529e-07, 3.504291e-14, 3.122523e-01, 8.765423e-02, 3.655264e-05, 2.663977e-08, 1.079800e-08, 1.971944e-06, 1.325059e-07, 3.119167e-07, 2.772288e-11, 1.591685e-13, 8.096924e-10, 2.386247e-13, -3.993233e-09, 1.034927e-09, 7.521793e-11, 3.942725e-12, 2.396290e-09, 3.874086e-13, -1.747196e-14, 1.789446e-14, -8.479187e-14, -3.084667e-14, 4.625321e-16, -9.883724e-16, 8.413908e-17, 4.698316e-17, 1.853967e-02, 6.200732e+00, 3.658304e+01, 3.901756e+01
5.910000e-01, 1.615911e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.797276e-01, 1.766301e-01, -1.300873e+05, 1.689426e+03, 2.501106e+04, 1.689426e+03, 4.700076e+06, 2.949120e-03, 3.065840e-01, 1.083946e-05, 4.699257e-12, 2.905097e-01, 5.970792e-07, 3.397892e-14, 3.122100e-01, 8.769643e-02, 3.683842e-05, 2.665961e-08, 1.083596e-08, 1.972243e-06, 1.318724e-07, 3.121227e-07, 2.807900e-11, 1.600000e-13, 8.154984e-10, 2.383299e-13, -4.654535e-09, 1.035737e-09, 7.574022e-11, 3.963185e-12, 2.403230e-09, 3.863175e-13, -1.734998e-14, 1.803174e-14, -8.437870e-14, -3.069683e-14, 4.629916e-16, -9.864704e-16, 8.314798e-17, 4.656305e-17, 1.853968e-02, 6.203448e+00, 3.686885e+01, 3.930328e+01
6.030000e-01, 1.658820e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.796051e-01, 1.766301e-01, -1.588530e+05, 1.688687e+03, 2.501106e+04, 1.688687e+03, 4.700076e+06, 2.949121e-03, 3.066255e-01, 1.076422e-05, 4.423340e-12, 2.904680e-01, 5.916500e-07, 3.300746e-14, 3.121677e-01, 8.773869e-02, 3.712561e-05, 2.668113e-08, 1.087420e-08, 1.972543e-06, 1.312412e-07, 3.123291e-07, 2.846403e-11, 1.610703e-13, 8.224143e-10, 2.385142e-13, -5.208758e-09, 1.038984e-09, 7.626660e-11, 3.985017e-12, 2.410267e-09, 3.860836e-13, -1.661365e-14, 1.820278e-14, -8.121591e-14, -2.953841e-14, 4.685555e-16, -9.563844e-16, 8.001913e-17, 4.492132e-17, 1.853969e-02, 6.206167e+00, 3.715608e+01, 3.959043e+01
6.150000e-01, 1.701747e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.794825e-01, 1.766301e-01, -1.798675e+05, 1.687948e+03, 2.501106e+04, 1.687948e+03, 4.700076e+06, 2.949123e-03, 3.066672e-01, 1.068943e-05, 4.186182e-12, 2.904262e-01, 5.862655e-07, 3.212853e-14, 3.121254e-01, 8.778101e-02, 3.741421e-05, 2.670436e-08, 1.091275e-08, 1.972843e-06, 1.306123e-07, 3.125359e-07, 2.887798e-11, 1.623794e-13, 8.304403e-10, 2.391777e-13, -5.655902e-09, 1.044668e-09, 7.679706e-11, 4.008221e-12, 2.417401e-09, 3.867070e-13, -1.526297e-14, 1.840758e-14, -7.530349e-14, -2.737140e-14, 4.792240e-16, -8.981143e-16, 7.475253e-17, 4.205796e-17, 1.853970e-02, 6.208888e+00, 3.744473e+01, 3.987900e+01
6.270000e-01, 1.744694e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.793600e-01, 1.766302e-01, -1.902654e+05, 1.687209e+03, 2.501106e+04, 1.687209e+03, 4.700076e+06, 2.949125e-03, 3.067088e-01, 1.061510e-05, 3.987783e-12, 2.903843e-01, 5.809256e-07, 3.134213e-14, 3.120830e-01, 8.782339e-02, 3.770422e-05, 2.672928e-08, 1.095158e-08, 1.973144e-06, 1.299859e-07, 3.127430e-07, 2.932085e-11, 1.639272e-13, 8.395763e-10, 2.403204e-13, -5.995966e-09, 1.052788e-09, 7.733161e-11, 4.032798e-12, 2.424632e-09, 3.881877e-13, -1.329794e-14, 1.864613e-14, -6.664145e-14, -2.419582e-14, 4.949969e-16, -8.116600e-16, 6.734817e-17, 3.797297e-17, 1.853972e-02, 6.211612e+00, 3.773480e+01, 4.016899e+01
6.390000e-01, 1.787659e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.792374e-01, 1.766302e-01, -1.871836e+05, 1.686470e+03, 2.501106e+04, 1.686470e+03, 4.700076e+06, 2.949127e-03, 3.067506e-01, 1.054121e-05, 3.828145e-12, 2.903424e-01, 5.756303e-07, 3.064826e-14, 3.120405e-01, 8.786582e-02, 3.799565e-05, 2.675590e-08, 1.099071e-08, 1.973445e-06, 1.293617e-07, 3.129505e-07, 2.979263e-11, 1.657138e-13, 8.498222e-10, 2.419423e-13, -6.228952e-09, 1.063346e-09, 7.787024e-11, 4.058748e-12, 2.431959e-09, 3.905256e-13, -1.071855e-14, 1.891845e-14, -5.522977e-14, -2.001164e-14, 5.158742e-16, -6.970215e-16, 5.780604e-17, 3.266634e-17, 1.853973e-02, 6.214338e+00, 3.802630e+01, 4.046041e+01
6.510000e-01, 1.830643e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.791148e-01, 1.766302e-01, -1.677616e+05, 1.685731e+03, 2.501106e+04, 1.685731e+03, 4.700076e+06, 2.949129e-03, 3.067924e-01, 1.046777e-05, 3.707266e-12, 2.903005e-01, 5.703796e-07, 3.004691e-14, 3.119979e-01, 8.790832e-02, 3.828848e-05, 2.678421e-08, 1.103014e-08, 1.973747e-06, 1.287399e-07, 3.131584e-07, 3.029334e-11, 1.677392e-13, 8.611782e-10, 2.440434e-13, -6.354858e-09, 1.076341e-09, 7.841296e-11, 4.086070e-12, 2.439382e-09, 3.937209e-13, -7.524821e-15, 1.922452e-14, -4.106846e-14, -1.481889e-14, 5.418561e-16, -5.541987e-16, 4.612615e-17, 2.613808e-17, 1.853974e-02, 6.217068e+00, 3.831921e+01, 4.075325e+01
6.630000e-01, 1.873646e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.789923e-01, 1.766302e-01, -1.291416e+05, 1.684991e+03, 2.501106e+04, 1.684991e+03, 4.700076e+06, 2.949131e-03, 3.068342e-01, 1.039478e-05, 3.625147e-12, 2.902585e-01, 5.651735e-07, 2.953809e-14, 3.119553e-01, 8.795087e-02, 3.858273e-05, 2.681422e-08, 1.106985e-08, 1.974049e-06, 1.281205e-07, 3.133666e-07, 3.082296e-11, 1.700033e-13, 8.736442e-10, 2.466237e-13, -6.373684e-09, 1.091773e-09, 7.895977e-11, 4.114765e-12, 2.446903e-09, 3.977735e-13, -3.716733e-15, 1.956434e-14, -2.415750e-14, -8.617538e-15, 5.729424e-16, -3.831916e-16, 3.230848e-17, 1.838818e-17, 1.853975e-02, 6.219799e+00, 3.861354e+01, 4.104751e+01
6.750000e-01, 1.916668e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.788697e-01, 1.766302e-01, -6.846793e+04, 1.684252e+03, 2.501106e+04, 1.684252e+03, 4.700076e+06, 2.949132e-03, 3.068761e-01, 1.032225e-05, 3.581789e-12, 2.902164e-01, 5.600121e-07, 2.912180e-14, 3.119127e-01, 8.799348e-02, 3.887838e-05, 2.684593e-08, 1.110987e-08, 1.974352e-06, 1.275034e-07, 3.135752e-07, 3.138150e-11, 1.725062e-13, 8.872202e-10, 2.496832e-13, -6.285431e-09, 1.109642e-09, 7.951067e-11, 4.144833e-12, 2.454520e-09, 4.026833e-13, 7.057097e-16, 1.993793e-14, -4.496891e-15, -1.407599e-15, 6.091333e-16, -1.840001e-16, 1.635304e-17, 9.416644e-18, 1.853976e-02, 6.222534e+00, 3.890929e+01, 4.134320e+01
6.870000e-01, 1.959709e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.787472e-01, 1.766302e-01, -8.912757e+03, 1.683514e+03, 2.501106e+04, 1.683514e+03, 4.700076e+06, 2.949134e-03, 3.069180e-01, 1.025024e-05, 3.557613e-12, 2.901743e-01, 5.548990e-07, 2.875064e-14, 3.118700e-01, 8.803610e-02, 3.917749e-05, 2.687812e-08, 1.115006e-08, 1.974655e-06, 1.268895e-07, 3.137838e-07, 3.194801e-11, 1.750223e-13, 9.009400e-10, 2.527194e-13, -6.140191e-09, 1.127416e-09, 8.006755e-11, 4.175115e-12, 2.462212e-09, 4.075190e-13, 5.077209e-15, 2.031329e-14, 1.487012e-14, 5.691779e-15, 6.415006e-16, 1.262932e-17, 6.081821e-19, 4.883956e-19, 1.853977e-02, 6.225267e+00, 3.920849e+01, 4.164234e+01
6.990000e-01, 2.002768e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.786255e-01, 1.766302e-01, -6.471773e+04, 1.682780e+03, 2.501106e+04, 1.682780e+03, 4.700076e+06, 2.949136e-03, 3.069597e-01, 1.017910e-05, 3.462594e-12, 2.901325e-01, 5.498518e-07, 2.820658e-14, 3.118276e-01, 8.807851e-02, 3.948941e-05, 2.690524e-08, 1.118996e-08, 1.974956e-06, 1.262824e-07, 3.139902e-07, 3.242617e-11, 1.765141e-13, 9.103608e-10, 2.534209e-13, -6.168328e-09, 1.133449e-09, 8.063917e-11, 4.200291e-12, 2.469885e-09, 4.079975e-13, 6.338275e-15, 2.054337e-14, 1.994868e-14, 7.533993e-15, 6.289875e-16, 6.530339e-17, -4.126784e-18, -2.579551e-18, 1.853979e-02, 6.227986e+00, 3.952047e+01, 4.195427e+01
7.110000e-01, 2.045846e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.785040e-01, 1.766302e-01, -1.119712e+05, 1.682047e+03, 2.501106e+04, 1.682047e+03, 4.700076e+06, 2.949138e-03, 3.070013e-01, 1.010849e-05, 3.385846e-12, 2.900906e-01, 5.448532e-07, 2.770544e-14, 3.117851e-01, 8.812093e-02, 3.980489e-05, 2.693280e-08, 1.123004e-08, 1.975257e-06, 1.256784e-07, 3.141966e-07, 3.291132e-11, 1.780086e-13, 9.198805e-10, 2.540756e-13, -6.141813e-09, 1.139268e-09, 8.121686e-11, 4.225628e-12, 2.477632e-09, 4.083585e-13, 7.517399e-15, 2.077373e-14, 2.459184e-14, 9.213502e-15, 6.122349e-16, 1.139827e-16, -8.541752e-18, -5.545268e-18, 1.853980e-02, 6.230703e+00, 3.983601e+01, 4.226975e+01
